1228093.6283524972	7.298088614829486e+29
1842830.640617852	7.262281078004394e+29
2456812.9965465423	7.219631291302778e+29
3068956.630517936	7.171091316558517e+29
3678321.6675543757	7.132127771278931e+29
4283554.837982116	7.093832267021467e+29
4884227.772125292	7.047111328394129e+29
5479971.943358835	7.004335044168945e+29
6070786.827092514	6.967621764218574e+29
6655841.623716718	6.926679078772226e+29
7235355.319540292	6.880462777512038e+29
7808562.447723652	6.84359348813735e+29
8374561.2117889505	6.80851381393303e+29
8934512.958186362	6.762524630071901e+29
9486464.129484704	6.721227115159525e+29
10030203.163565531	6.688079745185672e+29
10566095.58692803	6.648523336195538e+29
11094056.868431853	6.600114360310352e+29
11612461.415651722	6.562762605438834e+29
12121358.941966861	6.527784242480202e+29
12619325.61312212	6.482017218499854e+29
13105999.371280313	6.435606222741812e+29
13581276.539780784	6.402552565422079e+29
14043812.007072724	6.363917943792794e+29
14493392.44828484	6.314926351834791e+29
14929227.946548343	6.272291134662369e+29
15351220.289279936	6.2394566000351765e+29
15758614.484782603	6.1978372427951976e+29
16151571.565640293	6.148674946121569e+29
16529580.443556335	6.1113075439324596e+29
16893075.421899945	6.077090774071951e+29
17242019.879352883	6.0347535850267974e+29
17576510.923673104	5.990729165266646e+29
17897165.030529276	5.953534086955036e+29
18203892.77407445	5.918781484741816e+29
18497352.017248303	5.8779092664806e+29
18777307.48989322	5.834406706318262e+29
19044417.060650606	5.8004495725788185e+29
19314088.64663306	5.7624485429911894e+29
19568201.080579687	5.71771721660544e+29
19808922.08904866	5.673720633796237e+29
20034695.52002226	5.639447265086348e+29
20246379.895628255	5.600927947331355e+29
20443275.82259996	5.551819877352635e+29
20624122.08417367	5.511893508662398e+29
20790735.028192244	5.480084224073613e+29
20942020.407066748	5.438595840309773e+29
21077563.168687217	5.393208499398434e+29
21197765.29118105	5.354833700142216e+29
21301348.111797996	5.3209877287707786e+29
21389455.24084239	5.28152097267509e+29
21462267.76228458	5.239717078016106e+29
21519123.679415945	5.204173730449139e+29
21559979.698970035	5.1729163401340165e+29
21585378.993429787	5.134897755387354e+29
21595454.402489427	5.097251401393883e+29
21590360.299448457	5.0652579266011544e+29
21570670.269836307	5.0353148192040754e+29
21536487.112108137	4.9971283382564524e+29
21488267.680992804	4.9559779719909756e+29
21426374.982716978	4.925818516149533e+29
21351354.392637484	4.895054840058984e+29
21263322.662744876	4.858339499033177e+29
21163041.78160597	4.8219403466968355e+29
21050633.634406354	4.7882453195076125e+29
20926594.69383397	4.760470589328202e+29
20792120.88965433	4.7220624253318605e+29
20646697.771798763	4.682771427966365e+29
20491914.68189344	4.649459229407163e+29
20326778.41789003	4.617533758971721e+29
20152854.2464833	4.5803595698507604e+29
19970373.724094402	4.540677079036917e+29
19779600.60644299	4.505965513366736e+29
19580971.097685628	4.4726379245955376e+29
19374967.684143376	4.4352553136857196e+29
19161884.25164916	4.391461210303194e+29
18942058.518809408	4.3511753706239834e+29
18716652.14321194	4.315162627633311e+29
18484573.92124579	4.275606173162522e+29
18247386.967179712	4.2316115319531636e+29
18006217.08743955	4.189291391638462e+29
17759827.64556008	4.150846917646769e+29
17509657.75593572	4.110506529304189e+29
17256125.704514325	4.066581994840429e+29
17000108.671711486	4.022314668167219e+29
16741558.810337825	3.9820297286227766e+29
16481744.249016851	3.944323054659273e+29
16220813.399148636	3.902853746513526e+29
15959064.880186431	3.858345457454266e+29
15697839.353872877	3.816959181285089e+29
15437359.96632844	3.780051854730684e+29
15178584.670844642	3.744882607589387e+29
14922122.07462464	3.703724648784317e+29
14668696.077020615	3.662341051239377e+29
14419243.726700788	3.6242784240570306e+29
14173906.452703856	3.589306956083e+29
13934591.816770233	3.553493955312365e+29
13701185.59760432	3.51294441286069e+29
13474281.891811525	3.472581223720276e+29
13256015.318714745	3.434565285042863e+29
13046328.325624801	3.398310775422074e+29
12846378.915865747	3.3630811114210624e+29
12656900.396621602	3.324610602790519e+29
12479377.496493967	3.284467678538169e+29
12313702.82449597	3.246754118363727e+29
12162692.051515568	3.21056340172804e+29
12025725.304113679	3.1756435295357495e+29
11904850.359832333	3.1382078549568252e+29
11800014.337720104	3.0986934800370572e+29
11712707.628042288	3.0600449241505485e+29
11642233.279676197	3.023864352980763e+29
11590500.310983129	2.988352087764327e+29
11556857.796996554	2.9531460986739905e+29
11542330.590049827	2.91510545255954e+29
11547283.977195676	2.8774900862243205e+29
11571558.116779264	2.8409925957258148e+29
11615310.667390693	2.8064093095707512e+29
11678730.98114688	2.7722825048727404e+29
11760897.518897105	2.7370136322006145e+29
11862935.864700612	2.7008338019918467e+29
11982986.45789104	2.6650774127388544e+29
12121013.806196246	2.630816073917836e+29
12275315.09697409	2.5979316156797753e+29
12447528.945537744	2.5651931349854157e+29
12635529.424998384	2.5317594583792126e+29
12837741.80999135	2.4976198462907297e+29
13053427.503150275	2.4642223628936884e+29
13282641.224545669	2.4325699016195365e+29
13775834.874881452	2.3711026717533e+29
14310635.228738101	2.308695478854823e+29
14881522.653613104	2.248489301140331e+29
15482914.1585168	2.191409765661394e+29
16112622.20279493	2.134323579701008e+29
16765472.89520937	2.0783757501723098e+29
17438163.831091855	2.0250232474774057e+29
18128174.130066164	1.972506405164765e+29
18832865.218282636	1.9206950334934483e+29
19550006.19258214	1.8705814565559233e+29
20277494.564171385	1.8222002523908e+29
21011774.824607275	1.7746620306124245e+29
21752691.089839898	1.7291664422752268e+29
22498177.925158743	1.6843069196456825e+29
23246822.74567363	1.640467511507873e+29
23997541.824130654	1.5983902429157534e+29
24749577.648921605	1.557465294620735e+29
25500632.084911153	1.5178768123234541e+29
26250853.263846494	1.4785867643994074e+29
27000225.708871398	1.4423579229831366e+29
27748641.936678633	1.4065806618510831e+29
28496112.42257442	1.3708375896164586e+29
29241595.236922354	1.3360832183999568e+29
29984424.171225965	1.3039994488137544e+29
30727655.763660204	1.2734385572702231e+29
31468498.17198145	1.2436112635400677e+29
32207965.628552206	1.2120618845808196e+29
32943610.89391993	1.1826767219683084e+29
33677210.875160076	1.1550865532091231e+29
34407176.6457232	1.1281830488484646e+29
35136509.71183678	1.1009760546386675e+29
35863836.84061146	1.073956742585802e+29
36588744.738375485	1.049025916499827e+29
37313754.11466929	1.0253448393290103e+29
38039033.75915324	1.0024499732275277e+29
38766341.221864104	9.782948722030442e+28
39494415.0428893	9.545011802201075e+28
40222859.22830449	9.31350882088129e+28
40952497.50991996	9.094192090599884e+28
41682609.77734	8.8793610124522e+28
42411812.45891291	8.65770526771109e+28
43142118.2170046	8.4309283637019e+28
43873087.35489217	8.20542738786919e+28
44605940.05566972	7.992465529196846e+28
45341033.48766986	7.79075325553878e+28
46079174.95235782	7.59900326554923e+28
