     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    2.04395E+01    3.67738E+00
    1.50000E+00    2.03281E+01    3.90024E+00
    2.50000E+00    2.02184E+01    3.88303E+00
    3.50000E+00    2.01622E+01    3.82545E+00
    4.50000E+00    2.01274E+01    3.67039E+00
    5.50000E+00    2.00786E+01    3.43929E+00
    6.50000E+00    1.99938E+01    2.95110E+00
    7.50000E+00    1.96388E+01    4.32323E-01
    8.50000E+00    1.94655E+01    2.47115E+00
    9.50000E+00    1.93820E+01    4.12631E+00
    1.05000E+01    1.92703E+01    3.71749E+00
    1.15000E+01    1.90060E+01    1.50776E+00
    1.25000E+01    1.84604E+01    2.03358E-01
    1.35000E+01    1.83477E+01    3.04276E+00
    1.45000E+01    1.81102E+01    2.08742E+00
    1.55000E+01    1.74694E+01    1.79378E-01
    1.65000E+01    1.73038E+01    2.42473E+00
    1.75000E+01    1.69927E+01    2.13689E+00
    1.85000E+01    1.64358E+01    2.74261E+00
    1.95000E+01    1.61063E+01    2.69545E+00
    2.05000E+01    1.54639E+01    2.46353E+00
    2.15000E+01    1.50260E+01    2.56406E+00
    2.25000E+01    1.44233E+01    2.83097E+00
    2.35000E+01    1.40159E+01    2.54533E+00
    2.45000E+01    1.34815E+01    3.06549E+00
    2.55000E+01    1.32552E+01    3.45785E+00
    2.65000E+01    1.31359E+01    4.02080E+00
    2.75000E+01    1.32622E+01    4.33089E+00
    2.85000E+01    1.37645E+01    4.38959E+00
    2.95000E+01    1.44903E+01    4.25648E+00
    3.05000E+01    1.53149E+01    4.12401E+00
    3.15000E+01    1.61047E+01    4.02558E+00
    3.25000E+01    1.68578E+01    3.93686E+00
    3.35000E+01    1.75728E+01    3.85471E+00
    3.45000E+01    1.83222E+01    3.78516E+00
    3.55000E+01    1.90591E+01    3.71995E+00
    3.65000E+01    1.97504E+01    3.66363E+00
    3.75000E+01    2.04209E+01    3.61267E+00
    3.85000E+01    2.11160E+01    3.55557E+00
    3.95000E+01    2.17632E+01    3.50163E+00
    4.05000E+01    2.23878E+01    3.45099E+00
    4.15000E+01    2.30161E+01    3.40286E+00
    4.25000E+01    2.35883E+01    3.35865E+00
    4.35000E+01    2.41824E+01    3.31540E+00
    4.45000E+01    2.47366E+01    3.26584E+00
    4.55000E+01    2.52808E+01    3.21777E+00
    4.65000E+01    2.58110E+01    3.17004E+00
    4.75000E+01    2.63208E+01    3.12404E+00
    4.85000E+01    2.68276E+01    3.08121E+00
    4.95000E+01    2.73071E+01    3.04330E+00
    5.05000E+01    2.77811E+01    3.00576E+00
    5.15000E+01    2.82376E+01    2.96182E+00
    5.25000E+01    2.86771E+01    2.92198E+00
    5.35000E+01    2.91226E+01    2.88629E+00
    5.45000E+01    2.95270E+01    2.85245E+00
    5.55000E+01    2.99525E+01    2.81994E+00
    5.65000E+01    3.03396E+01    2.78718E+00
    5.75000E+01    3.07324E+01    2.75791E+00
    5.85000E+01    3.11200E+01    2.72585E+00
    5.95000E+01    3.14755E+01    2.69504E+00
    6.05000E+01    3.18543E+01    2.66709E+00
    6.15000E+01    3.22076E+01    2.64146E+00
    6.25000E+01    3.25393E+01    2.61710E+00
    6.35000E+01    3.28908E+01    2.59415E+00
    6.45000E+01    3.32182E+01    2.57208E+00
    6.55000E+01    3.35273E+01    2.55080E+00
    6.65000E+01    3.38549E+01    2.53064E+00
    6.75000E+01    3.41598E+01    2.51038E+00
    6.85000E+01    3.44482E+01    2.48915E+00
    6.95000E+01    3.47509E+01    2.46905E+00
    7.05000E+01    3.50408E+01    2.44983E+00
    7.15000E+01    3.53149E+01    2.43034E+00
    7.25000E+01    3.55833E+01    2.41152E+00
    7.35000E+01    3.58608E+01    2.39427E+00
    7.45000E+01    3.61231E+01    2.37706E+00
    7.55000E+01    3.63695E+01    2.36011E+00
    7.65000E+01    3.66167E+01    2.34354E+00
    7.75000E+01    3.68645E+01    2.32784E+00
    7.85000E+01    3.70988E+01    2.31211E+00
    7.95000E+01    3.73197E+01    2.29638E+00
    8.05000E+01    3.75312E+01    2.28101E+00
    8.15000E+01    3.77515E+01    2.26614E+00
    8.25000E+01    3.79583E+01    2.25127E+00
    8.35000E+01    3.81530E+01    2.23633E+00
    8.45000E+01    3.83355E+01    2.22142E+00
    8.55000E+01    3.85085E+01    2.20659E+00
    8.65000E+01    3.86880E+01    2.19209E+00
    8.75000E+01    3.88550E+01    2.17782E+00
    8.85000E+01    3.90119E+01    2.16369E+00
    8.95000E+01    3.91582E+01    2.14974E+00
    9.05000E+01    3.92945E+01    2.13596E+00
    9.15000E+01    3.94215E+01    2.12234E+00
    9.25000E+01    3.95411E+01    2.10892E+00
    9.35000E+01    3.96581E+01    2.09563E+00
    9.45000E+01    3.97632E+01    2.08376E+00
    9.55000E+01    3.98569E+01    2.07289E+00
    9.65000E+01    3.99388E+01    2.06207E+00
    9.75000E+01    4.00071E+01    2.05128E+00
    9.85000E+01    4.00653E+01    2.04056E+00
    9.95000E+01    4.01132E+01    2.02989E+00
    1.00500E+02    4.01529E+01    2.01938E+00
    1.01500E+02    4.01827E+01    2.00898E+00
    1.02500E+02    4.02029E+01    1.99863E+00
    1.03500E+02    4.02149E+01    1.98841E+00
    1.04500E+02    4.02161E+01    1.97828E+00
    1.05500E+02    4.02093E+01    1.96827E+00
    1.06500E+02    4.01917E+01    1.95837E+00
    1.07500E+02    4.01647E+01    1.94858E+00
    1.08500E+02    4.01281E+01    1.93892E+00
    1.09500E+02    4.00804E+01    1.92934E+00
    1.10500E+02    4.00232E+01    1.91987E+00
    1.11500E+02    3.99531E+01    1.91039E+00
    1.12500E+02    3.98700E+01    1.90207E+00
    1.13500E+02    3.97661E+01    1.89496E+00
    1.14500E+02    3.96459E+01    1.88787E+00
    1.15500E+02    3.95149E+01    1.88083E+00
    1.16500E+02    3.93775E+01    1.87383E+00
    1.17500E+02    3.92311E+01    1.86687E+00
    1.18500E+02    3.90734E+01    1.85996E+00
    1.19500E+02    3.89041E+01    1.85306E+00
    1.20500E+02    3.87241E+01    1.84617E+00
    1.21500E+02    3.85327E+01    1.83933E+00
    1.22500E+02    3.83367E+01    1.83249E+00
    1.23500E+02    3.81295E+01    1.82562E+00
    1.24500E+02    3.79102E+01    1.81872E+00
    1.25500E+02    3.76800E+01    1.81182E+00
    1.26500E+02    3.74395E+01    1.80493E+00
    1.27500E+02    3.71928E+01    1.79798E+00
    1.28500E+02    3.69325E+01    1.79100E+00
    1.29500E+02    3.66592E+01    1.78397E+00
    1.30500E+02    3.63761E+01    1.77690E+00
    1.31500E+02    3.60832E+01    1.76979E+00
    1.32500E+02    3.57743E+01    1.76259E+00
    1.33500E+02    3.54503E+01    1.75539E+00
    1.34500E+02    3.51167E+01    1.74811E+00
    1.35500E+02    3.47640E+01    1.74077E+00
    1.36500E+02    3.43932E+01    1.73421E+00
    1.37500E+02    3.40133E+01    1.72820E+00
    1.38500E+02    3.36205E+01    1.72222E+00
    1.39500E+02    3.32204E+01    1.71625E+00
    1.40500E+02    3.28078E+01    1.71028E+00
    1.41500E+02    3.23825E+01    1.70428E+00
    1.42500E+02    3.19499E+01    1.69829E+00
    1.43500E+02    3.15023E+01    1.69232E+00
    1.44500E+02    3.10476E+01    1.68632E+00
    1.45500E+02    3.05761E+01    1.68034E+00
    1.46500E+02    3.00961E+01    1.67434E+00
    1.47500E+02    2.96016E+01    1.66838E+00
