     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    1.71145E+01    4.98220E+00
    1.50000E+00    1.70699E+01    5.01113E+00
    2.50000E+00    1.70343E+01    5.04364E+00
    3.50000E+00    1.69997E+01    5.05534E+00
    4.50000E+00    1.69538E+01    5.06602E+00
    5.50000E+00    1.68779E+01    5.09291E+00
    6.50000E+00    1.67545E+01    5.13361E+00
    7.50000E+00    1.66467E+01    5.07850E+00
    8.50000E+00    1.63723E+01    5.21818E+00
    9.50000E+00    1.62329E+01    5.09915E+00
    1.05000E+01    1.59894E+01    5.12249E+00
    1.15000E+01    1.57596E+01    5.02294E+00
    1.25000E+01    1.53635E+01    5.08425E+00
    1.35000E+01    1.49574E+01    5.16483E+00
    1.45000E+01    1.44419E+01    5.29766E+00
    1.55000E+01    1.41891E+01    4.98198E+00
    1.65000E+01    1.35661E+01    5.18921E+00
    1.75000E+01    1.30755E+01    5.09783E+00
    1.85000E+01    1.25202E+01    5.03132E+00
    1.95000E+01    1.19495E+01    4.95926E+00
    2.05000E+01    1.12889E+01    4.90934E+00
    2.15000E+01    1.05777E+01    4.87088E+00
    2.25000E+01    9.89694E+00    4.73398E+00
    2.35000E+01    9.13879E+00    4.62457E+00
    2.45000E+01    8.37311E+00    4.51133E+00
    2.55000E+01    7.59505E+00    4.40815E+00
    2.65000E+01    6.89275E+00    4.27579E+00
    2.75000E+01    6.17113E+00    4.20639E+00
    2.85000E+01    5.83884E+00    4.03518E+00
    2.95000E+01    6.00939E+00    3.92409E+00
    3.05000E+01    6.23171E+00    4.08857E+00
    3.15000E+01    6.42064E+00    4.08241E+00
    3.25000E+01    6.66214E+00    4.04311E+00
    3.35000E+01    6.93680E+00    4.02040E+00
    3.45000E+01    7.20887E+00    4.01471E+00
    3.55000E+01    7.46904E+00    4.00639E+00
    3.65000E+01    7.73324E+00    4.00440E+00
    3.75000E+01    7.98679E+00    3.99517E+00
    3.85000E+01    8.22815E+00    3.97689E+00
    3.95000E+01    8.45590E+00    3.95307E+00
    4.05000E+01    8.67935E+00    3.92348E+00
    4.15000E+01    8.89347E+00    3.88635E+00
    4.25000E+01    9.09988E+00    3.84511E+00
