     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    2.06542E+01    3.72492E+00
    1.50000E+00    2.04601E+01    4.13816E+00
    2.50000E+00    2.03491E+01    4.15445E+00
    3.50000E+00    2.02938E+01    4.11277E+00
    4.50000E+00    2.02588E+01    3.94403E+00
    5.50000E+00    2.02136E+01    3.69275E+00
    6.50000E+00    2.01426E+01    3.21598E+00
    7.50000E+00    2.00650E+01    1.44955E+00
    8.50000E+00    1.97958E+01    2.73069E+00
    9.50000E+00    1.94988E+01    4.33396E+00
    1.05000E+01    1.93960E+01    3.92064E+00
    1.15000E+01    1.92189E+01    2.09954E+00
    1.25000E+01    1.90754E+01    1.36287E+00
    1.35000E+01    1.85948E+01    3.15742E+00
    1.45000E+01    1.83738E+01    2.67226E+00
    1.55000E+01    1.81126E+01    1.40765E+00
    1.65000E+01    1.74936E+01    2.44047E+00
    1.75000E+01    1.72993E+01    2.75350E+00
    1.85000E+01    1.68931E+01    3.11188E+00
    1.95000E+01    1.64251E+01    3.32301E+00
    2.05000E+01    1.60783E+01    3.22882E+00
    2.15000E+01    1.56434E+01    3.55396E+00
    2.25000E+01    1.53481E+01    3.87399E+00
    2.35000E+01    1.52182E+01    4.15849E+00
    2.45000E+01    1.53055E+01    4.40812E+00
    2.55000E+01    1.57894E+01    4.46163E+00
    2.65000E+01    1.65589E+01    4.37925E+00
    2.75000E+01    1.74530E+01    4.20500E+00
    2.85000E+01    1.83809E+01    4.06712E+00
    2.95000E+01    1.93282E+01    3.95815E+00
    3.05000E+01    2.02899E+01    3.85537E+00
    3.15000E+01    2.12507E+01    3.77100E+00
    3.25000E+01    2.21995E+01    3.70109E+00
    3.35000E+01    2.31391E+01    3.63933E+00
    3.45000E+01    2.40648E+01    3.57610E+00
    3.55000E+01    2.49799E+01    3.51543E+00
    3.65000E+01    2.58699E+01    3.45985E+00
    3.75000E+01    2.67393E+01    3.41066E+00
    3.85000E+01    2.75925E+01    3.36618E+00
    3.95000E+01    2.84368E+01    3.32592E+00
    4.05000E+01    2.92715E+01    3.28078E+00
    4.15000E+01    3.00844E+01    3.23600E+00
    4.25000E+01    3.08740E+01    3.19616E+00
    4.35000E+01    3.16457E+01    3.15847E+00
    4.45000E+01    3.24083E+01    3.12259E+00
    4.55000E+01    3.31628E+01    3.08913E+00
    4.65000E+01    3.38972E+01    3.05778E+00
    4.75000E+01    3.46108E+01    3.02851E+00
    4.85000E+01    3.53255E+01    2.99449E+00
    4.95000E+01    3.60278E+01    2.96033E+00
