     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    2.16037E+01    3.45172E+00
    1.50000E+00    2.14367E+01    3.47991E+00
    2.50000E+00    2.13699E+01    3.58535E+00
    3.50000E+00    2.13224E+01    3.64021E+00
    4.50000E+00    2.12906E+01    3.59303E+00
    5.50000E+00    2.12509E+01    3.48691E+00
    6.50000E+00    2.11958E+01    3.28439E+00
    7.50000E+00    2.11415E+01    2.53216E+00
    8.50000E+00    2.09413E+01    3.00832E+00
    9.50000E+00    2.04936E+01    3.64451E+00
    1.05000E+01    2.04122E+01    3.42664E+00
    1.15000E+01    2.03366E+01    2.92461E+00
    1.25000E+01    2.01484E+01    2.49291E+00
    1.35000E+01    1.97842E+01    3.21139E+00
    1.45000E+01    1.94502E+01    3.17425E+00
    1.55000E+01    1.92962E+01    2.79485E+00
    1.65000E+01    1.90940E+01    3.21820E+00
    1.75000E+01    1.88093E+01    3.39469E+00
    1.85000E+01    1.87455E+01    3.50444E+00
    1.95000E+01    1.90917E+01    3.50220E+00
    2.05000E+01    1.98336E+01    3.34602E+00
    2.15000E+01    2.08564E+01    3.17969E+00
    2.25000E+01    2.20538E+01    3.04911E+00
    2.35000E+01    2.33152E+01    2.94600E+00
    2.45000E+01    2.46125E+01    2.86415E+00
    2.55000E+01    2.59622E+01    2.79803E+00
    2.65000E+01    2.73185E+01    2.73968E+00
    2.75000E+01    2.86994E+01    2.68429E+00
    2.85000E+01    3.00705E+01    2.63485E+00
    2.95000E+01    3.14295E+01    2.59280E+00
    3.05000E+01    3.28018E+01    2.55594E+00
    3.15000E+01    3.41542E+01    2.52148E+00
    3.25000E+01    3.54760E+01    2.48884E+00
    3.35000E+01    3.68018E+01    2.45299E+00
    3.45000E+01    3.81158E+01    2.42034E+00
    3.55000E+01    3.94038E+01    2.38988E+00
    3.65000E+01    4.06859E+01    2.36209E+00
    3.75000E+01    4.19531E+01    2.33652E+00
    3.85000E+01    4.32063E+01    2.31256E+00
    3.95000E+01    4.44446E+01    2.28914E+00
