     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    1.91522E+01    2.65245E+00
    1.50000E+00    1.90840E+01    2.66144E+00
    2.50000E+00    1.90329E+01    2.67288E+00
    3.50000E+00    1.89952E+01    2.67734E+00
    4.50000E+00    1.89530E+01    2.67793E+00
    5.50000E+00    1.88879E+01    2.68419E+00
    6.50000E+00    1.87784E+01    2.62026E+00
    7.50000E+00    1.90344E+01    1.33625E+00
    8.50000E+00    1.84328E+01    2.70941E+00
    9.50000E+00    1.83061E+01    2.69483E+00
    1.05000E+01    1.81277E+01    2.69311E+00
    1.15000E+01    1.81199E+01    1.15242E+00
    1.25000E+01    1.80016E+01    1.38909E+00
    1.35000E+01    1.72245E+01    2.69992E+00
    1.45000E+01    1.71988E+01    1.37642E+00
    1.55000E+01    1.69739E+01    1.44868E+00
    1.65000E+01    1.60988E+01    2.61246E+00
    1.75000E+01    1.57619E+01    2.31964E+00
    1.85000E+01    1.51836E+01    2.63879E+00
    1.95000E+01    1.47410E+01    2.43795E+00
    2.05000E+01    1.41273E+01    2.43118E+00
    2.15000E+01    1.35860E+01    2.57039E+00
    2.25000E+01    1.29565E+01    2.39451E+00
    2.35000E+01    1.24322E+01    2.61350E+00
    2.45000E+01    1.18095E+01    2.45494E+00
    2.55000E+01    1.13045E+01    2.55892E+00
    2.65000E+01    1.10288E+01    2.09145E+00
    2.75000E+01    1.06957E+01    2.41015E+00
    2.85000E+01    1.06271E+01    3.65359E+00
    2.95000E+01    1.08053E+01    4.10919E+00
    3.05000E+01    1.11978E+01    4.25899E+00
    3.15000E+01    1.17174E+01    4.27128E+00
    3.25000E+01    1.22675E+01    4.17301E+00
    3.35000E+01    1.27905E+01    4.09903E+00
    3.45000E+01    1.32880E+01    4.02946E+00
    3.55000E+01    1.37807E+01    3.95917E+00
    3.65000E+01    1.42538E+01    3.88685E+00
    3.75000E+01    1.47074E+01    3.81385E+00
    3.85000E+01    1.51593E+01    3.74355E+00
    3.95000E+01    1.55755E+01    3.67560E+00
    4.05000E+01    1.60026E+01    3.60821E+00
