     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    1.83387E+01    3.24800E+00
    1.50000E+00    1.82994E+01    3.24970E+00
    2.50000E+00    1.82728E+01    3.25297E+00
    3.50000E+00    1.82480E+01    3.25212E+00
    4.50000E+00    1.82148E+01    3.24862E+00
    5.50000E+00    1.81612E+01    3.24724E+00
    6.50000E+00    1.80736E+01    3.24729E+00
    7.50000E+00    1.81336E+01    3.08277E+00
    8.50000E+00    1.77296E+01    3.27382E+00
    9.50000E+00    1.74793E+01    3.29127E+00
    1.05000E+01    1.73156E+01    3.27140E+00
    1.15000E+01    1.72153E+01    3.13055E+00
    1.25000E+01    1.69745E+01    3.08053E+00
    1.35000E+01    1.63650E+01    3.27798E+00
    1.45000E+01    1.62062E+01    3.11643E+00
    1.55000E+01    1.58715E+01    3.07198E+00
    1.65000E+01    1.51953E+01    3.25747E+00
    1.75000E+01    1.47842E+01    3.19729E+00
    1.85000E+01    1.42191E+01    3.23728E+00
    1.95000E+01    1.37056E+01    3.20127E+00
    2.05000E+01    1.31055E+01    3.21971E+00
    2.15000E+01    1.24765E+01    3.18460E+00
    2.25000E+01    1.18265E+01    3.19473E+00
    2.35000E+01    1.12323E+01    3.13560E+00
    2.45000E+01    1.04753E+01    3.15452E+00
    2.55000E+01    9.91008E+00    3.12741E+00
    2.65000E+01    9.39871E+00    3.08224E+00
    2.75000E+01    8.96619E+00    2.91204E+00
    2.85000E+01    8.72276E+00    3.12626E+00
    2.95000E+01    8.63504E+00    3.93323E+00
    3.05000E+01    8.71644E+00    4.13753E+00
    3.15000E+01    8.95059E+00    4.19994E+00
    3.25000E+01    9.24337E+00    4.22465E+00
    3.35000E+01    9.56097E+00    4.22498E+00
    3.45000E+01    9.91690E+00    4.19831E+00
    3.55000E+01    1.02389E+01    4.15130E+00
    3.65000E+01    1.05395E+01    4.10681E+00
    3.75000E+01    1.08638E+01    4.03994E+00
    3.85000E+01    1.11612E+01    3.97295E+00
    3.95000E+01    1.14346E+01    3.90780E+00
    4.05000E+01    1.17140E+01    3.83631E+00
    4.15000E+01    1.19796E+01    3.76511E+00
    4.25000E+01    1.22257E+01    3.69624E+00
    4.35000E+01    1.24533E+01    3.62264E+00
    4.45000E+01    1.26831E+01    3.55360E+00
    4.55000E+01    1.28963E+01    3.49114E+00
    4.65000E+01    1.30887E+01    3.43085E+00
    4.75000E+01    1.32605E+01    3.37334E+00
    4.85000E+01    1.34139E+01    3.31979E+00
    4.95000E+01    1.35521E+01    3.26735E+00
    5.05000E+01    1.36772E+01    3.21610E+00
    5.15000E+01    1.37822E+01    3.16643E+00
    5.25000E+01    1.38720E+01    3.11833E+00
    5.35000E+01    1.39459E+01    3.07257E+00
    5.45000E+01    1.40002E+01    3.02905E+00
    5.55000E+01    1.40332E+01    2.98788E+00
    5.65000E+01    1.40463E+01    2.94856E+00
    5.75000E+01    1.40443E+01    2.91170E+00
    5.85000E+01    1.40234E+01    2.87689E+00
    5.95000E+01    1.39837E+01    2.84365E+00
    6.05000E+01    1.39243E+01    2.81160E+00
    6.15000E+01    1.38463E+01    2.78042E+00
    6.25000E+01    1.37499E+01    2.75035E+00
    6.35000E+01    1.36320E+01    2.72091E+00
    6.45000E+01    1.34933E+01    2.69243E+00
    6.55000E+01    1.33409E+01    2.66489E+00
    6.65000E+01    1.31680E+01    2.63828E+00
    6.75000E+01    1.29748E+01    2.61276E+00
    6.85000E+01    1.27583E+01    2.58796E+00
    6.95000E+01    1.25186E+01    2.56415E+00
    7.05000E+01    1.22664E+01    2.54095E+00
    7.15000E+01    1.19900E+01    2.51829E+00
    7.25000E+01    1.16880E+01    2.49596E+00
    7.35000E+01    1.13611E+01    2.47364E+00
    7.45000E+01    1.10109E+01    2.45211E+00
    7.55000E+01    1.06324E+01    2.43153E+00
    7.65000E+01    1.02273E+01    2.41150E+00
