     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    1.85141E+01    3.04836E+00
    1.50000E+00    1.84256E+01    3.10374E+00
    2.50000E+00    1.83541E+01    3.16002E+00
    3.50000E+00    1.83112E+01    3.18125E+00
    4.50000E+00    1.82740E+01    3.18411E+00
    5.50000E+00    1.82181E+01    3.18791E+00
    6.50000E+00    1.81398E+01    3.18284E+00
    7.50000E+00    1.79553E+01    3.24285E+00
    8.50000E+00    1.76986E+01    3.29871E+00
    9.50000E+00    1.76204E+01    3.17881E+00
    1.05000E+01    1.74413E+01    3.13069E+00
    1.15000E+01    1.72046E+01    3.14045E+00
    1.25000E+01    1.67933E+01    3.21674E+00
    1.35000E+01    1.65211E+01    3.11702E+00
    1.45000E+01    1.58186E+01    3.44495E+00
    1.55000E+01    1.57621E+01    3.14329E+00
    1.65000E+01    1.53865E+01    3.09098E+00
    1.75000E+01    1.48606E+01    3.14808E+00
    1.85000E+01    1.45170E+01    3.00246E+00
    1.95000E+01    1.39760E+01    3.04258E+00
    2.05000E+01    1.33989E+01    3.01587E+00
    2.15000E+01    1.27623E+01    3.03511E+00
    2.25000E+01    1.22615E+01    2.95450E+00
    2.35000E+01    1.16573E+01    2.92014E+00
    2.45000E+01    1.11591E+01    2.86670E+00
    2.55000E+01    1.06083E+01    2.83598E+00
    2.65000E+01    1.01788E+01    2.68136E+00
    2.75000E+01    9.50248E+00    2.62215E+00
    2.85000E+01    9.39572E+00    3.24088E+00
    2.95000E+01    9.61682E+00    3.96650E+00
    3.05000E+01    9.94657E+00    4.19739E+00
    3.15000E+01    1.03781E+01    4.28853E+00
    3.25000E+01    1.08950E+01    4.27360E+00
    3.35000E+01    1.13916E+01    4.20510E+00
    3.45000E+01    1.18934E+01    4.12805E+00
    3.55000E+01    1.23661E+01    4.05614E+00
    3.65000E+01    1.28422E+01    3.98107E+00
    3.75000E+01    1.32941E+01    3.90891E+00
    3.85000E+01    1.37406E+01    3.83082E+00
    3.95000E+01    1.41758E+01    3.75246E+00
    4.05000E+01    1.45801E+01    3.67941E+00
    4.15000E+01    1.49902E+01    3.60952E+00
