70	173	4.007000E-02
70	174	7.907000E-02
70	176	3.170000E-02
71	175	3.480000E-02
71	176	9.230000E-04
72	174	2.750000E-04
72	176	8.920100E-03
72	177	3.159680E-02
72	178	4.635600E-02
72	179	2.314500E-02
72	180	5.960800E-02
73	180	2.580000E-06
73	181	2.098700E-02
74	180	1.530000E-04
74	182	3.384000E-02
74	183	1.828000E-02
74	184	3.913000E-02
74	186	3.630000E-02
75	185	1.965000E-02
75	187	3.289000E-02
76	184	1.330000E-04
76	186	1.072800E-02
76	187	1.108000E-02
76	188	8.952400E-02
76	189	1.091500E-01
76	190	1.775000E-01
76	192	2.756800E-01
77	191	2.403000E-01
77	193	4.045000E-01
78	190	1.850000E-04
78	192	1.062000E-02
78	194	4.473600E-01
78	195	4.590900E-01
78	196	3.425300E-01
78	198	9.721000E-02
79	197	1.955000E-01
80	196	6.300000E-04
80	198	4.110000E-02
80	199	6.970000E-02
80	200	9.530000E-02
80	201	5.440000E-02
80	202	1.233000E-01
80	204	2.830000E-02
81	203	5.450000E-02
81	205	1.300000E-01
82	204	6.457300E-02
82	206	6.103900E-01
82	207	6.708200E-01
82	208	1.912220E+00
83	209	1.388000E-01
90	232	3.512000E-02
92	235	6.700000E-05
92	238	9.238000E-03
