     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    1.99477E+01    3.02790E+00
    1.50000E+00    1.98022E+01    2.95233E+00
    2.50000E+00    1.96737E+01    2.75250E+00
    3.50000E+00    1.95975E+01    2.59225E+00
    4.50000E+00    1.95326E+01    2.43214E+00
    5.50000E+00    1.94813E+01    2.36302E+00
    6.50000E+00    1.94304E+01    2.12495E+00
    7.50000E+00    1.96774E+01    5.24331E-01
    8.50000E+00    1.92186E+01    2.51829E+00
    9.50000E+00    1.90572E+01    3.54876E+00
    1.05000E+01    1.88381E+01    3.01903E+00
    1.15000E+01    1.87569E+01    8.15156E-01
    1.25000E+01    1.87426E+01    6.33057E-01
    1.35000E+01    1.80452E+01    2.86213E+00
    1.45000E+01    1.79401E+01    1.71002E+00
    1.55000E+01    1.77699E+01    6.76588E-01
    1.65000E+01    1.69449E+01    2.39498E+00
    1.75000E+01    1.66391E+01    1.42611E+00
    1.85000E+01    1.61286E+01    2.65185E+00
    1.95000E+01    1.57215E+01    1.93798E+00
    2.05000E+01    1.51579E+01    2.35623E+00
    2.15000E+01    1.47389E+01    2.01622E+00
    2.25000E+01    1.42061E+01    2.60837E+00
    2.35000E+01    1.38635E+01    2.17107E+00
    2.45000E+01    1.34116E+01    2.97908E+00
    2.55000E+01    1.32390E+01    3.42333E+00
    2.65000E+01    1.33370E+01    4.18202E+00
    2.75000E+01    1.37444E+01    4.42577E+00
    2.85000E+01    1.44300E+01    4.41200E+00
    2.95000E+01    1.52359E+01    4.24926E+00
    3.05000E+01    1.60292E+01    4.12180E+00
    3.15000E+01    1.67985E+01    4.02479E+00
    3.25000E+01    1.75370E+01    3.93761E+00
    3.35000E+01    1.83004E+01    3.85229E+00
    3.45000E+01    1.90421E+01    3.78027E+00
    3.55000E+01    1.97520E+01    3.71441E+00
    3.65000E+01    2.04348E+01    3.65879E+00
    3.75000E+01    2.11315E+01    3.60584E+00
    3.85000E+01    2.17925E+01    3.54852E+00
    3.95000E+01    2.24279E+01    3.49509E+00
    4.05000E+01    2.30780E+01    3.44499E+00
    4.15000E+01    2.36796E+01    3.39812E+00
    4.25000E+01    2.42799E+01    3.35439E+00
    4.35000E+01    2.48673E+01    3.31324E+00
    4.45000E+01    2.54202E+01    3.26471E+00
    4.55000E+01    2.59854E+01    3.21818E+00
    4.65000E+01    2.65012E+01    3.17218E+00
    4.75000E+01    2.70479E+01    3.12797E+00
    4.85000E+01    2.75444E+01    3.08655E+00
    4.95000E+01    2.80579E+01    3.04925E+00
    5.05000E+01    2.85276E+01    3.01411E+00
    5.15000E+01    2.90154E+01    2.97131E+00
    5.25000E+01    2.94615E+01    2.93185E+00
    5.35000E+01    2.99260E+01    2.89685E+00
    5.45000E+01    3.03575E+01    2.86381E+00
    5.55000E+01    3.07884E+01    2.83171E+00
    5.65000E+01    3.12059E+01    2.80064E+00
    5.75000E+01    3.16071E+01    2.77230E+00
    5.85000E+01    3.20160E+01    2.74343E+00
    5.95000E+01    3.23966E+01    2.71315E+00
    6.05000E+01    3.27830E+01    2.68578E+00
    6.15000E+01    3.31565E+01    2.65939E+00
    6.25000E+01    3.35068E+01    2.63484E+00
    6.35000E+01    3.38727E+01    2.61250E+00
    6.45000E+01    3.42180E+01    2.59058E+00
    6.55000E+01    3.45480E+01    2.56919E+00
    6.65000E+01    3.48865E+01    2.54961E+00
    6.75000E+01    3.52053E+01    2.53051E+00
    6.85000E+01    3.55095E+01    2.51196E+00
    6.95000E+01    3.58251E+01    2.49241E+00
    7.05000E+01    3.61222E+01    2.47332E+00
    7.15000E+01    3.64048E+01    2.45435E+00
    7.25000E+01    3.66877E+01    2.43637E+00
    7.35000E+01    3.69654E+01    2.41903E+00
    7.45000E+01    3.72303E+01    2.40174E+00
    7.55000E+01    3.74800E+01    2.38484E+00
    7.65000E+01    3.77367E+01    2.36797E+00
    7.75000E+01    3.79812E+01    2.35140E+00
    7.85000E+01    3.82132E+01    2.33503E+00
    7.95000E+01    3.84324E+01    2.31878E+00
    8.05000E+01    3.86503E+01    2.30280E+00
    8.15000E+01    3.88626E+01    2.28686E+00
    8.25000E+01    3.90611E+01    2.27107E+00
    8.35000E+01    3.92464E+01    2.25525E+00
    8.45000E+01    3.94172E+01    2.23953E+00
    8.55000E+01    3.95818E+01    2.22392E+00
    8.65000E+01    3.97430E+01    2.20834E+00
    8.75000E+01    3.98925E+01    2.19309E+00
    8.85000E+01    4.00327E+01    2.17811E+00
    8.95000E+01    4.01627E+01    2.16336E+00
    9.05000E+01    4.02829E+01    2.14883E+00
    9.15000E+01    4.03941E+01    2.13451E+00
    9.25000E+01    4.04945E+01    2.12037E+00
    9.35000E+01    4.05916E+01    2.10633E+00
    9.45000E+01    4.06780E+01    2.09247E+00
    9.55000E+01    4.07512E+01    2.08061E+00
    9.65000E+01    4.08095E+01    2.06920E+00
    9.75000E+01    4.08467E+01    2.05773E+00
    9.85000E+01    4.08703E+01    2.04632E+00
    9.95000E+01    4.08830E+01    2.03501E+00
    1.00500E+02    4.08882E+01    2.02389E+00
    1.01500E+02    4.08836E+01    2.01292E+00
    1.02500E+02    4.08690E+01    2.00205E+00
    1.03500E+02    4.08467E+01    1.99137E+00
    1.04500E+02    4.08133E+01    1.98081E+00
    1.05500E+02    4.07722E+01    1.97043E+00
    1.06500E+02    4.07200E+01    1.96018E+00
    1.07500E+02    4.06582E+01    1.95009E+00
    1.08500E+02    4.05864E+01    1.94019E+00
