     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    2.14754E+01    3.55269E+00
    1.50000E+00    2.13859E+01    3.51951E+00
    2.50000E+00    2.13230E+01    3.63288E+00
    3.50000E+00    2.12800E+01    3.68783E+00
    4.50000E+00    2.12396E+01    3.64808E+00
    5.50000E+00    2.11934E+01    3.54382E+00
    6.50000E+00    2.11834E+01    3.29448E+00
    7.50000E+00    2.12501E+01    2.53968E+00
    8.50000E+00    2.11184E+01    2.86546E+00
    9.50000E+00    2.05983E+01    3.53217E+00
    1.05000E+01    2.04282E+01    3.41500E+00
    1.15000E+01    2.04149E+01    2.92868E+00
    1.25000E+01    2.03347E+01    2.55005E+00
    1.35000E+01    2.01184E+01    3.00891E+00
    1.45000E+01    1.98166E+01    3.04396E+00
    1.55000E+01    1.96298E+01    2.91359E+00
    1.65000E+01    1.95357E+01    3.13794E+00
    1.75000E+01    1.98996E+01    3.09785E+00
    1.85000E+01    2.06800E+01    2.92920E+00
    1.95000E+01    2.17954E+01    2.79852E+00
    2.05000E+01    2.30967E+01    2.68497E+00
    2.15000E+01    2.44903E+01    2.59338E+00
    2.25000E+01    2.59973E+01    2.52592E+00
    2.35000E+01    2.74581E+01    2.47066E+00
    2.45000E+01    2.89448E+01    2.41676E+00
    2.55000E+01    3.04234E+01    2.36909E+00
    2.65000E+01    3.19479E+01    2.32919E+00
    2.75000E+01    3.34543E+01    2.29589E+00
    2.85000E+01    3.49728E+01    2.25550E+00
    2.95000E+01    3.64649E+01    2.21967E+00
    3.05000E+01    3.79816E+01    2.18771E+00
    3.15000E+01    3.94613E+01    2.15899E+00
    3.25000E+01    4.09495E+01    2.13287E+00
    3.35000E+01    4.24014E+01    2.10880E+00
    3.45000E+01    4.38659E+01    2.08273E+00
    3.55000E+01    4.53099E+01    2.05721E+00
    3.65000E+01    4.67400E+01    2.03229E+00
    3.75000E+01    4.81555E+01    2.00820E+00
    3.85000E+01    4.95548E+01    1.98584E+00
    3.95000E+01    5.09650E+01    1.96510E+00
    4.05000E+01    5.23433E+01    1.94599E+00
    4.15000E+01    5.37162E+01    1.92787E+00
    4.25000E+01    5.50789E+01    1.90961E+00
    4.35000E+01    5.64232E+01    1.89126E+00
    4.45000E+01    5.77698E+01    1.87154E+00
    4.55000E+01    5.90929E+01    1.85286E+00
    4.65000E+01    6.04019E+01    1.83521E+00
    4.75000E+01    6.17080E+01    1.81878E+00
    4.85000E+01    6.30059E+01    1.80312E+00
    4.95000E+01    6.42774E+01    1.78831E+00
    5.05000E+01    6.55345E+01    1.77422E+00
    5.15000E+01    6.68037E+01    1.76085E+00
    5.25000E+01    6.80496E+01    1.74823E+00
    5.35000E+01    6.92801E+01    1.73466E+00
    5.45000E+01    7.04893E+01    1.72085E+00
    5.55000E+01    7.16989E+01    1.70674E+00
    5.65000E+01    7.28993E+01    1.69342E+00
    5.75000E+01    7.40793E+01    1.68076E+00
    5.85000E+01    7.52485E+01    1.66875E+00
    5.95000E+01    7.63997E+01    1.65724E+00
    6.05000E+01    7.75403E+01    1.64622E+00
    6.15000E+01    7.86757E+01    1.63557E+00
    6.25000E+01    7.97896E+01    1.62540E+00
    6.35000E+01    8.08942E+01    1.61575E+00
    6.45000E+01    8.19853E+01    1.60647E+00
    6.55000E+01    8.30643E+01    1.59773E+00
    6.65000E+01    8.41275E+01    1.58899E+00
    6.75000E+01    8.51723E+01    1.57943E+00
    6.85000E+01    8.62120E+01    1.57022E+00
    6.95000E+01    8.72371E+01    1.56050E+00
    7.05000E+01    8.82450E+01    1.55135E+00
    7.15000E+01    8.92400E+01    1.54250E+00
    7.25000E+01    9.02212E+01    1.53403E+00
    7.35000E+01    9.11917E+01    1.52591E+00
    7.45000E+01    9.21464E+01    1.51801E+00
    7.55000E+01    9.30849E+01    1.51056E+00
    7.65000E+01    9.40119E+01    1.50320E+00
    7.75000E+01    9.49240E+01    1.49609E+00
    7.85000E+01    9.58209E+01    1.48922E+00
    7.95000E+01    9.67014E+01    1.48253E+00
    8.05000E+01    9.75678E+01    1.47613E+00
    8.15000E+01    9.84267E+01    1.46986E+00
    8.25000E+01    9.92727E+01    1.46393E+00
    8.35000E+01    1.00102E+02    1.45819E+00
    8.45000E+01    1.00914E+02    1.45263E+00
    8.55000E+01    1.01712E+02    1.44690E+00
    8.65000E+01    1.02497E+02    1.44134E+00
    8.75000E+01    1.03270E+02    1.43532E+00
    8.85000E+01    1.04031E+02    1.42946E+00
    8.95000E+01    1.04772E+02    1.42375E+00
    9.05000E+01    1.05500E+02    1.41832E+00
    9.15000E+01    1.06220E+02    1.41298E+00
    9.25000E+01    1.06922E+02    1.40780E+00
    9.35000E+01    1.07608E+02    1.40272E+00
    9.45000E+01    1.08288E+02    1.39786E+00
    9.55000E+01    1.08950E+02    1.39299E+00
    9.65000E+01    1.09594E+02    1.38832E+00
    9.75000E+01    1.10228E+02    1.38387E+00
    9.85000E+01    1.10851E+02    1.37927E+00
    9.95000E+01    1.11456E+02    1.37503E+00
    1.00500E+02    1.12052E+02    1.37073E+00
    1.01500E+02    1.12628E+02    1.36658E+00
    1.02500E+02    1.13195E+02    1.36263E+00
    1.03500E+02    1.13749E+02    1.35855E+00
    1.04500E+02    1.14286E+02    1.35482E+00
    1.05500E+02    1.14809E+02    1.35097E+00
    1.06500E+02    1.15322E+02    1.34734E+00
    1.07500E+02    1.15822E+02    1.34369E+00
    1.08500E+02    1.16303E+02    1.34020E+00
    1.09500E+02    1.16775E+02    1.33675E+00
    1.10500E+02    1.17231E+02    1.33339E+00
    1.11500E+02    1.17674E+02    1.33009E+00
    1.12500E+02    1.18107E+02    1.32684E+00
    1.13500E+02    1.18518E+02    1.32368E+00
    1.14500E+02    1.18926E+02    1.32075E+00
    1.15500E+02    1.19313E+02    1.31779E+00
    1.16500E+02    1.19692E+02    1.31504E+00
    1.17500E+02    1.20054E+02    1.31251E+00
    1.18500E+02    1.20404E+02    1.31007E+00
    1.19500E+02    1.20746E+02    1.30762E+00
    1.20500E+02    1.21071E+02    1.30520E+00
    1.21500E+02    1.21387E+02    1.30286E+00
    1.22500E+02    1.21686E+02    1.30052E+00
    1.23500E+02    1.21983E+02    1.29820E+00
    1.24500E+02    1.22260E+02    1.29595E+00
    1.25500E+02    1.22524E+02    1.29373E+00
    1.26500E+02    1.22787E+02    1.29151E+00
    1.27500E+02    1.23027E+02    1.28934E+00
    1.28500E+02    1.23262E+02    1.28722E+00
    1.29500E+02    1.23476E+02    1.28514E+00
    1.30500E+02    1.23687E+02    1.28305E+00
    1.31500E+02    1.23888E+02    1.28100E+00
    1.32500E+02    1.24069E+02    1.27899E+00
    1.33500E+02    1.24247E+02    1.27700E+00
    1.34500E+02    1.24401E+02    1.27508E+00
    1.35500E+02    1.24552E+02    1.27316E+00
    1.36500E+02    1.24694E+02    1.27124E+00
    1.37500E+02    1.24819E+02    1.26935E+00
    1.38500E+02    1.24937E+02    1.26748E+00
    1.39500E+02    1.25035E+02    1.26565E+00
    1.40500E+02    1.25130E+02    1.26384E+00
    1.41500E+02    1.25206E+02    1.26207E+00
    1.42500E+02    1.25274E+02    1.26033E+00
    1.43500E+02    1.25331E+02    1.25860E+00
    1.44500E+02    1.25371E+02    1.25689E+00
    1.45500E+02    1.25409E+02    1.25517E+00
    1.46500E+02    1.25425E+02    1.25351E+00
    1.47500E+02    1.25436E+02    1.25185E+00
    1.48500E+02    1.25434E+02    1.25021E+00
    1.49500E+02    1.25418E+02    1.24861E+00
    1.50500E+02    1.25398E+02    1.24700E+00
    1.51500E+02    1.25356E+02    1.24544E+00
    1.52500E+02    1.25311E+02    1.24390E+00
    1.53500E+02    1.25247E+02    1.24238E+00
    1.54500E+02    1.25173E+02    1.24089E+00
    1.55500E+02    1.25093E+02    1.23940E+00
    1.56500E+02    1.24990E+02    1.23797E+00
    1.57500E+02    1.24888E+02    1.23651E+00
    1.58500E+02    1.24763E+02    1.23511E+00
    1.59500E+02    1.24631E+02    1.23372E+00
    1.60500E+02    1.24487E+02    1.23235E+00
    1.61500E+02    1.24331E+02    1.23097E+00
    1.62500E+02    1.24167E+02    1.22960E+00
    1.63500E+02    1.23983E+02    1.22828E+00
    1.64500E+02    1.23795E+02    1.22696E+00
    1.65500E+02    1.23589E+02    1.22568E+00
    1.66500E+02    1.23372E+02    1.22439E+00
    1.67500E+02    1.23147E+02    1.22309E+00
