     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    2.14417E+01    3.55975E+00
    1.50000E+00    2.13423E+01    3.55347E+00
    2.50000E+00    2.12371E+01    3.72003E+00
    3.50000E+00    2.11620E+01    3.82018E+00
    4.50000E+00    2.11201E+01    3.77702E+00
    5.50000E+00    2.10646E+01    3.67142E+00
    6.50000E+00    2.09546E+01    3.48121E+00
    7.50000E+00    2.06779E+01    2.50004E+00
    8.50000E+00    2.04526E+01    3.32164E+00
    9.50000E+00    2.03601E+01    3.73738E+00
    1.05000E+01    2.02478E+01    3.54593E+00
    1.15000E+01    2.00244E+01    2.90837E+00
    1.25000E+01    1.94783E+01    2.24640E+00
    1.35000E+01    1.93438E+01    3.34454E+00
    1.45000E+01    1.91119E+01    3.09517E+00
    1.55000E+01    1.84963E+01    2.22594E+00
    1.65000E+01    1.83364E+01    3.17451E+00
    1.75000E+01    1.80736E+01    3.33236E+00
    1.85000E+01    1.75095E+01    3.65183E+00
    1.95000E+01    1.72950E+01    3.72120E+00
    2.05000E+01    1.68903E+01    3.82841E+00
    2.15000E+01    1.64261E+01    4.01909E+00
    2.25000E+01    1.61955E+01    4.16581E+00
    2.35000E+01    1.60430E+01    4.31243E+00
    2.45000E+01    1.61827E+01    4.37987E+00
    2.55000E+01    1.67225E+01    4.34395E+00
    2.65000E+01    1.76164E+01    4.17406E+00
    2.75000E+01    1.86127E+01    4.02083E+00
    2.85000E+01    1.96392E+01    3.88956E+00
    2.95000E+01    2.06896E+01    3.78017E+00
    3.05000E+01    2.17621E+01    3.69242E+00
    3.15000E+01    2.28355E+01    3.61456E+00
    3.25000E+01    2.38981E+01    3.53877E+00
    3.35000E+01    2.49521E+01    3.47086E+00
    3.45000E+01    2.59986E+01    3.40764E+00
    3.55000E+01    2.70354E+01    3.35392E+00
    3.65000E+01    2.80515E+01    3.29836E+00
    3.75000E+01    2.90495E+01    3.24635E+00
    3.85000E+01    3.00342E+01    3.19495E+00
    3.95000E+01    3.10053E+01    3.14877E+00
    4.05000E+01    3.19537E+01    3.10704E+00
    4.15000E+01    3.28865E+01    3.06839E+00
    4.25000E+01    3.37998E+01    3.03035E+00
    4.35000E+01    3.47015E+01    2.99388E+00
    4.45000E+01    3.55880E+01    2.95319E+00
    4.55000E+01    3.64587E+01    2.91588E+00
    4.65000E+01    3.73297E+01    2.88118E+00
    4.75000E+01    3.81865E+01    2.84788E+00
    4.85000E+01    3.90314E+01    2.81727E+00
    4.95000E+01    3.98585E+01    2.78865E+00
    5.05000E+01    4.06723E+01    2.76053E+00
    5.15000E+01    4.14821E+01    2.73136E+00
    5.25000E+01    4.22961E+01    2.69951E+00
    5.35000E+01    4.30944E+01    2.67077E+00
    5.45000E+01    4.38762E+01    2.64277E+00
    5.55000E+01    4.46455E+01    2.61697E+00
    5.65000E+01    4.54137E+01    2.59180E+00
    5.75000E+01    4.61814E+01    2.56794E+00
    5.85000E+01    4.69353E+01    2.54551E+00
    5.95000E+01    4.76761E+01    2.52371E+00
    6.05000E+01    4.84116E+01    2.50183E+00
    6.15000E+01    4.91509E+01    2.47672E+00
    6.25000E+01    4.98726E+01    2.45365E+00
    6.35000E+01    5.05793E+01    2.43082E+00
    6.45000E+01    5.12922E+01    2.40980E+00
    6.55000E+01    5.19950E+01    2.38860E+00
    6.65000E+01    5.26814E+01    2.36955E+00
    6.75000E+01    5.33604E+01    2.35034E+00
    6.85000E+01    5.40425E+01    2.33242E+00
    6.95000E+01    5.47103E+01    2.31491E+00
    7.05000E+01    5.53685E+01    2.29899E+00
    7.15000E+01    5.60275E+01    2.28005E+00
    7.25000E+01    5.66684E+01    2.26130E+00
    7.35000E+01    5.73092E+01    2.24219E+00
    7.45000E+01    5.79444E+01    2.22463E+00
    7.55000E+01    5.85587E+01    2.20725E+00
    7.65000E+01    5.91813E+01    2.19089E+00
    7.75000E+01    5.97879E+01    2.17477E+00
    7.85000E+01    6.03845E+01    2.15951E+00
    7.95000E+01    6.09810E+01    2.14479E+00
    8.05000E+01    6.15573E+01    2.13044E+00
    8.15000E+01    6.21432E+01    2.11678E+00
    8.25000E+01    6.27127E+01    2.10344E+00
    8.35000E+01    6.32762E+01    2.09095E+00
    8.45000E+01    6.38320E+01    2.07571E+00
    8.55000E+01    6.43764E+01    2.06058E+00
    8.65000E+01    6.49226E+01    2.04617E+00
    8.75000E+01    6.54488E+01    2.03189E+00
    8.85000E+01    6.59790E+01    2.01842E+00
    8.95000E+01    6.64885E+01    2.00519E+00
    9.05000E+01    6.70048E+01    1.99240E+00
    9.15000E+01    6.74981E+01    1.98022E+00
    9.25000E+01    6.79971E+01    1.96786E+00
    9.35000E+01    6.84757E+01    1.95644E+00
    9.45000E+01    6.89601E+01    1.94496E+00
    9.55000E+01    6.94242E+01    1.93383E+00
    9.65000E+01    6.98890E+01    1.92325E+00
    9.75000E+01    7.03387E+01    1.91296E+00
    9.85000E+01    7.07857E+01    1.90233E+00
    9.95000E+01    7.12238E+01    1.89037E+00
