     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    2.02392E+01    3.41280E+00
    1.50000E+00    2.00037E+01    3.31557E+00
    2.50000E+00    1.97631E+01    2.93815E+00
    3.50000E+00    1.96255E+01    2.65337E+00
    4.50000E+00    1.95001E+01    2.36449E+00
    5.50000E+00    1.94513E+01    2.37924E+00
    6.50000E+00    1.92689E+01    2.24766E+00
    7.50000E+00    1.90382E+01    1.32603E+00
    8.50000E+00    1.97226E+01    2.66484E+00
    9.50000E+00    1.94554E+01    4.25679E+00
    1.05000E+01    1.90641E+01    3.38422E+00
    1.15000E+01    1.83035E+01    6.44461E-01
    1.25000E+01    1.80141E+01    1.35680E+00
    1.35000E+01    1.87980E+01    3.20817E+00
    1.45000E+01    1.74567E+01    8.26167E-01
    1.55000E+01    1.70864E+01    1.16049E+00
    1.65000E+01    1.76790E+01    2.59799E+00
    1.75000E+01    1.63874E+01    1.32527E+00
    1.85000E+01    1.70642E+01    3.26430E+00
    1.95000E+01    1.67554E+01    3.55104E+00
    2.05000E+01    1.64384E+01    3.69748E+00
    2.15000E+01    1.63956E+01    4.00098E+00
    2.25000E+01    1.65461E+01    4.21137E+00
    2.35000E+01    1.71798E+01    4.17776E+00
    2.45000E+01    1.80041E+01    4.05238E+00
    2.55000E+01    1.89238E+01    3.89204E+00
    2.65000E+01    1.99164E+01    3.74927E+00
    2.75000E+01    2.09614E+01    3.63536E+00
    2.85000E+01    2.20333E+01    3.54658E+00
    2.95000E+01    2.31133E+01    3.46218E+00
    3.05000E+01    2.42011E+01    3.39562E+00
    3.15000E+01    2.52796E+01    3.33994E+00
    3.25000E+01    2.63425E+01    3.27965E+00
    3.35000E+01    2.73881E+01    3.22604E+00
    3.45000E+01    2.84276E+01    3.17516E+00
    3.55000E+01    2.94504E+01    3.13134E+00
    3.65000E+01    3.04539E+01    3.09138E+00
    3.75000E+01    3.14385E+01    3.05556E+00
    3.85000E+01    3.24099E+01    3.02211E+00
    3.95000E+01    3.33695E+01    2.98116E+00
    4.05000E+01    3.43076E+01    2.94496E+00
    4.15000E+01    3.52325E+01    2.90944E+00
    4.25000E+01    3.61400E+01    2.87672E+00
    4.35000E+01    3.70365E+01    2.84611E+00
    4.45000E+01    3.79196E+01    2.81732E+00
    4.55000E+01    3.87830E+01    2.79006E+00
    4.65000E+01    3.96358E+01    2.76328E+00
    4.75000E+01    4.04780E+01    2.73638E+00
    4.85000E+01    4.13224E+01    2.70555E+00
    4.95000E+01    4.21495E+01    2.67725E+00
    5.05000E+01    4.29634E+01    2.65101E+00
    5.15000E+01    4.37700E+01    2.62510E+00
    5.25000E+01    4.45620E+01    2.60113E+00
    5.35000E+01    4.53522E+01    2.57802E+00
    5.45000E+01    4.61328E+01    2.55581E+00
    5.55000E+01    4.69016E+01    2.53561E+00
    5.65000E+01    4.76599E+01    2.51425E+00
    5.75000E+01    4.84108E+01    2.49168E+00
    5.85000E+01    4.91606E+01    2.46849E+00
    5.95000E+01    4.98965E+01    2.44604E+00
    6.05000E+01    5.06169E+01    2.42557E+00
    6.15000E+01    5.13373E+01    2.40463E+00
    6.25000E+01    5.20489E+01    2.38558E+00
    6.35000E+01    5.27453E+01    2.36669E+00
    6.45000E+01    5.34341E+01    2.34903E+00
    6.55000E+01    5.41235E+01    2.33173E+00
    6.65000E+01    5.47961E+01    2.31538E+00
    6.75000E+01    5.54528E+01    2.30014E+00
    6.85000E+01    5.61168E+01    2.28207E+00
    6.95000E+01    5.67656E+01    2.26464E+00
    7.05000E+01    5.73997E+01    2.24649E+00
    7.15000E+01    5.80342E+01    2.22974E+00
    7.25000E+01    5.86500E+01    2.21307E+00
    7.35000E+01    5.92646E+01    2.19749E+00
    7.45000E+01    5.98700E+01    2.18192E+00
    7.55000E+01    6.04562E+01    2.16748E+00
    7.65000E+01    6.10484E+01    2.15300E+00
    7.75000E+01    6.16196E+01    2.13944E+00
    7.85000E+01    6.21895E+01    2.12612E+00
    7.95000E+01    6.27454E+01    2.11348E+00
    8.05000E+01    6.32919E+01    2.10133E+00
    8.15000E+01    6.38348E+01    2.08850E+00
    8.25000E+01    6.43636E+01    2.07503E+00
    8.35000E+01    6.48875E+01    2.06068E+00
    8.45000E+01    6.53944E+01    2.04749E+00
    8.55000E+01    6.59003E+01    2.03406E+00
    8.65000E+01    6.63910E+01    2.02137E+00
    8.75000E+01    6.68774E+01    2.00909E+00
