     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    1.98839E+01    2.94356E+00
    1.50000E+00    1.97377E+01    2.83603E+00
    2.50000E+00    1.96107E+01    2.62171E+00
    3.50000E+00    1.95350E+01    2.45556E+00
    4.50000E+00    1.94911E+01    2.36928E+00
    5.50000E+00    1.94621E+01    2.37337E+00
    6.50000E+00    1.94110E+01    2.13968E+00
    7.50000E+00    1.96256E+01    4.00797E-01
    8.50000E+00    1.91583E+01    2.52979E+00
    9.50000E+00    1.89925E+01    3.43371E+00
    1.05000E+01    1.87730E+01    2.91375E+00
    1.15000E+01    1.86820E+01    6.07033E-01
    1.25000E+01    1.86865E+01    5.10109E-01
    1.35000E+01    1.79352E+01    2.79641E+00
    1.45000E+01    1.78603E+01    1.53302E+00
    1.55000E+01    1.77037E+01    5.35408E-01
    1.65000E+01    1.68356E+01    2.38592E+00
    1.75000E+01    1.65245E+01    1.19560E+00
    1.85000E+01    1.60013E+01    2.61423E+00
    1.95000E+01    1.55636E+01    1.62711E+00
    2.05000E+01    1.49979E+01    2.30013E+00
    2.15000E+01    1.44836E+01    1.57828E+00
    2.25000E+01    1.39010E+01    2.29562E+00
    2.35000E+01    1.34622E+01    1.32769E+00
    2.45000E+01    1.29172E+01    2.36789E+00
    2.55000E+01    1.24455E+01    1.87722E+00
    2.65000E+01    1.22946E+01    3.14244E+00
    2.75000E+01    1.22439E+01    3.84290E+00
    2.85000E+01    1.24445E+01    4.26119E+00
    2.95000E+01    1.30513E+01    4.27864E+00
    3.05000E+01    1.37543E+01    4.14253E+00
    3.15000E+01    1.44365E+01    4.04319E+00
    3.25000E+01    1.51388E+01    3.96198E+00
    3.35000E+01    1.57881E+01    3.89012E+00
    3.45000E+01    1.64139E+01    3.82271E+00
    3.55000E+01    1.70641E+01    3.76069E+00
    3.65000E+01    1.76542E+01    3.70348E+00
    3.75000E+01    1.82509E+01    3.65125E+00
    3.85000E+01    1.88299E+01    3.59631E+00
    3.95000E+01    1.93782E+01    3.53912E+00
    4.05000E+01    1.99340E+01    3.48198E+00
    4.15000E+01    2.04353E+01    3.42734E+00
    4.25000E+01    2.09613E+01    3.37473E+00
    4.35000E+01    2.14336E+01    3.32221E+00
    4.45000E+01    2.19272E+01    3.26697E+00
    4.55000E+01    2.23751E+01    3.21279E+00
    4.65000E+01    2.28290E+01    3.15953E+00
    4.75000E+01    2.32569E+01    3.10880E+00
    4.85000E+01    2.36679E+01    3.06075E+00
    4.95000E+01    2.40776E+01    3.02081E+00
    5.05000E+01    2.44416E+01    2.97590E+00
    5.15000E+01    2.48185E+01    2.93189E+00
    5.25000E+01    2.51770E+01    2.89021E+00
    5.35000E+01    2.55146E+01    2.85001E+00
    5.45000E+01    2.58697E+01    2.81185E+00
    5.55000E+01    2.61853E+01    2.77429E+00
    5.65000E+01    2.64745E+01    2.73817E+00
    5.75000E+01    2.67890E+01    2.70499E+00
    5.85000E+01    2.70855E+01    2.67233E+00
    5.95000E+01    2.73546E+01    2.64183E+00
    6.05000E+01    2.76168E+01    2.61380E+00
    6.15000E+01    2.78801E+01    2.58747E+00
    6.25000E+01    2.81243E+01    2.56202E+00
    6.35000E+01    2.83526E+01    2.53699E+00
    6.45000E+01    2.85763E+01    2.51235E+00
    6.55000E+01    2.88027E+01    2.48939E+00
    6.65000E+01    2.90139E+01    2.46637E+00
    6.75000E+01    2.92109E+01    2.44362E+00
    6.85000E+01    2.93978E+01    2.42106E+00
    6.95000E+01    2.95825E+01    2.39856E+00
    7.05000E+01    2.97672E+01    2.37666E+00
    7.15000E+01    2.99403E+01    2.35493E+00
    7.25000E+01    3.01026E+01    2.33365E+00
    7.35000E+01    3.02554E+01    2.31269E+00
    7.45000E+01    3.03974E+01    2.29199E+00
    7.55000E+01    3.05310E+01    2.27414E+00
    7.65000E+01    3.06626E+01    2.25668E+00
    7.75000E+01    3.07817E+01    2.23978E+00
    7.85000E+01    3.08893E+01    2.22337E+00
    7.95000E+01    3.09855E+01    2.20749E+00
    8.05000E+01    3.10712E+01    2.19233E+00
    8.15000E+01    3.11466E+01    2.17753E+00
    8.25000E+01    3.12119E+01    2.16340E+00
    8.35000E+01    3.12668E+01    2.14974E+00
    8.45000E+01    3.13114E+01    2.13656E+00
    8.55000E+01    3.13462E+01    2.12380E+00
    8.65000E+01    3.13712E+01    2.11122E+00
    8.75000E+01    3.13858E+01    2.09909E+00
    8.85000E+01    3.13901E+01    2.08736E+00
    8.95000E+01    3.13820E+01    2.07712E+00
    9.05000E+01    3.13611E+01    2.06713E+00
    9.15000E+01    3.13276E+01    2.05742E+00
    9.25000E+01    3.12809E+01    2.04809E+00
    9.35000E+01    3.12216E+01    2.03897E+00
    9.45000E+01    3.11486E+01    2.03014E+00
    9.55000E+01    3.10625E+01    2.02161E+00
    9.65000E+01    3.09629E+01    2.01337E+00
    9.75000E+01    3.08474E+01    2.00539E+00
    9.85000E+01    3.07181E+01    1.99760E+00
    9.95000E+01    3.05743E+01    1.99002E+00
    1.00500E+02    3.04220E+01    1.98271E+00
    1.01500E+02    3.02598E+01    1.97562E+00
    1.02500E+02    3.00827E+01    1.96866E+00
    1.03500E+02    2.98924E+01    1.96187E+00
    1.04500E+02    2.96862E+01    1.95519E+00
    1.05500E+02    2.94677E+01    1.94865E+00
    1.06500E+02    2.92406E+01    1.94222E+00
    1.07500E+02    2.89978E+01    1.93586E+00
    1.08500E+02    2.87405E+01    1.92956E+00
    1.09500E+02    2.84674E+01    1.92329E+00
    1.10500E+02    2.81871E+01    1.91707E+00
    1.11500E+02    2.78870E+01    1.91082E+00
    1.12500E+02    2.75606E+01    1.90468E+00
    1.13500E+02    2.72156E+01    1.89922E+00
    1.14500E+02    2.68483E+01    1.89387E+00
    1.15500E+02    2.64624E+01    1.88859E+00
    1.16500E+02    2.60665E+01    1.88337E+00
    1.17500E+02    2.56518E+01    1.87817E+00
    1.18500E+02    2.52248E+01    1.87297E+00
    1.19500E+02    2.47798E+01    1.86773E+00
    1.20500E+02    2.43192E+01    1.86247E+00
    1.21500E+02    2.38458E+01    1.85718E+00
    1.22500E+02    2.33548E+01    1.85182E+00
    1.23500E+02    2.28493E+01    1.84638E+00
    1.24500E+02    2.23250E+01    1.84085E+00
    1.25500E+02    2.17877E+01    1.83525E+00
    1.26500E+02    2.12348E+01    1.82957E+00
    1.27500E+02    2.06641E+01    1.82378E+00
    1.28500E+02    1.99239E+01    1.81817E+00
    1.29500E+02    1.88297E+01    1.81301E+00
    1.30500E+02    1.76471E+01    1.80780E+00
    1.31500E+02    1.63998E+01    1.80249E+00
    1.32500E+02    1.50786E+01    1.79700E+00
    1.33500E+02    1.36782E+01    1.79142E+00
