     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    1.87942E+01    2.87459E+00
    1.50000E+00    1.87064E+01    2.89176E+00
    2.50000E+00    1.86378E+01    2.91049E+00
    3.50000E+00    1.85949E+01    2.91373E+00
    4.50000E+00    1.85550E+01    2.90625E+00
    5.50000E+00    1.84959E+01    2.89839E+00
    6.50000E+00    1.84282E+01    2.90177E+00
    7.50000E+00    1.83458E+01    2.89241E+00
    8.50000E+00    1.80450E+01    3.02067E+00
    9.50000E+00    1.79294E+01    2.96070E+00
    1.05000E+01    1.77310E+01    2.92811E+00
    1.15000E+01    1.75431E+01    2.74793E+00
    1.25000E+01    1.72206E+01    2.89555E+00
    1.35000E+01    1.68197E+01    2.93992E+00
    1.45000E+01    1.62985E+01    3.03818E+00
    1.55000E+01    1.61806E+01    2.87059E+00
    1.65000E+01    1.56802E+01    2.87792E+00
    1.75000E+01    1.52078E+01    2.92432E+00
    1.85000E+01    1.48035E+01    2.84615E+00
    1.95000E+01    1.42866E+01    2.86031E+00
    2.05000E+01    1.36956E+01    2.78522E+00
    2.15000E+01    1.30929E+01    2.86942E+00
    2.25000E+01    1.25442E+01    2.78129E+00
    2.35000E+01    1.19761E+01    2.79399E+00
    2.45000E+01    1.14374E+01    2.75114E+00
    2.55000E+01    1.09150E+01    2.71390E+00
    2.65000E+01    1.04905E+01    2.51681E+00
    2.75000E+01    9.96522E+00    2.45008E+00
    2.85000E+01    9.90808E+00    3.40287E+00
    2.95000E+01    1.00902E+01    4.02313E+00
    3.05000E+01    1.04160E+01    4.23415E+00
    3.15000E+01    1.09207E+01    4.29426E+00
    3.25000E+01    1.14365E+01    4.25866E+00
    3.35000E+01    1.19794E+01    4.16224E+00
    3.45000E+01    1.24671E+01    4.08928E+00
    3.55000E+01    1.29829E+01    4.01560E+00
    3.65000E+01    1.34502E+01    3.94125E+00
    3.75000E+01    1.39344E+01    3.86574E+00
    3.85000E+01    1.43819E+01    3.78888E+00
    3.95000E+01    1.48355E+01    3.71452E+00
    4.05000E+01    1.52570E+01    3.64416E+00
    4.15000E+01    1.56638E+01    3.57193E+00
    4.25000E+01    1.60710E+01    3.50228E+00
    4.35000E+01    1.64457E+01    3.43248E+00
    4.45000E+01    1.68288E+01    3.36730E+00
    4.55000E+01    1.71873E+01    3.30259E+00
    4.65000E+01    1.75166E+01    3.23943E+00
    4.75000E+01    1.78547E+01    3.18118E+00
    4.85000E+01    1.81620E+01    3.12427E+00
    4.95000E+01    1.84397E+01    3.07104E+00
    5.05000E+01    1.87150E+01    3.02073E+00
    5.15000E+01    1.89723E+01    2.96772E+00
    5.25000E+01    1.92146E+01    2.91487E+00
    5.35000E+01    1.94419E+01    2.86360E+00
    5.45000E+01    1.96665E+01    2.81268E+00
    5.55000E+01    1.98731E+01    2.76624E+00
    5.65000E+01    2.00612E+01    2.72389E+00
    5.75000E+01    2.02375E+01    2.68421E+00
    5.85000E+01    2.03985E+01    2.64724E+00
    5.95000E+01    2.05477E+01    2.61384E+00
    6.05000E+01    2.06901E+01    2.58212E+00
    6.15000E+01    2.08173E+01    2.55119E+00
    6.25000E+01    2.09296E+01    2.52181E+00
    6.35000E+01    2.10263E+01    2.49371E+00
    6.45000E+01    2.11086E+01    2.46709E+00
    6.55000E+01    2.11771E+01    2.44183E+00
    6.65000E+01    2.12322E+01    2.41786E+00
    6.75000E+01    2.12741E+01    2.39515E+00
    6.85000E+01    2.13039E+01    2.37326E+00
    6.95000E+01    2.13206E+01    2.35183E+00
    7.05000E+01    2.13255E+01    2.33098E+00
    7.15000E+01    2.13173E+01    2.31077E+00
