     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    2.12579E+01    3.59830E+00
    1.50000E+00    2.11231E+01    3.72433E+00
    2.50000E+00    2.09590E+01    4.00206E+00
    3.50000E+00    2.08466E+01    4.17408E+00
    4.50000E+00    2.07760E+01    4.14834E+00
    5.50000E+00    2.06862E+01    4.04622E+00
    6.50000E+00    2.05660E+01    3.79827E+00
    7.50000E+00    2.04749E+01    2.42772E+00
    8.50000E+00    2.03666E+01    3.24425E+00
    9.50000E+00    2.01925E+01    3.85407E+00
    1.05000E+01    2.00185E+01    3.71234E+00
    1.15000E+01    1.98575E+01    2.89970E+00
    1.25000E+01    1.94367E+01    2.15533E+00
    1.35000E+01    1.92692E+01    3.32590E+00
    1.45000E+01    1.90213E+01    3.07399E+00
    1.55000E+01    1.85140E+01    2.24376E+00
    1.65000E+01    1.83045E+01    3.14659E+00
    1.75000E+01    1.80224E+01    3.31669E+00
    1.85000E+01    1.75310E+01    3.64992E+00
    1.95000E+01    1.73534E+01    3.73962E+00
    2.05000E+01    1.71992E+01    3.86855E+00
    2.15000E+01    1.71985E+01    4.03600E+00
    2.25000E+01    1.75621E+01    4.06117E+00
    2.35000E+01    1.83656E+01    3.92939E+00
    2.45000E+01    1.92965E+01    3.75446E+00
    2.55000E+01    2.03134E+01    3.61044E+00
    2.65000E+01    2.14036E+01    3.48863E+00
    2.75000E+01    2.25360E+01    3.39348E+00
    2.85000E+01    2.36993E+01    3.31928E+00
    2.95000E+01    2.48666E+01    3.24835E+00
    3.05000E+01    2.60328E+01    3.18194E+00
    3.15000E+01    2.71856E+01    3.12626E+00
    3.25000E+01    2.83219E+01    3.07844E+00
    3.35000E+01    2.94360E+01    3.03799E+00
    3.45000E+01    3.05524E+01    2.99378E+00
    3.55000E+01    3.16531E+01    2.94843E+00
    3.65000E+01    3.27323E+01    2.90768E+00
    3.75000E+01    3.37901E+01    2.87093E+00
    3.85000E+01    3.48339E+01    2.83720E+00
    3.95000E+01    3.58669E+01    2.80617E+00
    4.05000E+01    3.68778E+01    2.77563E+00
    4.15000E+01    3.78768E+01    2.74550E+00
    4.25000E+01    3.88599E+01    2.71452E+00
    4.35000E+01    3.98346E+01    2.68222E+00
    4.45000E+01    4.07982E+01    2.65255E+00
    4.55000E+01    4.17438E+01    2.62495E+00
    4.65000E+01    4.26810E+01    2.59828E+00
    4.75000E+01    4.36083E+01    2.57309E+00
    4.85000E+01    4.45262E+01    2.54967E+00
    4.95000E+01    4.54355E+01    2.52769E+00
    5.05000E+01    4.63378E+01    2.50303E+00
    5.15000E+01    4.72362E+01    2.47768E+00
    5.25000E+01    4.81234E+01    2.45318E+00
    5.35000E+01    4.89977E+01    2.42890E+00
    5.45000E+01    4.98589E+01    2.40654E+00
    5.55000E+01    5.07109E+01    2.38566E+00
    5.65000E+01    5.15560E+01    2.36493E+00
    5.75000E+01    5.23965E+01    2.34545E+00
    5.85000E+01    5.32311E+01    2.32719E+00
    5.95000E+01    5.40545E+01    2.30955E+00
    6.05000E+01    5.48664E+01    2.29093E+00
    6.15000E+01    5.56693E+01    2.27307E+00
    6.25000E+01    5.64597E+01    2.25266E+00
    6.35000E+01    5.72518E+01    2.23363E+00
    6.45000E+01    5.80340E+01    2.21590E+00
    6.55000E+01    5.88029E+01    2.19815E+00
    6.65000E+01    5.95579E+01    2.18178E+00
    6.75000E+01    6.03094E+01    2.16586E+00
    6.85000E+01    6.10570E+01    2.15016E+00
    6.95000E+01    6.17920E+01    2.13577E+00
    7.05000E+01    6.25101E+01    2.12126E+00
    7.15000E+01    6.32325E+01    2.10797E+00
    7.25000E+01    6.39409E+01    2.09427E+00
    7.35000E+01    6.46380E+01    2.08051E+00
    7.45000E+01    6.53300E+01    2.06516E+00
    7.55000E+01    6.60133E+01    2.04979E+00
    7.65000E+01    6.66838E+01    2.03594E+00
    7.75000E+01    6.73461E+01    2.02175E+00
    7.85000E+01    6.80032E+01    2.00859E+00
    7.95000E+01    6.86424E+01    1.99564E+00
    8.05000E+01    6.92775E+01    1.98318E+00
    8.15000E+01    6.99067E+01    1.97111E+00
    8.25000E+01    7.05186E+01    1.95942E+00
    8.35000E+01    7.11309E+01    1.94810E+00
    8.45000E+01    7.17254E+01    1.93722E+00
    8.55000E+01    7.23134E+01    1.92657E+00
