     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    1.72455E+01    4.73013E+00
    1.50000E+00    1.72094E+01    4.73962E+00
    2.50000E+00    1.71833E+01    4.75306E+00
    3.50000E+00    1.71537E+01    4.75815E+00
    4.50000E+00    1.71127E+01    4.76383E+00
    5.50000E+00    1.70495E+01    4.77377E+00
    6.50000E+00    1.69329E+01    4.81607E+00
    7.50000E+00    1.67613E+01    4.88686E+00
    8.50000E+00    1.65804E+01    4.85241E+00
    9.50000E+00    1.63946E+01    4.79135E+00
    1.05000E+01    1.61964E+01    4.74223E+00
    1.15000E+01    1.58747E+01    4.83167E+00
    1.25000E+01    1.54611E+01    4.90747E+00
    1.35000E+01    1.52414E+01    4.67505E+00
    1.45000E+01    1.47630E+01    4.80958E+00
    1.55000E+01    1.43208E+01    4.76776E+00
    1.65000E+01    1.39388E+01    4.65992E+00
    1.75000E+01    1.33463E+01    4.70417E+00
    1.85000E+01    1.28976E+01    4.56273E+00
    1.95000E+01    1.22502E+01    4.58228E+00
    2.05000E+01    1.16221E+01    4.54080E+00
    2.15000E+01    1.09996E+01    4.44240E+00
    2.25000E+01    1.03134E+01    4.33793E+00
    2.35000E+01    9.52440E+00    4.30185E+00
    2.45000E+01    8.95223E+00    4.09910E+00
    2.55000E+01    8.26677E+00    3.98529E+00
    2.65000E+01    7.78099E+00    3.81990E+00
    2.75000E+01    7.59422E+00    3.58860E+00
    2.85000E+01    8.88114E+00    3.15324E+00
    2.95000E+01    9.76086E+00    3.98373E+00
    3.05000E+01    1.02361E+01    4.22006E+00
    3.15000E+01    1.07059E+01    4.29518E+00
    3.25000E+01    1.11634E+01    4.26619E+00
    3.35000E+01    1.15797E+01    4.19271E+00
    3.45000E+01    1.19977E+01    4.12101E+00
    3.55000E+01    1.23744E+01    4.05567E+00
    3.65000E+01    1.27446E+01    3.98746E+00
    3.75000E+01    1.30924E+01    3.92168E+00
    3.85000E+01    1.34061E+01    3.85255E+00
    3.95000E+01    1.37203E+01    3.78058E+00
    4.05000E+01    1.40088E+01    3.71384E+00
    4.15000E+01    1.42675E+01    3.65232E+00
    4.25000E+01    1.45010E+01    3.58808E+00
    4.35000E+01    1.47396E+01    3.52527E+00
    4.45000E+01    1.49472E+01    3.46504E+00
    4.55000E+01    1.51249E+01    3.40483E+00
    4.65000E+01    1.52769E+01    3.34471E+00
    4.75000E+01    1.54064E+01    3.28169E+00
    4.85000E+01    1.55152E+01    3.21659E+00
    4.95000E+01    1.56189E+01    3.15746E+00
    5.05000E+01    1.56848E+01    3.10585E+00
    5.15000E+01    1.57114E+01    3.06065E+00
    5.25000E+01    1.57134E+01    3.01916E+00
    5.35000E+01    1.56984E+01    2.97983E+00
    5.45000E+01    1.56715E+01    2.94191E+00
    5.55000E+01    1.56290E+01    2.90557E+00
    5.65000E+01    1.55495E+01    2.87180E+00
    5.75000E+01    1.54492E+01    2.84028E+00
    5.85000E+01    1.53344E+01    2.81052E+00
    5.95000E+01    1.52072E+01    2.78281E+00
    6.05000E+01    1.50675E+01    2.75653E+00
    6.15000E+01    1.49176E+01    2.73076E+00
    6.25000E+01    1.47588E+01    2.70504E+00
    6.35000E+01    1.45690E+01    2.68067E+00
    6.45000E+01    1.43583E+01    2.65741E+00
    6.55000E+01    1.41260E+01    2.63495E+00
    6.65000E+01    1.38740E+01    2.61309E+00
    6.75000E+01    1.36050E+01    2.59168E+00
    6.85000E+01    1.33256E+01    2.57011E+00
    6.95000E+01    1.30305E+01    2.54878E+00
    7.05000E+01    1.27183E+01    2.52806E+00
    7.15000E+01    1.23887E+01    2.50750E+00
    7.25000E+01    1.20386E+01    2.48677E+00
    7.35000E+01    1.16404E+01    2.46696E+00
    7.45000E+01    1.12176E+01    2.44761E+00
    7.55000E+01    1.07713E+01    2.42870E+00
    7.65000E+01    1.02992E+01    2.41016E+00
    7.75000E+01    9.80966E+00    2.39186E+00
    7.85000E+01    9.29829E+00    2.37377E+00
    7.95000E+01    8.76870E+00    2.35574E+00
    8.05000E+01    8.22143E+00    2.33788E+00
    8.15000E+01    7.65102E+00    2.32034E+00
    8.25000E+01    7.06473E+00    2.30279E+00
    8.35000E+01    6.45711E+00    2.28562E+00
    8.45000E+01    5.83542E+00    2.26771E+00
    8.55000E+01    5.84791E+00    2.24575E+00
