     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    1.74654E+01    4.30692E+00
    1.50000E+00    1.74394E+01    4.29226E+00
    2.50000E+00    1.74223E+01    4.28722E+00
    3.50000E+00    1.74027E+01    4.27787E+00
    4.50000E+00    1.73734E+01    4.26819E+00
    5.50000E+00    1.73244E+01    4.26282E+00
    6.50000E+00    1.72453E+01    4.25991E+00
    7.50000E+00    1.72107E+01    4.13531E+00
    8.50000E+00    1.69430E+01    4.30260E+00
    9.50000E+00    1.66862E+01    4.34347E+00
    1.05000E+01    1.64171E+01    4.33674E+00
    1.15000E+01    1.62496E+01    4.20829E+00
    1.25000E+01    1.59801E+01    4.16505E+00
    1.35000E+01    1.54208E+01    4.36571E+00
    1.45000E+01    1.51672E+01    4.20926E+00
    1.55000E+01    1.47650E+01    4.16837E+00
    1.65000E+01    1.41841E+01    4.31155E+00
    1.75000E+01    1.36845E+01    4.27768E+00
    1.85000E+01    1.31395E+01    4.26235E+00
    1.95000E+01    1.25160E+01    4.25402E+00
    2.05000E+01    1.19337E+01    4.22118E+00
    2.15000E+01    1.12780E+01    4.15966E+00
    2.25000E+01    1.04846E+01    4.17511E+00
    2.35000E+01    9.81192E+00    4.08166E+00
    2.45000E+01    9.01723E+00    4.05325E+00
    2.55000E+01    8.23805E+00    4.00337E+00
    2.65000E+01    7.51060E+00    3.95529E+00
    2.75000E+01    6.89494E+00    3.89543E+00
    2.85000E+01    6.39910E+00    3.81677E+00
    2.95000E+01    6.15435E+00    3.90781E+00
    3.05000E+01    6.02865E+00    4.08200E+00
    3.15000E+01    6.00449E+00    4.06929E+00
    3.25000E+01    6.06129E+00    4.02110E+00
    3.35000E+01    6.15482E+00    3.99040E+00
    3.45000E+01    6.24801E+00    3.98939E+00
    3.55000E+01    6.33132E+00    4.00596E+00
    3.65000E+01    6.40230E+00    4.02553E+00
    3.75000E+01    6.46411E+00    4.03583E+00
    3.85000E+01    6.51867E+00    4.03706E+00
    3.95000E+01    6.56442E+00    4.03347E+00
    4.05000E+01    6.59709E+00    4.02722E+00
    4.15000E+01    6.61743E+00    4.01519E+00
    4.25000E+01    6.62736E+00    3.99466E+00
    4.35000E+01    6.62512E+00    3.97010E+00
    4.45000E+01    6.60784E+00    3.94106E+00
    4.55000E+01    6.57559E+00    3.90776E+00
    4.65000E+01    6.52683E+00    3.87016E+00
    4.75000E+01    6.45968E+00    3.83092E+00
    4.85000E+01    6.37396E+00    3.78931E+00
    4.95000E+01    6.26719E+00    3.74602E+00
    5.05000E+01    6.13659E+00    3.70163E+00
    5.15000E+01    5.98024E+00    3.65616E+00
    5.25000E+01    5.80148E+00    3.60940E+00
    5.35000E+01    5.59932E+00    3.56160E+00
    5.45000E+01    5.37311E+00    3.51303E+00
    5.55000E+01    5.11879E+00    3.46376E+00
    5.65000E+01    4.83321E+00    3.41478E+00
    5.75000E+01    4.52149E+00    3.36682E+00
    5.85000E+01    4.18306E+00    3.31838E+00
    5.95000E+01    3.81300E+00    3.27036E+00
    6.05000E+01    3.41039E+00    3.22302E+00
    6.15000E+01    2.97650E+00    3.17394E+00
    6.25000E+01    2.51092E+00    3.12595E+00
    6.35000E+01    2.00968E+00    3.07698E+00
    6.45000E+01    1.46842E+00    3.02882E+00
    6.55000E+01    8.87044E-01    2.97851E+00
    6.65000E+01    0.00000E+00    0.00000E+00
    6.75000E+01    0.00000E+00    0.00000E+00
    6.85000E+01    0.00000E+00    0.00000E+00
    6.95000E+01    0.00000E+00    0.00000E+00
    7.05000E+01    0.00000E+00    0.00000E+00
    7.15000E+01    0.00000E+00    0.00000E+00
    7.25000E+01    0.00000E+00    0.00000E+00
    7.35000E+01    0.00000E+00    0.00000E+00
    7.45000E+01    0.00000E+00    0.00000E+00
    7.55000E+01    0.00000E+00    0.00000E+00
    7.65000E+01    0.00000E+00    0.00000E+00
    7.75000E+01    0.00000E+00    0.00000E+00
    7.85000E+01    0.00000E+00    0.00000E+00
    7.95000E+01    0.00000E+00    0.00000E+00
    8.05000E+01    0.00000E+00    0.00000E+00
    8.15000E+01    0.00000E+00    0.00000E+00
    8.25000E+01    0.00000E+00    0.00000E+00
    8.35000E+01    0.00000E+00    0.00000E+00
