     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    2.20235E+01    3.06399E+00
    1.50000E+00    2.16805E+01    3.23638E+00
    2.50000E+00    2.14856E+01    3.46796E+00
    3.50000E+00    2.14544E+01    3.49206E+00
    4.50000E+00    2.14340E+01    3.43823E+00
    5.50000E+00    2.14076E+01    3.33171E+00
    6.50000E+00    2.13555E+01    3.15402E+00
    7.50000E+00    2.12342E+01    2.53857E+00
    8.50000E+00    2.10448E+01    2.92480E+00
    9.50000E+00    2.07988E+01    3.31206E+00
    1.05000E+01    2.04967E+01    3.36531E+00
    1.15000E+01    2.03988E+01    2.92784E+00
    1.25000E+01    2.01476E+01    2.49267E+00
    1.35000E+01    1.98099E+01    3.19579E+00
    1.45000E+01    1.94569E+01    3.17583E+00
    1.55000E+01    1.92193E+01    2.74067E+00
    1.65000E+01    1.88930E+01    3.25196E+00
    1.75000E+01    1.84822E+01    3.45732E+00
    1.85000E+01    1.83233E+01    3.57945E+00
    1.95000E+01    1.80959E+01    3.71909E+00
    2.05000E+01    1.78542E+01    3.84892E+00
    2.15000E+01    1.78432E+01    3.94680E+00
    2.25000E+01    1.82228E+01    3.91399E+00
    2.35000E+01    1.90324E+01    3.76592E+00
    2.45000E+01    2.00919E+01    3.58150E+00
    2.55000E+01    2.12463E+01    3.44055E+00
    2.65000E+01    2.24636E+01    3.33462E+00
    2.75000E+01    2.37468E+01    3.23295E+00
    2.85000E+01    2.50313E+01    3.15018E+00
    2.95000E+01    2.63151E+01    3.08113E+00
    3.05000E+01    2.76004E+01    3.02263E+00
    3.15000E+01    2.88896E+01    2.96243E+00
    3.25000E+01    3.01515E+01    2.90727E+00
    3.35000E+01    3.13805E+01    2.86016E+00
    3.45000E+01    3.26137E+01    2.81852E+00
    3.55000E+01    3.38315E+01    2.77899E+00
    3.65000E+01    3.50228E+01    2.74066E+00
    3.75000E+01    3.61891E+01    2.70336E+00
    3.85000E+01    3.73405E+01    2.66546E+00
    3.95000E+01    3.84795E+01    2.63080E+00
    4.05000E+01    3.96088E+01    2.59870E+00
    4.15000E+01    4.07266E+01    2.56932E+00
    4.25000E+01    4.18279E+01    2.54152E+00
    4.35000E+01    4.29208E+01    2.51256E+00
    4.45000E+01    4.40026E+01    2.48454E+00
    4.55000E+01    4.50670E+01    2.45454E+00
    4.65000E+01    4.61239E+01    2.42649E+00
    4.75000E+01    4.71723E+01    2.40035E+00
    4.85000E+01    4.82123E+01    2.37538E+00
    4.95000E+01    4.92379E+01    2.35167E+00
    5.05000E+01    5.02549E+01    2.32960E+00
    5.15000E+01    5.12712E+01    2.30890E+00
    5.25000E+01    5.22773E+01    2.28744E+00
    5.35000E+01    5.32735E+01    2.26385E+00
    5.45000E+01    5.42578E+01    2.24102E+00
    5.55000E+01    5.52355E+01    2.21931E+00
