     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    2.04952E+01    3.75097E+00
    1.50000E+00    2.03870E+01    4.00647E+00
    2.50000E+00    2.02787E+01    4.00836E+00
    3.50000E+00    2.02244E+01    3.96129E+00
    4.50000E+00    2.01922E+01    3.80530E+00
    5.50000E+00    2.01475E+01    3.56880E+00
    6.50000E+00    2.00696E+01    3.08599E+00
    7.50000E+00    1.98974E+01    1.04957E+00
    8.50000E+00    1.94994E+01    2.46468E+00
    9.50000E+00    1.94219E+01    4.19713E+00
    1.05000E+01    1.93204E+01    3.79846E+00
    1.15000E+01    1.91281E+01    1.84727E+00
    1.25000E+01    1.87663E+01    6.85050E-01
    1.35000E+01    1.83928E+01    3.06972E+00
    1.45000E+01    1.82075E+01    2.30330E+00
    1.55000E+01    1.77970E+01    7.34450E-01
    1.65000E+01    1.73546E+01    2.42895E+00
    1.75000E+01    1.70942E+01    2.34107E+00
    1.85000E+01    1.64839E+01    2.75682E+00
    1.95000E+01    1.61923E+01    2.86476E+00
    2.05000E+01    1.55507E+01    2.54218E+00
    2.15000E+01    1.51408E+01    2.78316E+00
    2.25000E+01    1.44872E+01    2.89645E+00
    2.35000E+01    1.41511E+01    2.87739E+00
    2.45000E+01    1.36609E+01    3.27868E+00
    2.55000E+01    1.33774E+01    3.71944E+00
    2.65000E+01    1.33141E+01    4.16368E+00
    2.75000E+01    1.34802E+01    4.39371E+00
    2.85000E+01    1.41384E+01    4.40218E+00
    2.95000E+01    1.49262E+01    4.25225E+00
    3.05000E+01    1.57171E+01    4.12323E+00
    3.15000E+01    1.64815E+01    4.02719E+00
    3.25000E+01    1.72864E+01    3.93766E+00
    3.35000E+01    1.80601E+01    3.85309E+00
    3.45000E+01    1.88047E+01    3.78176E+00
    3.55000E+01    1.95175E+01    3.71616E+00
    3.65000E+01    2.02664E+01    3.65998E+00
    3.75000E+01    2.09801E+01    3.60722E+00
    3.85000E+01    2.16563E+01    3.54981E+00
    3.95000E+01    2.23342E+01    3.49601E+00
    4.05000E+01    2.30023E+01    3.44564E+00
    4.15000E+01    2.36139E+01    3.39865E+00
    4.25000E+01    2.42395E+01    3.35464E+00
    4.35000E+01    2.48390E+01    3.31334E+00
    4.45000E+01    2.54051E+01    3.26473E+00
    4.55000E+01    2.59858E+01    3.21818E+00
    4.65000E+01    2.65069E+01    3.17219E+00
    4.75000E+01    2.70677E+01    3.12807E+00
    4.85000E+01    2.75687E+01    3.08667E+00
    4.95000E+01    2.80914E+01    3.04950E+00
    5.05000E+01    2.85651E+01    3.01445E+00
    5.15000E+01    2.90620E+01    2.97186E+00
    5.25000E+01    2.95063E+01    2.93240E+00
    5.35000E+01    2.99854E+01    2.89760E+00
    5.45000E+01    3.04147E+01    2.86459E+00
    5.55000E+01    3.08564E+01    2.83256E+00
    5.65000E+01    3.12723E+01    2.80166E+00
    5.75000E+01    3.16804E+01    2.77333E+00
    5.85000E+01    3.20923E+01    2.74487E+00
    5.95000E+01    3.24704E+01    2.71460E+00
    6.05000E+01    3.28732E+01    2.68746E+00
    6.15000E+01    3.32498E+01    2.66110E+00
    6.25000E+01    3.36128E+01    2.63693E+00
    6.35000E+01    3.39864E+01    2.61469E+00
    6.45000E+01    3.43343E+01    2.59274E+00
    6.55000E+01    3.46820E+01    2.57192E+00
    6.65000E+01    3.50288E+01    2.55244E+00
    6.75000E+01    3.53519E+01    2.53340E+00
    6.85000E+01    3.56794E+01    2.51549E+00
    6.95000E+01    3.60071E+01    2.49668E+00
    7.05000E+01    3.63137E+01    2.47770E+00
    7.15000E+01    3.66178E+01    2.45928E+00
    7.25000E+01    3.69275E+01    2.44197E+00
    7.35000E+01    3.72215E+01    2.42495E+00
    7.45000E+01    3.74999E+01    2.40788E+00
    7.55000E+01    3.77942E+01    2.39141E+00
    7.65000E+01    3.80738E+01    2.37489E+00
    7.75000E+01    3.83375E+01    2.35865E+00
    7.85000E+01    3.85975E+01    2.34254E+00
    7.95000E+01    3.88605E+01    2.32649E+00
    8.05000E+01    3.91085E+01    2.31089E+00
    8.15000E+01    3.93455E+01    2.29543E+00
    8.25000E+01    3.95763E+01    2.27995E+00
    8.35000E+01    3.98093E+01    2.26427E+00
    8.45000E+01    4.00283E+01    2.24874E+00
    8.55000E+01    4.02353E+01    2.23342E+00
