     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    2.29048E+01    2.31229E+00
    1.50000E+00    2.24766E+01    2.37986E+00
    2.50000E+00    2.24150E+01    2.35600E+00
    3.50000E+00    2.23759E+01    2.35841E+00
    4.50000E+00    2.23473E+01    2.33430E+00
    5.50000E+00    2.23097E+01    2.28592E+00
    6.50000E+00    2.22386E+01    2.22086E+00
    7.50000E+00    2.20914E+01    2.11125E+00
    8.50000E+00    2.18464E+01    2.31069E+00
    9.50000E+00    2.15381E+01    2.51691E+00
    1.05000E+01    2.14521E+01    2.44441E+00
    1.15000E+01    2.13572E+01    2.36410E+00
    1.25000E+01    2.11649E+01    2.37350E+00
    1.35000E+01    2.09280E+01    2.58598E+00
    1.45000E+01    2.06366E+01    2.68672E+00
    1.55000E+01    2.04887E+01    2.74918E+00
    1.65000E+01    2.07587E+01    2.74014E+00
    1.75000E+01    2.14730E+01    2.64483E+00
    1.85000E+01    2.28094E+01    2.52281E+00
    1.95000E+01    2.43188E+01    2.41028E+00
    2.05000E+01    2.59694E+01    2.32895E+00
    2.15000E+01    2.76495E+01    2.26825E+00
    2.25000E+01    2.93553E+01    2.21036E+00
    2.35000E+01    3.10436E+01    2.16075E+00
    2.45000E+01    3.27013E+01    2.11685E+00
    2.55000E+01    3.43863E+01    2.07652E+00
    2.65000E+01    3.61066E+01    2.03439E+00
    2.75000E+01    3.78187E+01    1.99662E+00
    2.85000E+01    3.95114E+01    1.96377E+00
    2.95000E+01    4.12236E+01    1.93552E+00
    3.05000E+01    4.29286E+01    1.90624E+00
    3.15000E+01    4.46134E+01    1.87984E+00
    3.25000E+01    4.62938E+01    1.85079E+00
    3.35000E+01    4.79601E+01    1.82501E+00
    3.45000E+01    4.96139E+01    1.80148E+00
    3.55000E+01    5.12706E+01    1.77954E+00
    3.65000E+01    5.29075E+01    1.75995E+00
    3.75000E+01    5.45153E+01    1.74165E+00
    3.85000E+01    5.61394E+01    1.71883E+00
    3.95000E+01    5.77470E+01    1.69831E+00
    4.05000E+01    5.93357E+01    1.67823E+00
    4.15000E+01    6.09210E+01    1.65959E+00
    4.25000E+01    6.24803E+01    1.64255E+00
    4.35000E+01    6.40511E+01    1.62614E+00
    4.45000E+01    6.55983E+01    1.61089E+00
    4.55000E+01    6.71348E+01    1.59716E+00
    4.65000E+01    6.86590E+01    1.58263E+00
    4.75000E+01    7.01777E+01    1.56614E+00
    4.85000E+01    7.16838E+01    1.55063E+00
    4.95000E+01    7.31743E+01    1.53579E+00
    5.05000E+01    7.46459E+01    1.52176E+00
    5.15000E+01    7.61269E+01    1.50886E+00
    5.25000E+01    7.75791E+01    1.49622E+00
    5.35000E+01    7.90305E+01    1.48433E+00
    5.45000E+01    8.04506E+01    1.47314E+00
    5.55000E+01    8.18728E+01    1.46271E+00
    5.65000E+01    8.32823E+01    1.45277E+00
    5.75000E+01    8.46740E+01    1.44229E+00
    5.85000E+01    8.60593E+01    1.43085E+00
    5.95000E+01    8.74214E+01    1.41957E+00
    6.05000E+01    8.87791E+01    1.40885E+00
    6.15000E+01    9.01239E+01    1.39870E+00
    6.25000E+01    9.14423E+01    1.38904E+00
    6.35000E+01    9.27581E+01    1.37995E+00
    6.45000E+01    9.40619E+01    1.37096E+00
    6.55000E+01    9.53458E+01    1.36244E+00
    6.65000E+01    9.66175E+01    1.35420E+00
    6.75000E+01    9.78738E+01    1.34633E+00
    6.85000E+01    9.91189E+01    1.33892E+00
    6.95000E+01    1.00352E+02    1.33163E+00
    7.05000E+01    1.01562E+02    1.32481E+00
    7.15000E+01    1.02769E+02    1.31769E+00
    7.25000E+01    1.03957E+02    1.31063E+00
    7.35000E+01    1.05132E+02    1.30341E+00
    7.45000E+01    1.06296E+02    1.29632E+00
    7.55000E+01    1.07435E+02    1.28975E+00
    7.65000E+01    1.08575E+02    1.28317E+00
    7.75000E+01    1.09698E+02    1.27690E+00
    7.85000E+01    1.10806E+02    1.27082E+00
    7.95000E+01    1.11902E+02    1.26481E+00
    8.05000E+01    1.12976E+02    1.25915E+00
    8.15000E+01    1.14052E+02    1.25339E+00
    8.25000E+01    1.15105E+02    1.24794E+00
    8.35000E+01    1.16148E+02    1.24254E+00
    8.45000E+01    1.17175E+02    1.23729E+00
    8.55000E+01    1.18186E+02    1.23227E+00
    8.65000E+01    1.19195E+02    1.22720E+00
    8.75000E+01    1.20177E+02    1.22247E+00
    8.85000E+01    1.21157E+02    1.21769E+00
    8.95000E+01    1.22117E+02    1.21313E+00
    9.05000E+01    1.23067E+02    1.20864E+00
    9.15000E+01    1.24008E+02    1.20441E+00
    9.25000E+01    1.24925E+02    1.20044E+00
    9.35000E+01    1.25840E+02    1.19658E+00
    9.45000E+01    1.26740E+02    1.19303E+00
    9.55000E+01    1.27627E+02    1.18951E+00
    9.65000E+01    1.28502E+02    1.18602E+00
    9.75000E+01    1.29366E+02    1.18263E+00
    9.85000E+01    1.30230E+02    1.17916E+00
    9.95000E+01    1.31075E+02    1.17587E+00
    1.00500E+02    1.31913E+02    1.17254E+00
    1.01500E+02    1.32735E+02    1.16929E+00
    1.02500E+02    1.33543E+02    1.16618E+00
    1.03500E+02    1.34353E+02    1.16297E+00
    1.04500E+02    1.35143E+02    1.15986E+00
    1.05500E+02    1.35929E+02    1.15671E+00
    1.06500E+02    1.36698E+02    1.15376E+00
    1.07500E+02    1.37460E+02    1.15075E+00
    1.08500E+02    1.38215E+02    1.14771E+00
    1.09500E+02    1.38954E+02    1.14485E+00
    1.10500E+02    1.39687E+02    1.14190E+00
    1.11500E+02    1.40406E+02    1.13906E+00
    1.12500E+02    1.41124E+02    1.13618E+00
    1.13500E+02    1.41823E+02    1.13338E+00
    1.14500E+02    1.42511E+02    1.13065E+00
    1.15500E+02    1.43199E+02    1.12784E+00
    1.16500E+02    1.43873E+02    1.12516E+00
    1.17500E+02    1.44532E+02    1.12247E+00
    1.18500E+02    1.45190E+02    1.11980E+00
    1.19500E+02    1.45835E+02    1.11719E+00
    1.20500E+02    1.46467E+02    1.11457E+00
    1.21500E+02    1.47099E+02    1.11201E+00
    1.22500E+02    1.47712E+02    1.10945E+00
    1.23500E+02    1.48323E+02    1.10694E+00
    1.24500E+02    1.48924E+02    1.10444E+00
    1.25500E+02    1.49511E+02    1.10196E+00
    1.26500E+02    1.50098E+02    1.09953E+00
    1.27500E+02    1.50665E+02    1.09716E+00
    1.28500E+02    1.51234E+02    1.09489E+00
    1.29500E+02    1.51790E+02    1.09258E+00
    1.30500E+02    1.52336E+02    1.09041E+00
    1.31500E+02    1.52881E+02    1.08820E+00
    1.32500E+02    1.53410E+02    1.08607E+00
    1.33500E+02    1.53946E+02    1.08387E+00
    1.34500E+02    1.54458E+02    1.08178E+00
    1.35500E+02    1.54976E+02    1.07962E+00
    1.36500E+02    1.55480E+02    1.07754E+00
    1.37500E+02    1.55983E+02    1.07542E+00
    1.38500E+02    1.56475E+02    1.07335E+00
    1.39500E+02    1.56960E+02    1.07126E+00
    1.40500E+02    1.57441E+02    1.06919E+00
    1.41500E+02    1.57915E+02    1.06712E+00
    1.42500E+02    1.58379E+02    1.06508E+00
    1.43500E+02    1.58843E+02    1.06304E+00
    1.44500E+02    1.59291E+02    1.06101E+00
    1.45500E+02    1.59745E+02    1.05899E+00
    1.46500E+02    1.60181E+02    1.05698E+00
    1.47500E+02    1.60616E+02    1.05499E+00
    1.48500E+02    1.61047E+02    1.05300E+00
    1.49500E+02    1.61463E+02    1.05102E+00
    1.50500E+02    1.61889E+02    1.04905E+00
    1.51500E+02    1.62291E+02    1.04709E+00
    1.52500E+02    1.62700E+02    1.04514E+00
    1.53500E+02    1.63097E+02    1.04320E+00
    1.54500E+02    1.63484E+02    1.04127E+00
    1.55500E+02    1.63878E+02    1.03934E+00
    1.56500E+02    1.64250E+02    1.03743E+00
    1.57500E+02    1.64632E+02    1.03552E+00
    1.58500E+02    1.64998E+02    1.03363E+00
    1.59500E+02    1.65360E+02    1.03175E+00
    1.60500E+02    1.65720E+02    1.02985E+00
    1.61500E+02    1.66069E+02    1.02797E+00
    1.62500E+02    1.66421E+02    1.02613E+00
    1.63500E+02    1.66757E+02    1.02424E+00
    1.64500E+02    1.67097E+02    1.02235E+00
    1.65500E+02    1.67425E+02    1.02050E+00
    1.66500E+02    1.67748E+02    1.01865E+00
    1.67500E+02    1.68074E+02    1.01679E+00
    1.68500E+02    1.68379E+02    1.01495E+00
    1.69500E+02    1.68694E+02    1.01311E+00
    1.70500E+02    1.68998E+02    1.01128E+00
    1.71500E+02    1.69294E+02    1.00947E+00
    1.72500E+02    1.69590E+02    1.00769E+00
    1.73500E+02    1.69875E+02    1.00593E+00
    1.74500E+02    1.70165E+02    1.00420E+00
    1.75500E+02    1.70437E+02    1.00250E+00
    1.76500E+02    1.70713E+02    1.00065E+00
