     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    2.05325E+01    3.75045E+00
    1.50000E+00    2.04049E+01    4.03878E+00
    2.50000E+00    2.02960E+01    4.04422E+00
    3.50000E+00    2.02417E+01    3.99888E+00
    4.50000E+00    2.02092E+01    3.84071E+00
    5.50000E+00    2.01651E+01    3.60175E+00
    6.50000E+00    2.00875E+01    3.11785E+00
    7.50000E+00    1.99745E+01    1.23353E+00
    8.50000E+00    1.95969E+01    2.55172E+00
    9.50000E+00    1.94388E+01    4.22729E+00
    1.05000E+01    1.93379E+01    3.82668E+00
    1.15000E+01    1.90920E+01    1.74670E+00
    1.25000E+01    1.89745E+01    1.14160E+00
    1.35000E+01    1.84236E+01    3.08810E+00
    1.45000E+01    1.82671E+01    2.43535E+00
    1.55000E+01    1.79941E+01    1.15484E+00
    1.65000E+01    1.73882E+01    2.43173E+00
    1.75000E+01    1.71665E+01    2.48635E+00
    1.85000E+01    1.65611E+01    2.81602E+00
    1.95000E+01    1.62519E+01    2.98207E+00
    2.05000E+01    1.56748E+01    2.70366E+00
    2.15000E+01    1.52443E+01    2.98076E+00
    2.25000E+01    1.46671E+01    3.09956E+00
    2.35000E+01    1.42912E+01    3.22134E+00
    2.45000E+01    1.39245E+01    3.59045E+00
    2.55000E+01    1.36301E+01    4.04482E+00
    2.65000E+01    1.36828E+01    4.35092E+00
    2.75000E+01    1.41200E+01    4.46626E+00
    2.85000E+01    1.48321E+01    4.40189E+00
    2.95000E+01    1.56424E+01    4.24203E+00
    3.05000E+01    1.64583E+01    4.11984E+00
    3.15000E+01    1.72983E+01    4.02065E+00
    3.25000E+01    1.81135E+01    3.93061E+00
    3.35000E+01    1.89032E+01    3.84566E+00
    3.45000E+01    1.96678E+01    3.77464E+00
    3.55000E+01    2.04309E+01    3.70937E+00
    3.65000E+01    2.12034E+01    3.65302E+00
    3.75000E+01    2.19418E+01    3.59685E+00
    3.85000E+01    2.26487E+01    3.53953E+00
    3.95000E+01    2.33554E+01    3.48582E+00
    4.05000E+01    2.40554E+01    3.43557E+00
    4.15000E+01    2.47069E+01    3.38922E+00
    4.25000E+01    2.53499E+01    3.34746E+00
    4.35000E+01    2.59935E+01    3.30713E+00
    4.45000E+01    2.65902E+01    3.26058E+00
    4.55000E+01    2.72014E+01    3.21560E+00
    4.65000E+01    2.77809E+01    3.17197E+00
    4.75000E+01    2.83441E+01    3.13143E+00
    4.85000E+01    2.89068E+01    3.09197E+00
    4.95000E+01    2.94292E+01    3.05639E+00
    5.05000E+01    2.99727E+01    3.02473E+00
    5.15000E+01    3.04712E+01    2.98444E+00
    5.25000E+01    3.09954E+01    2.94683E+00
    5.35000E+01    3.14708E+01    2.91298E+00
    5.45000E+01    3.19699E+01    2.88174E+00
    5.55000E+01    3.24256E+01    2.85152E+00
    5.65000E+01    3.29001E+01    2.82319E+00
    5.75000E+01    3.33437E+01    2.79736E+00
    5.85000E+01    3.37916E+01    2.77241E+00
    5.95000E+01    3.42273E+01    2.74878E+00
    6.05000E+01    3.46503E+01    2.72204E+00
    6.15000E+01    3.50823E+01    2.69734E+00
    6.25000E+01    3.54809E+01    2.67449E+00
    6.35000E+01    3.59029E+01    2.65263E+00
    6.45000E+01    3.62985E+01    2.63205E+00
    6.55000E+01    3.66900E+01    2.61246E+00
    6.65000E+01    3.70810E+01    2.59394E+00
    6.75000E+01    3.74452E+01    2.57628E+00
    6.85000E+01    3.78272E+01    2.55882E+00
    6.95000E+01    3.81938E+01    2.54190E+00
    7.05000E+01    3.85414E+01    2.52564E+00
    7.15000E+01    3.89064E+01    2.50798E+00
    7.25000E+01    3.92508E+01    2.48913E+00
    7.35000E+01    3.95872E+01    2.47016E+00
    7.45000E+01    3.99324E+01    2.45091E+00
    7.55000E+01    4.02568E+01    2.43268E+00
    7.65000E+01    4.05726E+01    2.41460E+00
    7.75000E+01    4.08943E+01    2.39613E+00
    7.85000E+01    4.11990E+01    2.37843E+00
    7.95000E+01    4.14875E+01    2.36136E+00
    8.05000E+01    4.17852E+01    2.34407E+00
    8.15000E+01    4.20714E+01    2.32730E+00
    8.25000E+01    4.23421E+01    2.31121E+00
    8.35000E+01    4.26082E+01    2.29553E+00
    8.45000E+01    4.28730E+01    2.27869E+00
    8.55000E+01    4.31239E+01    2.26162E+00
    8.65000E+01    4.33643E+01    2.24491E+00
    8.75000E+01    4.35979E+01    2.22849E+00
    8.85000E+01    4.38303E+01    2.21225E+00
    8.95000E+01    4.40498E+01    2.19641E+00
    9.05000E+01    4.42576E+01    2.18094E+00
    9.15000E+01    4.44544E+01    2.16592E+00
    9.25000E+01    4.46490E+01    2.15104E+00
    9.35000E+01    4.48370E+01    2.13648E+00
    9.45000E+01    4.50132E+01    2.12221E+00
    9.55000E+01    4.51786E+01    2.10836E+00
    9.65000E+01    4.53332E+01    2.09490E+00
    9.75000E+01    4.54742E+01    2.08210E+00
    9.85000E+01    4.56115E+01    2.06956E+00
    9.95000E+01    4.57395E+01    2.05702E+00
    1.00500E+02    4.58585E+01    2.04473E+00
    1.01500E+02    4.59670E+01    2.03263E+00
    1.02500E+02    4.60659E+01    2.02066E+00
    1.03500E+02    4.61564E+01    2.00891E+00
    1.04500E+02    4.62360E+01    1.99727E+00
    1.05500E+02    4.63078E+01    1.98586E+00
    1.06500E+02    4.63695E+01    1.97456E+00
    1.07500E+02    4.64224E+01    1.96343E+00
    1.08500E+02    4.64660E+01    1.95252E+00
    1.09500E+02    4.64992E+01    1.94172E+00
    1.10500E+02    4.65249E+01    1.93112E+00
    1.11500E+02    4.65384E+01    1.92061E+00
    1.12500E+02    4.65403E+01    1.91021E+00
    1.13500E+02    4.65240E+01    1.90122E+00
    1.14500E+02    4.64939E+01    1.89325E+00
    1.15500E+02    4.64565E+01    1.88522E+00
    1.16500E+02    4.64092E+01    1.87717E+00
    1.17500E+02    4.63540E+01    1.86918E+00
    1.18500E+02    4.62890E+01    1.86121E+00
    1.19500E+02    4.62147E+01    1.85322E+00
    1.20500E+02    4.61315E+01    1.84526E+00
    1.21500E+02    4.60383E+01    1.83732E+00
    1.22500E+02    4.59361E+01    1.82939E+00
    1.23500E+02    4.58233E+01    1.82144E+00
    1.24500E+02    4.57001E+01    1.81348E+00
    1.25500E+02    4.55670E+01    1.80554E+00
    1.26500E+02    4.54254E+01    1.79762E+00
    1.27500E+02    4.52751E+01    1.78967E+00
    1.28500E+02    4.51123E+01    1.78169E+00
    1.29500E+02    4.49372E+01    1.77370E+00
    1.30500E+02    4.47489E+01    1.76572E+00
    1.31500E+02    4.45460E+01    1.75772E+00
    1.32500E+02    4.43325E+01    1.74961E+00
    1.33500E+02    4.41035E+01    1.74152E+00
    1.34500E+02    4.38578E+01    1.73454E+00
    1.35500E+02    4.35986E+01    1.72854E+00
    1.36500E+02    4.33314E+01    1.72244E+00
    1.37500E+02    4.30544E+01    1.71631E+00
    1.38500E+02    4.27662E+01    1.71019E+00
    1.39500E+02    4.24665E+01    1.70406E+00
    1.40500E+02    4.21604E+01    1.69788E+00
    1.41500E+02    4.18410E+01    1.69170E+00
    1.42500E+02    4.15086E+01    1.68553E+00
    1.43500E+02    4.11709E+01    1.67933E+00
    1.44500E+02    4.08188E+01    1.67312E+00
    1.45500E+02    4.04527E+01    1.66690E+00
    1.46500E+02    4.00792E+01    1.66064E+00
    1.47500E+02    3.96909E+01    1.65441E+00
    1.48500E+02    3.92907E+01    1.64816E+00
    1.49500E+02    3.88774E+01    1.64188E+00
