     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    1.89492E+01    2.77839E+00
    1.50000E+00    1.88182E+01    2.82356E+00
    2.50000E+00    1.87019E+01    2.87198E+00
    3.50000E+00    1.86222E+01    2.89759E+00
    4.50000E+00    1.85332E+01    2.91873E+00
    5.50000E+00    1.84755E+01    2.91972E+00
    6.50000E+00    1.83853E+01    2.94359E+00
    7.50000E+00    1.82587E+01    2.97051E+00
    8.50000E+00    1.83942E+01    2.74033E+00
    9.50000E+00    1.82053E+01    2.76593E+00
    1.05000E+01    1.79028E+01    2.82634E+00
    1.15000E+01    1.74059E+01    2.95423E+00
    1.25000E+01    1.71642E+01    2.93791E+00
    1.35000E+01    1.73084E+01    2.65018E+00
    1.45000E+01    1.64545E+01    2.90596E+00
    1.55000E+01    1.61345E+01    2.90061E+00
    1.65000E+01    1.60499E+01    2.64350E+00
    1.75000E+01    1.53169E+01    2.85404E+00
    1.85000E+01    1.53548E+01    2.54537E+00
    1.95000E+01    1.44378E+01    2.77158E+00
    2.05000E+01    1.42710E+01    2.31333E+00
    2.15000E+01    1.37296E+01    2.41171E+00
    2.25000E+01    1.44930E+01    2.90243E+00
    2.35000E+01    1.33079E+01    1.52960E+00
    2.45000E+01    1.43517E+01    4.09563E+00
    2.55000E+01    1.46382E+01    4.47066E+00
    2.65000E+01    1.52850E+01    4.51232E+00
    2.75000E+01    1.61084E+01    4.40268E+00
    2.85000E+01    1.69559E+01    4.24404E+00
    2.95000E+01    1.78189E+01    4.11537E+00
    3.05000E+01    1.86922E+01    4.01356E+00
    3.15000E+01    1.95612E+01    3.92177E+00
    3.25000E+01    2.04306E+01    3.83624E+00
    3.35000E+01    2.12986E+01    3.76233E+00
    3.45000E+01    2.21472E+01    3.69777E+00
    3.55000E+01    2.29812E+01    3.64144E+00
    3.65000E+01    2.37841E+01    3.58320E+00
    3.75000E+01    2.45626E+01    3.52651E+00
    3.85000E+01    2.53477E+01    3.47334E+00
    3.95000E+01    2.61171E+01    3.42333E+00
    4.05000E+01    2.68606E+01    3.38032E+00
    4.15000E+01    2.75757E+01    3.34134E+00
    4.25000E+01    2.82925E+01    3.30226E+00
    4.35000E+01    2.89955E+01    3.25731E+00
    4.45000E+01    2.96718E+01    3.21584E+00
    4.55000E+01    3.03390E+01    3.17721E+00
    4.65000E+01    3.09995E+01    3.13979E+00
    4.75000E+01    3.16342E+01    3.10639E+00
    4.85000E+01    3.22682E+01    3.07389E+00
    4.95000E+01    3.28856E+01    3.04419E+00
    5.05000E+01    3.34776E+01    3.01686E+00
    5.15000E+01    3.40833E+01    2.98166E+00
    5.25000E+01    3.46618E+01    2.95120E+00
    5.35000E+01    3.52366E+01    2.92201E+00
    5.45000E+01    3.57972E+01    2.89482E+00
    5.55000E+01    3.63452E+01    2.86941E+00
    5.65000E+01    3.68931E+01    2.84357E+00
    5.75000E+01    3.74196E+01    2.82070E+00
    5.85000E+01    3.79496E+01    2.79700E+00
    5.95000E+01    3.84554E+01    2.77578E+00
    6.05000E+01    3.89678E+01    2.75326E+00
    6.15000E+01    3.94555E+01    2.72881E+00
    6.25000E+01    3.99487E+01    2.70212E+00
    6.35000E+01    4.04190E+01    2.67826E+00
    6.45000E+01    4.08950E+01    2.65443E+00
    6.55000E+01    4.13520E+01    2.63154E+00
    6.65000E+01    4.18059E+01    2.60914E+00
    6.75000E+01    4.22467E+01    2.58817E+00
    6.85000E+01    4.26798E+01    2.56787E+00
    6.95000E+01    4.31110E+01    2.54757E+00
    7.05000E+01    4.35200E+01    2.52907E+00
    7.15000E+01    4.39360E+01    2.51029E+00
    7.25000E+01    4.43314E+01    2.48848E+00
    7.35000E+01    4.47238E+01    2.46686E+00
    7.45000E+01    4.51093E+01    2.44618E+00
    7.55000E+01    4.54750E+01    2.42696E+00
    7.65000E+01    4.58466E+01    2.40710E+00
    7.75000E+01    4.62014E+01    2.38833E+00
    7.85000E+01    4.65433E+01    2.37048E+00
