     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    2.22249E+01    2.87797E+00
    1.50000E+00    2.19830E+01    2.91091E+00
    2.50000E+00    2.18034E+01    3.08957E+00
    3.50000E+00    2.16786E+01    3.22015E+00
    4.50000E+00    2.15856E+01    3.26276E+00
    5.50000E+00    2.14954E+01    3.24472E+00
    6.50000E+00    2.14682E+01    3.06210E+00
    7.50000E+00    2.14383E+01    2.55271E+00
    8.50000E+00    2.13555E+01    2.67425E+00
    9.50000E+00    2.11741E+01    2.89997E+00
    1.05000E+01    2.09874E+01    2.89267E+00
    1.15000E+01    2.07829E+01    2.74530E+00
    1.25000E+01    2.04841E+01    2.59585E+00
    1.35000E+01    2.03806E+01    2.85006E+00
    1.45000E+01    2.02509E+01    2.84920E+00
    1.55000E+01    2.01627E+01    2.81158E+00
    1.65000E+01    2.02403E+01    2.90038E+00
    1.75000E+01    2.08137E+01    2.80434E+00
    1.85000E+01    2.19186E+01    2.67990E+00
    1.95000E+01    2.32338E+01    2.56478E+00
    2.05000E+01    2.47067E+01    2.47154E+00
    2.15000E+01    2.62627E+01    2.39689E+00
    2.25000E+01    2.78543E+01    2.34357E+00
    2.35000E+01    2.94110E+01    2.29900E+00
    2.45000E+01    3.09770E+01    2.24968E+00
    2.55000E+01    3.25379E+01    2.20286E+00
    2.65000E+01    3.41495E+01    2.16347E+00
    2.75000E+01    3.57490E+01    2.12994E+00
    2.85000E+01    3.73381E+01    2.10044E+00
    2.95000E+01    3.89337E+01    2.06765E+00
    3.05000E+01    4.05093E+01    2.03651E+00
    3.15000E+01    4.21020E+01    2.00717E+00
    3.25000E+01    4.36585E+01    1.98087E+00
    3.35000E+01    4.52113E+01    1.95726E+00
    3.45000E+01    4.67549E+01    1.93484E+00
    3.55000E+01    4.82904E+01    1.91473E+00
    3.65000E+01    4.98090E+01    1.89217E+00
    3.75000E+01    5.13064E+01    1.86869E+00
    3.85000E+01    5.28036E+01    1.84654E+00
    3.95000E+01    5.42896E+01    1.82605E+00
    4.05000E+01    5.57596E+01    1.80745E+00
    4.15000E+01    5.72175E+01    1.78956E+00
    4.25000E+01    5.86583E+01    1.77282E+00
    4.35000E+01    6.00990E+01    1.75743E+00
    4.45000E+01    6.15162E+01    1.74295E+00
    4.55000E+01    6.29292E+01    1.72583E+00
    4.65000E+01    6.43240E+01    1.70876E+00
    4.75000E+01    6.57105E+01    1.69240E+00
    4.85000E+01    6.70902E+01    1.67726E+00
    4.95000E+01    6.84391E+01    1.66315E+00
    5.05000E+01    6.97863E+01    1.64936E+00
    5.15000E+01    7.11301E+01    1.63628E+00
    5.25000E+01    7.24470E+01    1.62393E+00
    5.35000E+01    7.37626E+01    1.61250E+00
    5.45000E+01    7.50559E+01    1.60169E+00
    5.55000E+01    7.63336E+01    1.59142E+00
    5.65000E+01    7.76059E+01    1.58053E+00
    5.75000E+01    7.88653E+01    1.56780E+00
    5.85000E+01    8.01108E+01    1.55602E+00
    5.95000E+01    8.13361E+01    1.54482E+00
    6.05000E+01    8.25492E+01    1.53432E+00
    6.15000E+01    8.37575E+01    1.52427E+00
    6.25000E+01    8.49421E+01    1.51462E+00
    6.35000E+01    8.61152E+01    1.50547E+00
    6.45000E+01    8.72735E+01    1.49652E+00
    6.55000E+01    8.84171E+01    1.48803E+00
    6.65000E+01    8.95471E+01    1.47982E+00
    6.75000E+01    9.06604E+01    1.47195E+00
    6.85000E+01    9.17659E+01    1.46450E+00
    6.95000E+01    9.28576E+01    1.45725E+00
    7.05000E+01    9.39284E+01    1.45003E+00
    7.15000E+01    9.49868E+01    1.44261E+00
    7.25000E+01    9.60301E+01    1.43545E+00
    7.35000E+01    9.70619E+01    1.42775E+00
    7.45000E+01    9.80787E+01    1.42025E+00
    7.55000E+01    9.90769E+01    1.41327E+00
    7.65000E+01    1.00065E+02    1.40638E+00
    7.75000E+01    1.01037E+02    1.39981E+00
    7.85000E+01    1.01994E+02    1.39347E+00
    7.95000E+01    1.02936E+02    1.38726E+00
    8.05000E+01    1.03861E+02    1.38136E+00
    8.15000E+01    1.04778E+02    1.37548E+00
    8.25000E+01    1.05678E+02    1.36989E+00
    8.35000E+01    1.06561E+02    1.36439E+00
    8.45000E+01    1.07431E+02    1.35910E+00
    8.55000E+01    1.08288E+02    1.35402E+00
    8.65000E+01    1.09136E+02    1.34894E+00
