     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    1.98803E+01    2.93887E+00
    1.50000E+00    1.97355E+01    2.83213E+00
    2.50000E+00    1.96106E+01    2.62151E+00
    3.50000E+00    1.95364E+01    2.45876E+00
    4.50000E+00    1.94915E+01    2.36908E+00
    5.50000E+00    1.94605E+01    2.37427E+00
    6.50000E+00    1.94105E+01    2.14003E+00
    7.50000E+00    1.93275E+01    5.58714E-01
    8.50000E+00    1.91240E+01    2.53634E+00
    9.50000E+00    1.89775E+01    3.40691E+00
    1.05000E+01    1.87655E+01    2.90162E+00
    1.15000E+01    1.84686E+01    1.87752E-01
    1.25000E+01    1.82501E+01    7.46849E-01
    1.35000E+01    1.79067E+01    2.77941E+00
    1.45000E+01    1.75839E+01    9.19946E-01
    1.55000E+01    1.72448E+01    7.54642E-01
    1.65000E+01    1.68113E+01    2.38391E+00
    1.75000E+01    1.64050E+01    1.29739E+00
    1.85000E+01    1.59731E+01    2.60590E+00
    1.95000E+01    1.54569E+01    1.55514E+00
    2.05000E+01    1.49666E+01    2.28915E+00
    2.15000E+01    1.43603E+01    1.71454E+00
    2.25000E+01    1.38480E+01    2.24128E+00
    2.35000E+01    1.33048E+01    1.53365E+00
    2.45000E+01    1.28308E+01    2.26109E+00
    2.55000E+01    1.23656E+01    1.92826E+00
    2.65000E+01    1.21386E+01    2.86258E+00
    2.75000E+01    1.19997E+01    3.58702E+00
    2.85000E+01    1.21295E+01    4.15361E+00
    2.95000E+01    1.25486E+01    4.28939E+00
    3.05000E+01    1.32683E+01    4.17413E+00
    3.15000E+01    1.39727E+01    4.06558E+00
    3.25000E+01    1.46164E+01    3.98542E+00
    3.35000E+01    1.52735E+01    3.91527E+00
    3.45000E+01    1.59133E+01    3.84742E+00
    3.55000E+01    1.65016E+01    3.78185E+00
    3.65000E+01    1.71296E+01    3.72370E+00
    3.75000E+01    1.76985E+01    3.66761E+00
    3.85000E+01    1.82695E+01    3.61247E+00
    3.95000E+01    1.88251E+01    3.55384E+00
    4.05000E+01    1.93475E+01    3.49355E+00
    4.15000E+01    1.98701E+01    3.43668E+00
    4.25000E+01    2.03569E+01    3.38103E+00
    4.35000E+01    2.08494E+01    3.32658E+00
    4.45000E+01    2.13088E+01    3.26971E+00
    4.55000E+01    2.17624E+01    3.21466E+00
    4.65000E+01    2.21983E+01    3.15996E+00
    4.75000E+01    2.26066E+01    3.10912E+00
    4.85000E+01    2.30253E+01    3.06147E+00
    4.95000E+01    2.33986E+01    3.01942E+00
    5.05000E+01    2.37737E+01    2.97444E+00
    5.15000E+01    2.41264E+01    2.92910E+00
    5.25000E+01    2.44543E+01    2.88768E+00
    5.35000E+01    2.48096E+01    2.84766E+00
    5.45000E+01    2.51359E+01    2.80861E+00
    5.55000E+01    2.54249E+01    2.77034E+00
    5.65000E+01    2.57215E+01    2.73486E+00
    5.75000E+01    2.60145E+01    2.70159E+00
    5.85000E+01    2.62867E+01    2.66884E+00
    5.95000E+01    2.65380E+01    2.63834E+00
    6.05000E+01    2.67973E+01    2.61027E+00
    6.15000E+01    2.70373E+01    2.58310E+00
    6.25000E+01    2.72600E+01    2.55661E+00
    6.35000E+01    2.74680E+01    2.53048E+00
    6.45000E+01    2.76861E+01    2.50494E+00
    6.55000E+01    2.78926E+01    2.48078E+00
    6.65000E+01    2.80853E+01    2.45673E+00
    6.75000E+01    2.82647E+01    2.43308E+00
    6.85000E+01    2.84343E+01    2.40971E+00
    6.95000E+01    2.86054E+01    2.38660E+00
    7.05000E+01    2.87726E+01    2.36419E+00
    7.15000E+01    2.89282E+01    2.34203E+00
    7.25000E+01    2.90729E+01    2.32034E+00
    7.35000E+01    2.92080E+01    2.29900E+00
    7.45000E+01    2.93317E+01    2.27941E+00
    7.55000E+01    2.94440E+01    2.26142E+00
    7.65000E+01    2.95499E+01    2.24383E+00
    7.75000E+01    2.96498E+01    2.22708E+00
    7.85000E+01    2.97381E+01    2.21101E+00
    7.95000E+01    2.98143E+01    2.19562E+00
    8.05000E+01    2.98798E+01    2.18105E+00
