     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    1.97590E+01    2.77864E+00
    1.50000E+00    1.96074E+01    2.60124E+00
    2.50000E+00    1.94925E+01    2.39651E+00
    3.50000E+00    1.94643E+01    2.40029E+00
    4.50000E+00    1.94412E+01    2.39793E+00
    5.50000E+00    1.94075E+01    2.40294E+00
    6.50000E+00    1.93536E+01    2.18325E+00
    7.50000E+00    1.91930E+01    9.15561E-01
    8.50000E+00    1.90475E+01    2.55093E+00
    9.50000E+00    1.88889E+01    3.24950E+00
    1.05000E+01    1.86559E+01    2.72443E+00
    1.15000E+01    1.83663E+01    4.70825E-01
    1.25000E+01    1.80730E+01    1.20461E+00
    1.35000E+01    1.78087E+01    2.72088E+00
    1.45000E+01    1.74351E+01    8.72209E-01
    1.55000E+01    1.70545E+01    1.24204E+00
    1.65000E+01    1.67022E+01    2.37487E+00
    1.75000E+01    1.63138E+01    1.44233E+00
    1.85000E+01    1.58698E+01    2.57538E+00
    1.95000E+01    1.53711E+01    1.66098E+00
    2.05000E+01    1.48553E+01    2.25012E+00
    2.15000E+01    1.42579E+01    1.82775E+00
    2.25000E+01    1.37169E+01    2.10693E+00
    2.35000E+01    1.31800E+01    1.69691E+00
    2.45000E+01    1.26791E+01    2.07357E+00
    2.55000E+01    1.22487E+01    2.00289E+00
    2.65000E+01    1.19797E+01    2.57756E+00
    2.75000E+01    1.17774E+01    3.35408E+00
    2.85000E+01    1.18584E+01    4.06102E+00
    2.95000E+01    1.22535E+01    4.26654E+00
    3.05000E+01    1.29065E+01    4.21310E+00
    3.15000E+01    1.35614E+01    4.08543E+00
    3.25000E+01    1.42333E+01    4.00881E+00
    3.35000E+01    1.48658E+01    3.94234E+00
    3.45000E+01    1.54570E+01    3.87087E+00
    3.55000E+01    1.60856E+01    3.80472E+00
    3.65000E+01    1.66529E+01    3.74415E+00
    3.75000E+01    1.72254E+01    3.68466E+00
    3.85000E+01    1.77754E+01    3.62869E+00
    3.95000E+01    1.83080E+01    3.56873E+00
    4.05000E+01    1.88295E+01    3.50640E+00
    4.15000E+01    1.93195E+01    3.44692E+00
    4.25000E+01    1.98083E+01    3.38960E+00
    4.35000E+01    2.02734E+01    3.33255E+00
    4.45000E+01    2.07242E+01    3.27455E+00
    4.55000E+01    2.11659E+01    3.21781E+00
    4.65000E+01    2.15691E+01    3.16200E+00
    4.75000E+01    2.19915E+01    3.11085E+00
    4.85000E+01    2.23679E+01    3.06286E+00
    4.95000E+01    2.27442E+01    3.01875E+00
    5.05000E+01    2.30995E+01    2.97299E+00
    5.15000E+01    2.34182E+01    2.92678E+00
    5.25000E+01    2.37558E+01    2.88596E+00
    5.35000E+01    2.40859E+01    2.84580E+00
    5.45000E+01    2.43824E+01    2.80634E+00
    5.55000E+01    2.46698E+01    2.76859E+00
    5.65000E+01    2.49505E+01    2.73277E+00
    5.75000E+01    2.52165E+01    2.69916E+00
    5.85000E+01    2.54636E+01    2.66654E+00
    5.95000E+01    2.57153E+01    2.63589E+00
    6.05000E+01    2.59498E+01    2.60651E+00
    6.15000E+01    2.61670E+01    2.57794E+00
    6.25000E+01    2.63686E+01    2.55004E+00
    6.35000E+01    2.65649E+01    2.52207E+00
    6.45000E+01    2.67655E+01    2.49546E+00
    6.55000E+01    2.69511E+01    2.47003E+00
    6.65000E+01    2.71239E+01    2.44512E+00
    6.75000E+01    2.72842E+01    2.42078E+00
    6.85000E+01    2.74351E+01    2.39673E+00
    6.95000E+01    2.75856E+01    2.37292E+00
    7.05000E+01    2.77326E+01    2.34973E+00
    7.15000E+01    2.78679E+01    2.32715E+00
    7.25000E+01    2.79922E+01    2.30536E+00
    7.35000E+01    2.81063E+01    2.28472E+00
    7.45000E+01    2.82078E+01    2.26610E+00
    7.55000E+01    2.82980E+01    2.24822E+00
    7.65000E+01    2.83765E+01    2.23084E+00
    7.75000E+01    2.84442E+01    2.21420E+00
    7.85000E+01    2.85014E+01    2.19837E+00
    7.95000E+01    2.85514E+01    2.18362E+00
    8.05000E+01    2.85900E+01    2.16975E+00
    8.15000E+01    2.86162E+01    2.15625E+00
    8.25000E+01    2.86311E+01    2.14337E+00
    8.35000E+01    2.86341E+01    2.13083E+00
    8.45000E+01    2.86251E+01    2.11861E+00
    8.55000E+01    2.86047E+01    2.10663E+00
    8.65000E+01    2.85722E+01    2.09473E+00
    8.75000E+01    2.85274E+01    2.08353E+00
    8.85000E+01    2.84706E+01    2.07305E+00
    8.95000E+01    2.84016E+01    2.06313E+00
    9.05000E+01    2.83181E+01    2.05366E+00
    9.15000E+01    2.82202E+01    2.04460E+00
    9.25000E+01    2.81074E+01    2.03597E+00
    9.35000E+01    2.79796E+01    2.02767E+00
    9.45000E+01    2.78357E+01    2.01976E+00
    9.55000E+01    2.76763E+01    2.01220E+00
    9.65000E+01    2.75010E+01    2.00498E+00
    9.75000E+01    2.73170E+01    1.99828E+00
    9.85000E+01    2.71162E+01    1.99179E+00
    9.95000E+01    2.68973E+01    1.98548E+00
    1.00500E+02    2.66624E+01    1.97937E+00
    1.01500E+02    2.64139E+01    1.97353E+00
    1.02500E+02    2.61534E+01    1.96792E+00
    1.03500E+02    2.58755E+01    1.96245E+00
    1.04500E+02    2.55777E+01    1.95706E+00
    1.05500E+02    2.52710E+01    1.95194E+00
    1.06500E+02    2.49461E+01    1.94687E+00
    1.07500E+02    2.46009E+01    1.94180E+00
    1.08500E+02    2.42458E+01    1.93687E+00
    1.09500E+02    2.38726E+01    1.93193E+00
    1.10500E+02    2.34792E+01    1.92692E+00
    1.11500E+02    2.30728E+01    1.92189E+00
    1.12500E+02    2.26368E+01    1.91681E+00
    1.13500E+02    2.21797E+01    1.91172E+00
    1.14500E+02    2.16971E+01    1.90654E+00
    1.15500E+02    2.11961E+01    1.90150E+00
    1.16500E+02    2.06746E+01    1.89653E+00
    1.17500E+02    2.01374E+01    1.89156E+00
    1.18500E+02    1.95797E+01    1.88651E+00
    1.19500E+02    1.90049E+01    1.88135E+00
    1.20500E+02    1.84085E+01    1.87609E+00
    1.21500E+02    1.77980E+01    1.87075E+00
    1.22500E+02    1.71673E+01    1.86528E+00
    1.23500E+02    1.65149E+01    1.85969E+00
    1.24500E+02    1.54845E+01    1.85472E+00
    1.25500E+02    1.42468E+01    1.84990E+00
    1.26500E+02    1.29339E+01    1.84491E+00
    1.27500E+02    1.15387E+01    1.83967E+00
    1.28500E+02    1.00434E+01    1.83417E+00
    1.29500E+02    8.44022E+00    1.82840E+00
    1.30500E+02    6.54675E+00    1.82244E+00
    1.31500E+02    0.00000E+00    0.00000E+00
