     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    2.11671E+01    3.61735E+00
    1.50000E+00    2.10062E+01    3.81547E+00
    2.50000E+00    2.07841E+01    4.17950E+00
    3.50000E+00    2.06294E+01    4.41784E+00
    4.50000E+00    2.05481E+01    4.39426E+00
    5.50000E+00    2.04868E+01    4.20576E+00
    6.50000E+00    2.04432E+01    3.75095E+00
    7.50000E+00    2.03318E+01    2.08619E+00
    8.50000E+00    2.01793E+01    3.07577E+00
    9.50000E+00    2.00130E+01    3.97898E+00
    1.05000E+01    1.97956E+01    3.87413E+00
    1.15000E+01    1.94673E+01    2.79007E+00
    1.25000E+01    1.92448E+01    1.73448E+00
    1.35000E+01    1.89652E+01    3.24994E+00
    1.45000E+01    1.84991E+01    2.95001E+00
    1.55000E+01    1.82649E+01    1.73253E+00
    1.65000E+01    1.79125E+01    2.80275E+00
    1.75000E+01    1.74670E+01    3.09065E+00
    1.85000E+01    1.72010E+01    3.38628E+00
    1.95000E+01    1.66996E+01    3.53344E+00
    2.05000E+01    1.62975E+01    3.51412E+00
    2.15000E+01    1.57851E+01    3.63815E+00
    2.25000E+01    1.53415E+01    3.86641E+00
    2.35000E+01    1.50046E+01    4.03231E+00
    2.45000E+01    1.46936E+01    4.30394E+00
    2.55000E+01    1.47009E+01    4.47215E+00
    2.65000E+01    1.51092E+01    4.51439E+00
    2.75000E+01    1.58504E+01    4.42941E+00
    2.85000E+01    1.67395E+01    4.26941E+00
    2.95000E+01    1.76401E+01    4.13204E+00
    3.05000E+01    1.85425E+01    4.02636E+00
    3.15000E+01    1.94594E+01    3.92957E+00
    3.25000E+01    2.03783E+01    3.83934E+00
    3.35000E+01    2.12882E+01    3.76286E+00
    3.45000E+01    2.21852E+01    3.69599E+00
    3.55000E+01    2.30730E+01    3.63743E+00
    3.65000E+01    2.39355E+01    3.57564E+00
    3.75000E+01    2.47756E+01    3.51641E+00
    3.85000E+01    2.55963E+01    3.46393E+00
    3.95000E+01    2.64147E+01    3.41363E+00
    4.05000E+01    2.72274E+01    3.36889E+00
    4.15000E+01    2.80107E+01    3.32862E+00
    4.25000E+01    2.87637E+01    3.28727E+00
    4.35000E+01    2.94917E+01    3.24346E+00
    4.45000E+01    3.02430E+01    3.20016E+00
    4.55000E+01    3.09587E+01    3.16188E+00
    4.65000E+01    3.16437E+01    3.12644E+00
    4.75000E+01    3.23314E+01    3.09327E+00
    4.85000E+01    3.30143E+01    3.06164E+00
    4.95000E+01    3.36624E+01    3.03353E+00
    5.05000E+01    3.43139E+01    3.00282E+00
    5.15000E+01    3.49661E+01    2.96895E+00
    5.25000E+01    3.55848E+01    2.93934E+00
    5.35000E+01    3.62201E+01    2.90921E+00
    5.45000E+01    3.68347E+01    2.88127E+00
    5.55000E+01    3.74313E+01    2.85498E+00
    5.65000E+01    3.80493E+01    2.82804E+00
    5.75000E+01    3.86356E+01    2.80370E+00
    5.85000E+01    3.92320E+01    2.77928E+00
    5.95000E+01    3.98167E+01    2.75580E+00
    6.05000E+01    4.03879E+01    2.72904E+00
    6.15000E+01    4.09688E+01    2.70127E+00
    6.25000E+01    4.15183E+01    2.67631E+00
    6.35000E+01    4.20878E+01    2.65009E+00
    6.45000E+01    4.26320E+01    2.62633E+00
    6.55000E+01    4.31820E+01    2.60323E+00
    6.65000E+01    4.37155E+01    2.58079E+00
    6.75000E+01    4.42445E+01    2.55970E+00
    6.85000E+01    4.47684E+01    2.53968E+00
    6.95000E+01    4.52867E+01    2.52003E+00
    7.05000E+01    4.57971E+01    2.49872E+00
    7.15000E+01    4.62980E+01    2.47632E+00
    7.25000E+01    4.67938E+01    2.45411E+00
    7.35000E+01    4.72804E+01    2.43314E+00
    7.45000E+01    4.77617E+01    2.41323E+00
    7.55000E+01    4.82323E+01    2.39342E+00
    7.65000E+01    4.86959E+01    2.37457E+00
    7.75000E+01    4.91554E+01    2.35664E+00
    7.85000E+01    4.95991E+01    2.33917E+00
    7.95000E+01    5.00471E+01    2.32212E+00
    8.05000E+01    5.04713E+01    2.30628E+00
    8.15000E+01    5.09091E+01    2.29027E+00
    8.25000E+01    5.13261E+01    2.27193E+00
    8.35000E+01    5.17396E+01    2.25385E+00
    8.45000E+01    5.21448E+01    2.23671E+00
    8.55000E+01    5.25333E+01    2.22029E+00
    8.65000E+01    5.29308E+01    2.20365E+00
    8.75000E+01    5.33075E+01    2.18794E+00
    8.85000E+01    5.36796E+01    2.17293E+00
    8.95000E+01    5.40476E+01    2.15824E+00
    9.05000E+01    5.43993E+01    2.14401E+00
    9.15000E+01    5.47516E+01    2.13016E+00
    9.25000E+01    5.50933E+01    2.11683E+00
    9.35000E+01    5.54217E+01    2.10419E+00
    9.45000E+01    5.57510E+01    2.09166E+00
    9.55000E+01    5.60701E+01    2.07777E+00
    9.65000E+01    5.63747E+01    2.06376E+00
    9.75000E+01    5.66759E+01    2.05014E+00
    9.85000E+01    5.69728E+01    2.03698E+00
    9.95000E+01    5.72561E+01    2.02414E+00
    1.00500E+02    5.75287E+01    2.01170E+00
    1.01500E+02    5.78017E+01    1.99920E+00
    1.02500E+02    5.80631E+01    1.98704E+00
    1.03500E+02    5.83131E+01    1.97530E+00
    1.04500E+02    5.85533E+01    1.96379E+00
    1.05500E+02    5.87929E+01    1.95263E+00
    1.06500E+02    5.90210E+01    1.94168E+00
    1.07500E+02    5.92385E+01    1.93100E+00
    1.08500E+02    5.94442E+01    1.92067E+00
    1.09500E+02    5.96459E+01    1.91043E+00
    1.10500E+02    5.98397E+01    1.90020E+00
    1.11500E+02    6.00228E+01    1.88986E+00
    1.12500E+02    6.01973E+01    1.87971E+00
    1.13500E+02    6.03613E+01    1.86975E+00
