     R_cyl [km]         z [km]        T [MeV]
    5.00000E-01    2.24328E+01    2.68596E+00
    1.50000E+00    2.22815E+01    2.58974E+00
    2.50000E+00    2.21684E+01    2.65179E+00
    3.50000E+00    2.20915E+01    2.70985E+00
    4.50000E+00    2.20370E+01    2.71247E+00
    5.50000E+00    2.19651E+01    2.69209E+00
    6.50000E+00    2.18208E+01    2.68202E+00
    7.50000E+00    2.15083E+01    2.55073E+00
    8.50000E+00    2.14260E+01    2.61736E+00
    9.50000E+00    2.13340E+01    2.72451E+00
    1.05000E+01    2.12165E+01    2.67166E+00
    1.15000E+01    2.09978E+01    2.60266E+00
    1.25000E+01    2.04987E+01    2.60032E+00
    1.35000E+01    2.03871E+01    2.84611E+00
    1.45000E+01    2.02222E+01    2.86208E+00
    1.55000E+01    1.99087E+01    2.86020E+00
    1.65000E+01    1.95704E+01    3.12622E+00
    1.75000E+01    1.94872E+01    3.24551E+00
    1.85000E+01    1.96969E+01    3.25222E+00
    1.95000E+01    2.02948E+01    3.12506E+00
    2.05000E+01    2.14223E+01    2.96942E+00
    2.15000E+01    2.27835E+01    2.83267E+00
    2.25000E+01    2.42335E+01    2.73004E+00
    2.35000E+01    2.56987E+01    2.64928E+00
    2.45000E+01    2.71775E+01    2.58373E+00
    2.55000E+01    2.86688E+01    2.52606E+00
    2.65000E+01    3.01947E+01    2.47040E+00
    2.75000E+01    3.17229E+01    2.42139E+00
    2.85000E+01    3.32390E+01    2.37680E+00
    2.95000E+01    3.47538E+01    2.33973E+00
    3.05000E+01    3.62638E+01    2.30644E+00
    3.15000E+01    3.77614E+01    2.27150E+00
    3.25000E+01    3.92417E+01    2.23514E+00
    3.35000E+01    4.07018E+01    2.20221E+00
    3.45000E+01    4.21651E+01    2.17268E+00
    3.55000E+01    4.36061E+01    2.14510E+00
    3.65000E+01    4.50442E+01    2.12009E+00
    3.75000E+01    4.64476E+01    2.09708E+00
    3.85000E+01    4.78664E+01    2.07046E+00
    3.95000E+01    4.92671E+01    2.04330E+00
    4.05000E+01    5.06515E+01    2.01838E+00
    4.15000E+01    5.20347E+01    1.99530E+00
    4.25000E+01    5.33930E+01    1.97366E+00
    4.35000E+01    5.47575E+01    1.95322E+00
    4.45000E+01    5.61123E+01    1.93409E+00
    4.55000E+01    5.74385E+01    1.91649E+00
    4.65000E+01    5.87747E+01    1.89715E+00
    4.75000E+01    6.00973E+01    1.87666E+00
    4.85000E+01    6.14059E+01    1.85673E+00
    4.95000E+01    6.27065E+01    1.83833E+00
    5.05000E+01    6.39962E+01    1.82106E+00
    5.15000E+01    6.52832E+01    1.80443E+00
    5.25000E+01    6.65516E+01    1.78875E+00
    5.35000E+01    6.78224E+01    1.77374E+00
    5.45000E+01    6.90714E+01    1.75969E+00
    5.55000E+01    7.03096E+01    1.74646E+00
    5.65000E+01    7.15448E+01    1.73252E+00
    5.75000E+01    7.27713E+01    1.71646E+00
    5.85000E+01    7.39896E+01    1.70136E+00
    5.95000E+01    7.51899E+01    1.68716E+00
    6.05000E+01    7.63794E+01    1.67367E+00
    6.15000E+01    7.75628E+01    1.66077E+00
    6.25000E+01    7.87329E+01    1.64848E+00
    6.35000E+01    7.98964E+01    1.63669E+00
    6.45000E+01    8.10469E+01    1.62532E+00
    6.55000E+01    8.21874E+01    1.61446E+00
    6.65000E+01    8.33137E+01    1.60409E+00
    6.75000E+01    8.44224E+01    1.59429E+00
    6.85000E+01    8.55315E+01    1.58491E+00
    6.95000E+01    8.66318E+01    1.57311E+00
    7.05000E+01    8.77164E+01    1.56193E+00
    7.15000E+01    8.87893E+01    1.55123E+00
    7.25000E+01    8.98489E+01    1.54104E+00
    7.35000E+01    9.09012E+01    1.53125E+00
    7.45000E+01    9.19400E+01    1.52172E+00
    7.55000E+01    9.29639E+01    1.51268E+00
    7.65000E+01    9.39793E+01    1.50375E+00
    7.75000E+01    9.49818E+01    1.49514E+00
    7.85000E+01    9.59724E+01    1.48684E+00
    7.95000E+01    9.69489E+01    1.47880E+00
    8.05000E+01    9.79133E+01    1.47115E+00
    8.15000E+01    9.88725E+01    1.46356E+00
    8.25000E+01    9.98171E+01    1.45641E+00
    8.35000E+01    1.00749E+02    1.44918E+00
    8.45000E+01    1.01666E+02    1.44248E+00
    8.55000E+01    1.02571E+02    1.43461E+00
    8.65000E+01    1.03471E+02    1.42682E+00
