           time        x coord        y coord        z coord         radius           dens           temp             ye            |v|             vx             vy             vz
            sec             km             km             km             km         g/cm^3             GK              -           cm/s           cm/s           cm/s           cm/s
     4.4405E-02    -1.6388E+02     1.6695E+01    -9.9283E+01     1.9234E+02     7.1360E+08     1.5205E+01     2.2628E-01     3.1267E+09    -4.6214E+08    -3.0880E+09    -1.6523E+08
     4.4578E-02    -1.6459E+02     1.1336E+01    -9.9571E+01     1.9270E+02     7.0786E+08     1.5188E+01     2.2667E-01     3.1221E+09    -3.6157E+08    -3.0966E+09    -1.6682E+08
     4.4752E-02    -1.6514E+02     5.9447E+00    -9.9862E+01     1.9307E+02     7.0218E+08     1.5171E+01     2.2707E-01     3.1172E+09    -2.6084E+08    -3.1017E+09    -1.6843E+08
     4.4927E-02    -1.6550E+02     5.2539E-01    -1.0016E+02     1.9345E+02     6.9595E+08     1.5153E+01     2.2754E-01     3.1121E+09    -1.6022E+08    -3.1033E+09    -1.7003E+08
     4.5102E-02    -1.6570E+02    -4.9113E+00    -1.0046E+02     1.9383E+02     6.9030E+08     1.5136E+01     2.2794E-01     3.1072E+09    -5.9613E+07    -3.1019E+09    -1.7150E+08
     4.5277E-02    -1.6571E+02    -1.0356E+01    -1.0076E+02     1.9422E+02     6.8465E+08     1.5120E+01     2.2835E-01     3.1023E+09     4.0686E+07    -3.0972E+09    -1.7288E+08
     4.5453E-02    -1.6555E+02    -1.5798E+01    -1.0106E+02     1.9461E+02     6.7855E+08     1.5103E+01     2.2883E-01     3.0968E+09     1.4031E+08    -3.0887E+09    -1.7427E+08
     4.5629E-02    -1.6522E+02    -2.1223E+01    -1.0137E+02     1.9500E+02     6.7302E+08     1.5087E+01     2.2924E-01     3.0918E+09     2.3943E+08    -3.0775E+09    -1.7542E+08
     4.5805E-02    -1.6471E+02    -2.6628E+01    -1.0168E+02     1.9539E+02     6.6731E+08     1.5071E+01     2.2966E-01     3.0867E+09     3.3773E+08    -3.0631E+09    -1.7639E+08
     4.5981E-02    -1.6403E+02    -3.2006E+01    -1.0199E+02     1.9579E+02     6.6176E+08     1.5054E+01     2.3008E-01     3.0816E+09     4.3520E+08    -3.0455E+09    -1.7728E+08
     4.6158E-02    -1.6318E+02    -3.7355E+01    -1.0231E+02     1.9619E+02     6.5568E+08     1.5037E+01     2.3057E-01     3.0761E+09     5.3154E+08    -3.0246E+09    -1.7807E+08
     4.6334E-02    -1.6216E+02    -4.2667E+01    -1.0262E+02     1.9659E+02     6.5009E+08     1.5020E+01     2.3100E-01     3.0709E+09     6.2695E+08    -3.0009E+09    -1.7866E+08
     4.6511E-02    -1.6097E+02    -4.7941E+01    -1.0294E+02     1.9699E+02     6.4437E+08     1.5004E+01     2.3145E-01     3.0658E+09     7.2140E+08    -2.9743E+09    -1.7912E+08
     4.6687E-02    -1.5961E+02    -5.3167E+01    -1.0325E+02     1.9739E+02     6.3846E+08     1.4987E+01     2.3195E-01     3.0605E+09     8.1447E+08    -2.9446E+09    -1.7961E+08
     4.6864E-02    -1.5809E+02    -5.8337E+01    -1.0357E+02     1.9780E+02     6.3301E+08     1.4970E+01     2.3236E-01     3.0554E+09     9.0609E+08    -2.9124E+09    -1.7988E+08
     4.7040E-02    -1.5641E+02    -6.3451E+01    -1.0389E+02     1.9820E+02     6.2740E+08     1.4954E+01     2.3281E-01     3.0504E+09     9.9643E+08    -2.8774E+09    -1.8010E+08
     4.7217E-02    -1.5457E+02    -6.8503E+01    -1.0421E+02     1.9861E+02     6.2147E+08     1.4937E+01     2.3331E-01     3.0451E+09     1.0850E+09    -2.8396E+09    -1.8036E+08
     4.7393E-02    -1.5258E+02    -7.3481E+01    -1.0453E+02     1.9901E+02     6.1595E+08     1.4920E+01     2.3375E-01     3.0403E+09     1.1720E+09    -2.7996E+09    -1.8049E+08
