           time        x coord        y coord        z coord         radius           dens           temp             ye            |v|             vx             vy             vz
            sec             km             km             km             km         g/cm^3             GK              -           cm/s           cm/s           cm/s           cm/s
     4.4405E-02    -4.7645E+01    -8.8147E+01     1.2445E+02     1.5977E+02     1.8596E+08     1.3905E+01     3.1119E-01     3.6156E+09     3.1660E+09    -1.7265E+09     2.6191E+08
     4.4578E-02    -4.2072E+01    -9.0958E+01     1.2490E+02     1.6014E+02     1.8384E+08     1.3879E+01     3.1154E-01     3.6105E+09     3.2653E+09    -1.5179E+09     2.6367E+08
     4.4752E-02    -3.6315E+01    -9.3414E+01     1.2536E+02     1.6050E+02     1.8168E+08     1.3851E+01     3.1194E-01     3.6065E+09     3.3515E+09    -1.3056E+09     2.6465E+08
     4.4927E-02    -3.0396E+01    -9.5506E+01     1.2583E+02     1.6087E+02     1.7937E+08     1.3819E+01     3.1233E-01     3.6031E+09     3.4242E+09    -1.0894E+09     2.6496E+08
     4.5102E-02    -2.4342E+01    -9.7224E+01     1.2629E+02     1.6123E+02     1.7703E+08     1.3788E+01     3.1275E-01     3.6006E+09     3.4837E+09    -8.7060E+08     2.6487E+08
     4.5277E-02    -1.8181E+01    -9.8559E+01     1.2675E+02     1.6159E+02     1.7464E+08     1.3755E+01     3.1316E-01     3.5984E+09     3.5293E+09    -6.4981E+08     2.6479E+08
     4.5453E-02    -1.1943E+01    -9.9507E+01     1.2722E+02     1.6196E+02     1.7230E+08     1.3723E+01     3.1360E-01     3.5961E+09     3.5607E+09    -4.2803E+08     2.6493E+08
     4.5629E-02    -5.6600E+00    -1.0006E+02     1.2769E+02     1.6232E+02     1.6996E+08     1.3692E+01     3.1407E-01     3.5946E+09     3.5789E+09    -2.0572E+08     2.6526E+08
     4.5805E-02     6.4468E-01    -1.0023E+02     1.2816E+02     1.6270E+02     1.6762E+08     1.3659E+01     3.1451E-01     3.5924E+09     3.5824E+09     1.6535E+07     2.6592E+08
     4.5981E-02     6.9460E+00    -1.0001E+02     1.2862E+02     1.6308E+02     1.6528E+08     1.3626E+01     3.1499E-01     3.5906E+09     3.5727E+09     2.3857E+08     2.6696E+08
     4.6158E-02     1.3222E+01    -9.9391E+01     1.2910E+02     1.6346E+02     1.6298E+08     1.3591E+01     3.1542E-01     3.5875E+09     3.5478E+09     4.5934E+08     2.6845E+08
     4.6334E-02     1.9445E+01    -9.8388E+01     1.2957E+02     1.6385E+02     1.6079E+08     1.3559E+01     3.1586E-01     3.5842E+09     3.5090E+09     6.7833E+08     2.7050E+08
     4.6511E-02     2.5593E+01    -9.7000E+01     1.3005E+02     1.6425E+02     1.5866E+08     1.3527E+01     3.1626E-01     3.5798E+09     3.4554E+09     8.9450E+08     2.7326E+08
     4.6687E-02     3.1637E+01    -9.5231E+01     1.3054E+02     1.6465E+02     1.5668E+08     1.3498E+01     3.1671E-01     3.5756E+09     3.3884E+09     1.1076E+09     2.7685E+08
     4.6864E-02     3.7549E+01    -9.3092E+01     1.3103E+02     1.6506E+02     1.5472E+08     1.3469E+01     3.1712E-01     3.5704E+09     3.3073E+09     1.3155E+09     2.8118E+08
     4.7040E-02     4.3310E+01    -9.0589E+01     1.3153E+02     1.6548E+02     1.5290E+08     1.3442E+01     3.1748E-01     3.5647E+09     3.2129E+09     1.5173E+09     2.8616E+08
     4.7217E-02     4.8895E+01    -8.7734E+01     1.3204E+02     1.6590E+02     1.5106E+08     1.3412E+01     3.1786E-01     3.5590E+09     3.1064E+09     1.7124E+09     2.9173E+08
     4.7393E-02     5.4277E+01    -8.4544E+01     1.3256E+02     1.6633E+02     1.4928E+08     1.3384E+01     3.1823E-01     3.5538E+09     2.9886E+09     1.8998E+09     2.9753E+08
     4.7570E-02     5.9446E+01    -8.1028E+01     1.3309E+02     1.6677E+02     1.4743E+08     1.3354E+01     3.1862E-01     3.5488E+09     2.8600E+09     2.0792E+09     3.0340E+08
     4.7747E-02     6.4382E+01    -7.7201E+01     1.3363E+02     1.6722E+02     1.4559E+08     1.3323E+01     3.1897E-01     3.5438E+09     2.7214E+09     2.2488E+09     3.0887E+08
