           time        x coord        y coord        z coord         radius           dens           temp             ye            |v|             vx             vy             vz
            sec             km             km             km             km         g/cm^3             GK              -           cm/s           cm/s           cm/s           cm/s
     4.4405E-02    -3.0886E+01     7.8989E+01     1.4218E+02     1.6555E+02     6.1260E+07     1.1351E+01     3.2104E-01     3.6147E+09    -3.3742E+09    -1.2923E+09     1.0202E+08
     4.4578E-02    -3.6642E+01     7.6537E+01     1.4235E+02     1.6573E+02     6.0934E+07     1.1344E+01     3.2147E-01     3.6108E+09    -3.2660E+09    -1.5366E+09     9.9501E+07
     4.4752E-02    -4.2214E+01     7.3656E+01     1.4253E+02     1.6589E+02     6.0708E+07     1.1341E+01     3.2189E-01     3.6057E+09    -3.1370E+09    -1.7748E+09     9.9267E+07
     4.4927E-02    -4.7565E+01     7.0353E+01     1.4270E+02     1.6606E+02     6.0608E+07     1.1342E+01     3.2228E-01     3.5985E+09    -2.9863E+09    -2.0052E+09     1.0140E+08
     4.5102E-02    -5.2651E+01     6.6645E+01     1.4288E+02     1.6622E+02     6.0563E+07     1.1347E+01     3.2267E-01     3.5907E+09    -2.8164E+09    -2.2249E+09     1.0505E+08
     4.5277E-02    -5.7436E+01     6.2553E+01     1.4307E+02     1.6638E+02     6.0540E+07     1.1352E+01     3.2308E-01     3.5830E+09    -2.6291E+09    -2.4318E+09     1.0962E+08
     4.5453E-02    -6.1884E+01     5.8104E+01     1.4327E+02     1.6653E+02     6.0522E+07     1.1358E+01     3.2347E-01     3.5754E+09    -2.4256E+09    -2.6243E+09     1.1450E+08
     4.5629E-02    -6.5965E+01     5.3329E+01     1.4347E+02     1.6667E+02     6.0433E+07     1.1361E+01     3.2387E-01     3.5692E+09    -2.2098E+09    -2.8003E+09     1.1879E+08
     4.5805E-02    -6.9657E+01     4.8258E+01     1.4369E+02     1.6681E+02     6.0238E+07     1.1359E+01     3.2428E-01     3.5650E+09    -1.9838E+09    -2.9595E+09     1.2184E+08
     4.5981E-02    -7.2945E+01     4.2919E+01     1.4390E+02     1.6694E+02     5.9925E+07     1.1351E+01     3.2468E-01     3.5626E+09    -1.7491E+09    -3.1012E+09     1.2335E+08
     4.6158E-02    -7.5816E+01     3.7341E+01     1.4412E+02     1.6707E+02     5.9482E+07     1.1338E+01     3.2511E-01     3.5628E+09    -1.5082E+09    -3.2255E+09     1.2305E+08
     4.6334E-02    -7.8259E+01     3.1558E+01     1.4433E+02     1.6719E+02     5.8905E+07     1.1320E+01     3.2558E-01     3.5658E+09    -1.2625E+09    -3.3327E+09     1.2088E+08
     4.6511E-02    -8.0267E+01     2.5594E+01     1.4454E+02     1.6731E+02     5.8192E+07     1.1295E+01     3.2603E-01     3.5712E+09    -1.0130E+09    -3.4225E+09     1.1710E+08
     4.6687E-02    -8.1834E+01     1.9484E+01     1.4475E+02     1.6741E+02     5.7347E+07     1.1264E+01     3.2647E-01     3.5787E+09    -7.6129E+08    -3.4950E+09     1.1199E+08
     4.6864E-02    -8.2955E+01     1.3262E+01     1.4494E+02     1.6753E+02     5.6378E+07     1.1228E+01     3.2695E-01     3.5888E+09    -5.0835E+08    -3.5510E+09     1.0570E+08
     4.7040E-02    -8.3629E+01     6.9508E+00     1.4512E+02     1.6763E+02     5.5304E+07     1.1187E+01     3.2746E-01     3.6013E+09    -2.5441E+08    -3.5909E+09     9.8538E+07
     4.7217E-02    -8.3853E+01     5.8231E-01     1.4529E+02     1.6775E+02     5.4135E+07     1.1140E+01     3.2796E-01     3.6152E+09    -7.0775E+04    -3.6141E+09     9.1519E+07
     4.7393E-02    -8.3629E+01    -5.8073E+00     1.4544E+02     1.6787E+02     5.2859E+07     1.1089E+01     3.2849E-01     3.6310E+09     2.5456E+08    -3.6210E+09     8.4598E+07
     4.7570E-02    -8.2953E+01    -1.2200E+01     1.4559E+02     1.6800E+02     5.1548E+07     1.1037E+01     3.2898E-01     3.6466E+09     5.0907E+08    -3.6101E+09     7.9054E+07
     4.7747E-02    -8.1828E+01    -1.8560E+01     1.4572E+02     1.6815E+02     5.0288E+07     1.0986E+01     3.2948E-01     3.6613E+09     7.6322E+08    -3.5801E+09     7.5513E+07
     4.7924E-02    -8.0253E+01    -2.4851E+01     1.4585E+02     1.6832E+02     4.9078E+07     1.0935E+01     3.2995E-01     3.6748E+09     1.0172E+09    -3.5304E+09     7.4302E+07
     4.8101E-02    -7.8232E+01    -3.1037E+01     1.4599E+02     1.6851E+02     4.7970E+07     1.0890E+01     3.3043E-01     3.6858E+09     1.2682E+09    -3.4599E+09     7.6443E+07
     4.8278E-02    -7.5772E+01    -3.7070E+01     1.4613E+02     1.6873E+02     4.7080E+07     1.0854E+01     3.3087E-01     3.6921E+09     1.5149E+09    -3.3660E+09     8.2967E+07
     4.8454E-02    -7.2878E+01    -4.2918E+01     1.4628E+02     1.6897E+02     4.6446E+07     1.0830E+01     3.3129E-01     3.6934E+09     1.7578E+09    -3.2469E+09     9.3784E+07
     4.8631E-02    -6.9560E+01    -4.8538E+01     1.4646E+02     1.6925E+02     4.6025E+07     1.0816E+01     3.3173E-01     3.6905E+09     1.9932E+09    -3.1040E+09     1.0824E+08
     4.8808E-02    -6.5836E+01    -5.3879E+01     1.4667E+02     1.6955E+02     4.5927E+07     1.0816E+01     3.3212E-01     3.6807E+09     2.2180E+09    -2.9346E+09     1.2742E+08
     4.8985E-02    -6.1723E+01    -5.8902E+01     1.4691E+02     1.6989E+02     4.6101E+07     1.0830E+01     3.3251E-01     3.6655E+09     2.4299E+09    -2.7403E+09     1.4981E+08
     4.9161E-02    -5.7251E+01    -6.3559E+01     1.4720E+02     1.7025E+02     4.6521E+07     1.0856E+01     3.3292E-01     3.6460E+09     2.6261E+09    -2.5232E+09     1.7432E+08
     4.9338E-02    -5.2448E+01    -6.7814E+01     1.4753E+02     1.7063E+02     4.7185E+07     1.0893E+01     3.3327E-01     3.6213E+09     2.8022E+09    -2.2851E+09     2.0040E+08
     4.9515E-02    -4.7352E+01    -7.1634E+01     1.4791E+02     1.7103E+02     4.7944E+07     1.0935E+01     3.3364E-01     3.5951E+09     2.9575E+09    -2.0315E+09     2.2532E+08
     4.9692E-02    -4.2000E+01    -7.4995E+01     1.4832E+02     1.7143E+02     4.8747E+07     1.0979E+01     3.3401E-01     3.5682E+09     3.0906E+09    -1.7659E+09     2.4790E+08
     4.9869E-02    -3.6438E+01    -7.7878E+01     1.4878E+02     1.7184E+02     4.9508E+07     1.1021E+01     3.3437E-01     3.5421E+09     3.2001E+09    -1.4948E+09     2.6657E+08
     5.0046E-02    -3.0696E+01    -8.0281E+01     1.4926E+02     1.7224E+02     5.0115E+07     1.1057E+01     3.3477E-01     3.5192E+09     3.2886E+09    -1.2212E+09     2.8037E+08
     5.0223E-02    -2.4817E+01    -8.2198E+01     1.4977E+02     1.7263E+02     5.0510E+07     1.1082E+01     3.3517E-01     3.5002E+09     3.3570E+09    -9.4791E+08     2.8941E+08
     5.0399E-02    -1.8834E+01    -8.3634E+01     1.5028E+02     1.7302E+02     5.0654E+07     1.1095E+01     3.3555E-01     3.4856E+09     3.4064E+09    -6.7781E+08     2.9417E+08
     5.0576E-02    -1.2779E+01    -8.4597E+01     1.5081E+02     1.7338E+02     5.0539E+07     1.1096E+01     3.3596E-01     3.4764E+09     3.4392E+09    -4.1190E+08     2.9530E+08
