           time        x coord        y coord        z coord         radius           dens           temp             ye            |v|             vx             vy             vz
            sec             km             km             km             km         g/cm^3             GK              -           cm/s           cm/s           cm/s           cm/s
     4.4405E-02    -1.2095E+02     1.0689E+02     7.6151E+01     1.7847E+02     1.3981E+09     1.6526E+01     2.0309E-01     3.3126E+09    -2.2526E+09    -2.4272E+09     8.7764E+07
     4.4578E-02    -1.2478E+02     1.0262E+02     7.6303E+01     1.7867E+02     1.3884E+09     1.6516E+01     2.0355E-01     3.3116E+09    -2.1651E+09    -2.5043E+09     8.7484E+07
     4.4752E-02    -1.2847E+02     9.8196E+01     7.6455E+01     1.7886E+02     1.3790E+09     1.6507E+01     2.0401E-01     3.3104E+09    -2.0745E+09    -2.5783E+09     8.7453E+07
     4.4927E-02    -1.3201E+02     9.3630E+01     7.6608E+01     1.7906E+02     1.3698E+09     1.6498E+01     2.0447E-01     3.3090E+09    -1.9806E+09    -2.6493E+09     8.7678E+07
     4.5102E-02    -1.3539E+02     8.8929E+01     7.6762E+01     1.7925E+02     1.3608E+09     1.6489E+01     2.0495E-01     3.3075E+09    -1.8845E+09    -2.7167E+09     8.8125E+07
     4.5277E-02    -1.3862E+02     8.4100E+01     7.6918E+01     1.7946E+02     1.3519E+09     1.6482E+01     2.0543E-01     3.3059E+09    -1.7858E+09    -2.7806E+09     8.8835E+07
     4.5453E-02    -1.4167E+02     7.9155E+01     7.7075E+01     1.7966E+02     1.3433E+09     1.6475E+01     2.0591E-01     3.3040E+09    -1.6847E+09    -2.8409E+09     8.9785E+07
     4.5629E-02    -1.4454E+02     7.4106E+01     7.7234E+01     1.7986E+02     1.3350E+09     1.6468E+01     2.0637E-01     3.3021E+09    -1.5816E+09    -2.8972E+09     9.0951E+07
     4.5805E-02    -1.4724E+02     6.8960E+01     7.7395E+01     1.8007E+02     1.3268E+09     1.6461E+01     2.0683E-01     3.2999E+09    -1.4766E+09    -2.9496E+09     9.2308E+07
     4.5981E-02    -1.4974E+02     6.3723E+01     7.7559E+01     1.8027E+02     1.3186E+09     1.6455E+01     2.0730E-01     3.2977E+09    -1.3702E+09    -2.9981E+09     9.3784E+07
     4.6158E-02    -1.5206E+02     5.8399E+01     7.7725E+01     1.8048E+02     1.3105E+09     1.6447E+01     2.0775E-01     3.2951E+09    -1.2616E+09    -3.0425E+09     9.5403E+07
     4.6334E-02    -1.5419E+02     5.2999E+01     7.7895E+01     1.8070E+02     1.3023E+09     1.6440E+01     2.0822E-01     3.2926E+09    -1.1520E+09    -3.0829E+09     9.7043E+07
     4.6511E-02    -1.5612E+02     4.7526E+01     7.8068E+01     1.8091E+02     1.2941E+09     1.6432E+01     2.0867E-01     3.2898E+09    -1.0409E+09    -3.1192E+09     9.8705E+07
     4.6687E-02    -1.5786E+02     4.1988E+01     7.8243E+01     1.8112E+02     1.2859E+09     1.6425E+01     2.0913E-01     3.2872E+09    -9.2895E+08    -3.1516E+09     1.0030E+08
     4.6864E-02    -1.5940E+02     3.6400E+01     7.8422E+01     1.8134E+02     1.2778E+09     1.6417E+01     2.0958E-01     3.2841E+09    -8.1578E+08    -3.1795E+09     1.0190E+08
     4.7040E-02    -1.6075E+02     3.0761E+01     7.8603E+01     1.8156E+02     1.2697E+09     1.6408E+01     2.1001E-01     3.2811E+09    -7.0205E+08    -3.2034E+09     1.0338E+08
