           time        x coord        y coord        z coord         radius           dens           temp             ye            |v|             vx             vy             vz
            sec             km             km             km             km         g/cm^3             GK              -           cm/s           cm/s           cm/s           cm/s
     4.4405E-02     1.8285E+01    -8.4767E+01     1.2931E+02     1.5570E+02     1.0479E+08     1.2662E+01     3.2149E-01     3.7270E+09     3.6247E+09     8.4856E+08     1.7943E+08
     4.4578E-02     2.4508E+01    -8.3067E+01     1.2962E+02     1.5589E+02     1.0344E+08     1.2634E+01     3.2199E-01     3.7295E+09     3.5552E+09     1.1129E+09     1.7771E+08
     4.4752E-02     3.0615E+01    -8.0906E+01     1.2993E+02     1.5609E+02     1.0222E+08     1.2607E+01     3.2238E-01     3.7295E+09     3.4637E+09     1.3713E+09     1.7784E+08
     4.4927E-02     3.6571E+01    -7.8288E+01     1.3024E+02     1.5630E+02     1.0110E+08     1.2584E+01     3.2283E-01     3.7297E+09     3.3520E+09     1.6256E+09     1.7932E+08
     4.5102E-02     4.2330E+01    -7.5223E+01     1.3056E+02     1.5651E+02     1.0010E+08     1.2564E+01     3.2324E-01     3.7283E+09     3.2193E+09     1.8716E+09     1.8242E+08
     4.5277E-02     4.7854E+01    -7.1727E+01     1.3088E+02     1.5673E+02     9.9198E+07     1.2546E+01     3.2363E-01     3.7254E+09     3.0668E+09     2.1068E+09     1.8698E+08
     4.5453E-02     5.3101E+01    -6.7821E+01     1.3122E+02     1.5696E+02     9.8348E+07     1.2530E+01     3.2403E-01     3.7225E+09     2.8959E+09     2.3310E+09     1.9227E+08
     4.5629E-02     5.8033E+01    -6.3532E+01     1.3156E+02     1.5720E+02     9.7503E+07     1.2514E+01     3.2443E-01     3.7196E+09     2.7082E+09     2.5420E+09     1.9762E+08
     4.5805E-02     6.2624E+01    -5.8883E+01     1.3191E+02     1.5745E+02     9.6631E+07     1.2497E+01     3.2481E-01     3.7162E+09     2.5054E+09     2.7371E+09     2.0252E+08
     4.5981E-02     6.6847E+01    -5.3902E+01     1.3227E+02     1.5770E+02     9.5708E+07     1.2478E+01     3.2520E-01     3.7135E+09     2.2894E+09     2.9166E+09     2.0613E+08
     4.6158E-02     7.0682E+01    -4.8615E+01     1.3264E+02     1.5796E+02     9.4702E+07     1.2456E+01     3.2560E-01     3.7113E+09     2.0611E+09     3.0793E+09     2.0805E+08
     4.6334E-02     7.4106E+01    -4.3057E+01     1.3300E+02     1.5823E+02     9.3595E+07     1.2431E+01     3.2603E-01     3.7098E+09     1.8223E+09     3.2247E+09     2.0796E+08
     4.6511E-02     7.7106E+01    -3.7252E+01     1.3337E+02     1.5849E+02     9.2508E+07     1.2406E+01     3.2644E-01     3.7082E+09     1.5749E+09     3.3508E+09     2.0576E+08
     4.6687E-02     7.9662E+01    -3.1238E+01     1.3373E+02     1.5876E+02     9.1356E+07     1.2380E+01     3.2686E-01     3.7068E+09     1.3194E+09     3.4582E+09     2.0131E+08
     4.6864E-02     8.1762E+01    -2.5053E+01     1.3408E+02     1.5903E+02     9.0166E+07     1.2352E+01     3.2730E-01     3.7060E+09     1.0577E+09     3.5466E+09     1.9457E+08
