           time        x coord        y coord        z coord         radius           dens           temp             ye            |v|             vx             vy             vz
            sec             km             km             km             km         g/cm^3             GK              -           cm/s           cm/s           cm/s           cm/s
     4.4405E-02     5.1382E+01    -8.8157E+01     1.3151E+02     1.6646E+02     1.5455E+08     1.3322E+01     3.0980E-01     3.5460E+09     3.0733E+09     1.7431E+09     3.0130E+08
     4.4578E-02     5.6607E+01    -8.4983E+01     1.3204E+02     1.6692E+02     1.5278E+08     1.3294E+01     3.1013E-01     3.5389E+09     2.9567E+09     1.9202E+09     3.0724E+08
     4.4752E-02     6.1642E+01    -8.1493E+01     1.3258E+02     1.6739E+02     1.5100E+08     1.3265E+01     3.1050E-01     3.5327E+09     2.8304E+09     2.0908E+09     3.1276E+08
     4.4927E-02     6.6468E+01    -7.7698E+01     1.3313E+02     1.6787E+02     1.4911E+08     1.3233E+01     3.1084E-01     3.5263E+09     2.6941E+09     2.2528E+09     3.1760E+08
     4.5102E-02     7.1063E+01    -7.3614E+01     1.3369E+02     1.6835E+02     1.4718E+08     1.3200E+01     3.1119E-01     3.5202E+09     2.5490E+09     2.4065E+09     3.2146E+08
     4.5277E-02     7.5406E+01    -6.9259E+01     1.3426E+02     1.6884E+02     1.4519E+08     1.3166E+01     3.1156E-01     3.5144E+09     2.3954E+09     2.5510E+09     3.2433E+08
     4.5453E-02     7.9480E+01    -6.4652E+01     1.3483E+02     1.6934E+02     1.4318E+08     1.3130E+01     3.1190E-01     3.5084E+09     2.2344E+09     2.6851E+09     3.2604E+08
     4.5629E-02     8.3264E+01    -5.9816E+01     1.3541E+02     1.6984E+02     1.4118E+08     1.3095E+01     3.1226E-01     3.5028E+09     2.0667E+09     2.8091E+09     3.2664E+08
     4.5805E-02     8.6750E+01    -5.4770E+01     1.3598E+02     1.7034E+02     1.3913E+08     1.3058E+01     3.1263E-01     3.4973E+09     1.8931E+09     2.9225E+09     3.2618E+08
     4.5981E-02     8.9927E+01    -4.9532E+01     1.3655E+02     1.7084E+02     1.3712E+08     1.3020E+01     3.1300E-01     3.4925E+09     1.7147E+09     3.0252E+09     3.2454E+08
     4.6158E-02     9.2789E+01    -4.4118E+01     1.3712E+02     1.7134E+02     1.3505E+08     1.2980E+01     3.1339E-01     3.4880E+09     1.5320E+09     3.1170E+09     3.2196E+08
     4.6334E-02     9.5326E+01    -3.8551E+01     1.3769E+02     1.7185E+02     1.3301E+08     1.2940E+01     3.1377E-01     3.4836E+09     1.3463E+09     3.1972E+09     3.1839E+08
     4.6511E-02     9.7536E+01    -3.2845E+01     1.3825E+02     1.7235E+02     1.3094E+08     1.2899E+01     3.1416E-01     3.4797E+09     1.1579E+09     3.2664E+09     3.1414E+08
     4.6687E-02     9.9413E+01    -2.7024E+01     1.3880E+02     1.7285E+02     1.2882E+08     1.2857E+01     3.1457E-01     3.4768E+09     9.6770E+08     3.3250E+09     3.0931E+08
     4.6864E-02     1.0095E+02    -2.1112E+01     1.3934E+02     1.7335E+02     1.2672E+08     1.2814E+01     3.1498E-01     3.4738E+09     7.7653E+08     3.3722E+09     3.0421E+08
