           time        x coord        y coord        z coord         radius           dens           temp             ye            |v|             vx             vy             vz
            sec             km             km             km             km         g/cm^3             GK              -           cm/s           cm/s           cm/s           cm/s
     4.4405E-02    -1.1587E+02     1.4048E+02    -1.4969E+02     2.3573E+02     1.9240E+08     1.2187E+01     2.3107E-01     2.7111E+09    -2.2308E+09    -1.4881E+09    -3.9900E+08
     4.4578E-02    -1.1970E+02     1.3786E+02    -1.5038E+02     2.3653E+02     1.8908E+08     1.2150E+01     2.3144E-01     2.7063E+09    -2.1907E+09    -1.5383E+09    -3.9842E+08
     4.4752E-02    -1.2348E+02     1.3514E+02    -1.5107E+02     2.3734E+02     1.8574E+08     1.2113E+01     2.3181E-01     2.7016E+09    -2.1497E+09    -1.5872E+09    -3.9806E+08
     4.4927E-02    -1.2720E+02     1.3233E+02    -1.5177E+02     2.3816E+02     1.8249E+08     1.2076E+01     2.3216E-01     2.6972E+09    -2.1080E+09    -1.6350E+09    -3.9754E+08
     4.5102E-02    -1.3085E+02     1.2942E+02    -1.5246E+02     2.3899E+02     1.7914E+08     1.2037E+01     2.3253E-01     2.6927E+09    -2.0656E+09    -1.6811E+09    -3.9728E+08
     4.5277E-02    -1.3444E+02     1.2643E+02    -1.5316E+02     2.3983E+02     1.7582E+08     1.1999E+01     2.3291E-01     2.6882E+09    -2.0223E+09    -1.7259E+09    -3.9703E+08
     4.5453E-02    -1.3796E+02     1.2336E+02    -1.5386E+02     2.4067E+02     1.7259E+08     1.1963E+01     2.3328E-01     2.6839E+09    -1.9786E+09    -1.7695E+09    -3.9683E+08
     4.5629E-02    -1.4141E+02     1.2020E+02    -1.5456E+02     2.4152E+02     1.6935E+08     1.1926E+01     2.3366E-01     2.6795E+09    -1.9341E+09    -1.8116E+09    -3.9695E+08
     4.5805E-02    -1.4477E+02     1.1698E+02    -1.5525E+02     2.4238E+02     1.6611E+08     1.1889E+01     2.3403E-01     2.6751E+09    -1.8891E+09    -1.8519E+09    -3.9736E+08
     4.5981E-02    -1.4806E+02     1.1368E+02    -1.5596E+02     2.4324E+02     1.6301E+08     1.1852E+01     2.3439E-01     2.6707E+09    -1.8433E+09    -1.8912E+09    -3.9764E+08
     4.6158E-02    -1.5126E+02     1.1032E+02    -1.5666E+02     2.4412E+02     1.5988E+08     1.1815E+01     2.3477E-01     2.6662E+09    -1.7971E+09    -1.9288E+09    -3.9816E+08
     4.6334E-02    -1.5439E+02     1.0689E+02    -1.5736E+02     2.4500E+02     1.5680E+08     1.1779E+01     2.3514E-01     2.6615E+09    -1.7504E+09    -1.9649E+09    -3.9887E+08
     4.6511E-02    -1.5744E+02     1.0339E+02    -1.5806E+02     2.4589E+02     1.5376E+08     1.1744E+01     2.3551E-01     2.6568E+09    -1.7031E+09    -1.9996E+09    -4.0001E+08
     4.6687E-02    -1.6041E+02     9.9826E+01    -1.5877E+02     2.4679E+02     1.5086E+08     1.1709E+01     2.3583E-01     2.6522E+09    -1.6553E+09    -2.0330E+09    -4.0104E+08
     4.6864E-02    -1.6328E+02     9.6210E+01    -1.5948E+02     2.4769E+02     1.4789E+08     1.1673E+01     2.3624E-01     2.6471E+09    -1.6071E+09    -2.0647E+09    -4.0209E+08
     4.7040E-02    -1.6608E+02     9.2535E+01    -1.6019E+02     2.4861E+02     1.4491E+08     1.1635E+01     2.3655E-01     2.6421E+09    -1.5588E+09    -2.0945E+09    -4.0433E+08
     4.7217E-02    -1.6879E+02     8.8808E+01    -1.6091E+02     2.4954E+02     1.4247E+08     1.1606E+01     2.3691E-01     2.6372E+09    -1.5101E+09    -2.1235E+09    -4.0646E+08
     4.7393E-02    -1.7142E+02     8.5035E+01    -1.6163E+02     2.5048E+02     1.4000E+08     1.1559E+01     2.3727E-01     2.6322E+09    -1.4613E+09    -2.1507E+09    -4.0934E+08
     4.7570E-02    -1.7395E+02     8.1212E+01    -1.6235E+02     2.5143E+02     1.3771E+08     1.1513E+01     2.3761E-01     2.6266E+09    -1.4116E+09    -2.1766E+09    -4.1104E+08
