           time        x coord        y coord        z coord         radius           dens           temp             ye            |v|             vx             vy             vz
            sec             km             km             km             km         g/cm^3             GK              -           cm/s           cm/s           cm/s           cm/s
     4.4405E-02    -1.1226E+02     5.8268E+01     7.3052E+01     1.4606E+02     1.9500E+09     1.9154E+01     2.2512E-01     3.8320E+09    -1.8087E+09    -3.3781E+09     3.0863E+07
     4.4578E-02    -1.1524E+02     5.2337E+01     7.3107E+01     1.4617E+02     1.9394E+09     1.9151E+01     2.2556E-01     3.8310E+09    -1.6298E+09    -3.4668E+09     3.2492E+07
     4.4752E-02    -1.1792E+02     4.6236E+01     7.3165E+01     1.4627E+02     1.9290E+09     1.9149E+01     2.2601E-01     3.8295E+09    -1.4457E+09    -3.5460E+09     3.4487E+07
     4.4927E-02    -1.2028E+02     3.9980E+01     7.3227E+01     1.4638E+02     1.9196E+09     1.9148E+01     2.2642E-01     3.8274E+09    -1.2564E+09    -3.6152E+09     3.6702E+07
     4.5102E-02    -1.2231E+02     3.3593E+01     7.3294E+01     1.4649E+02     1.9104E+09     1.9148E+01     2.2684E-01     3.8249E+09    -1.0633E+09    -3.6740E+09     3.9148E+07
     4.5277E-02    -1.2401E+02     2.7096E+01     7.3365E+01     1.4661E+02     1.9020E+09     1.9152E+01     2.2726E-01     3.8220E+09    -8.6704E+08    -3.7221E+09     4.1771E+07
     4.5453E-02    -1.2536E+02     2.0514E+01     7.3441E+01     1.4673E+02     1.8936E+09     1.9156E+01     2.2768E-01     3.8188E+09    -6.6884E+08    -3.7596E+09     4.4602E+07
     4.5629E-02    -1.2636E+02     1.3874E+01     7.3522E+01     1.4685E+02     1.8858E+09     1.9162E+01     2.2809E-01     3.8154E+09    -4.6958E+08    -3.7861E+09     4.7545E+07
     4.5805E-02    -1.2701E+02     7.1939E+00     7.3608E+01     1.4697E+02     1.8786E+09     1.9167E+01     2.2848E-01     3.8117E+09    -2.6998E+08    -3.8018E+09     5.0542E+07
     4.5981E-02    -1.2731E+02     4.9377E-01     7.3700E+01     1.4710E+02     1.8709E+09     1.9172E+01     2.2888E-01     3.8080E+09    -7.0768E+07    -3.8069E+09     5.3612E+07
     4.6158E-02    -1.2726E+02    -6.2129E+00     7.3797E+01     1.4724E+02     1.8632E+09     1.9177E+01     2.2928E-01     3.8045E+09     1.2766E+08    -3.8020E+09     5.6627E+07
     4.6334E-02    -1.2686E+02    -1.2903E+01     7.3899E+01     1.4738E+02     1.8547E+09     1.9179E+01     2.2970E-01     3.8008E+09     3.2464E+08    -3.7864E+09     5.9596E+07
     4.6511E-02    -1.2612E+02    -1.9565E+01     7.4007E+01     1.4753E+02     1.8463E+09     1.9180E+01     2.3010E-01     3.7972E+09     5.1978E+08    -3.7610E+09     6.2403E+07
     4.6687E-02    -1.2503E+02    -2.6177E+01     7.4120E+01     1.4768E+02     1.8371E+09     1.9180E+01     2.3051E-01     3.7940E+09     7.1282E+08    -3.7259E+09     6.5063E+07
     4.6864E-02    -1.2360E+02    -3.2716E+01     7.4237E+01     1.4785E+02     1.8268E+09     1.9176E+01     2.3094E-01     3.7909E+09     9.0314E+08    -3.6812E+09     6.7535E+07
     4.7040E-02    -1.2184E+02    -3.9172E+01     7.4358E+01     1.4801E+02     1.8162E+09     1.9171E+01     2.3137E-01     3.7881E+09     1.0908E+09    -3.6270E+09     6.9740E+07
     4.7217E-02    -1.1975E+02    -4.5527E+01     7.4483E+01     1.4819E+02     1.8050E+09     1.9163E+01     2.3180E-01     3.7850E+09     1.2748E+09    -3.5632E+09     7.1654E+07
     4.7393E-02    -1.1734E+02    -5.1755E+01     7.4611E+01     1.4837E+02     1.7932E+09     1.9154E+01     2.3224E-01     3.7820E+09     1.4549E+09    -3.4902E+09     7.3303E+07
     4.7570E-02    -1.1461E+02    -5.7851E+01     7.4742E+01     1.4856E+02     1.7806E+09     1.9142E+01     2.3269E-01     3.7792E+09     1.6314E+09    -3.4081E+09     7.4744E+07
     4.7747E-02    -1.1157E+02    -6.3798E+01     7.4875E+01     1.4874E+02     1.7677E+09     1.9129E+01     2.3315E-01     3.7763E+09     1.8033E+09    -3.3170E+09     7.6016E+07
     4.7924E-02    -1.0823E+02    -6.9578E+01     7.5011E+01     1.4894E+02     1.7550E+09     1.9113E+01     2.3356E-01     3.7734E+09     1.9702E+09    -3.2174E+09     7.7150E+07
     4.8101E-02    -1.0461E+02    -7.5175E+01     7.5148E+01     1.4913E+02     1.7423E+09     1.9100E+01     2.3402E-01     3.7707E+09     2.1318E+09    -3.1093E+09     7.8303E+07
     4.8278E-02    -1.0070E+02    -8.0568E+01     7.5287E+01     1.4933E+02     1.7298E+09     1.9088E+01     2.3447E-01     3.7677E+09     2.2868E+09    -2.9933E+09     7.9519E+07
     4.8454E-02    -9.6526E+01    -8.5751E+01     7.5429E+01     1.4953E+02     1.7174E+09     1.9076E+01     2.3493E-01     3.7646E+09     2.4354E+09    -2.8697E+09     8.0842E+07
     4.8631E-02    -9.2093E+01    -9.0710E+01     7.5573E+01     1.4974E+02     1.7054E+09     1.9065E+01     2.3539E-01     3.7615E+09     2.5772E+09    -2.7386E+09     8.2302E+07
     4.8808E-02    -8.7417E+01    -9.5429E+01     7.5720E+01     1.4994E+02     1.6932E+09     1.9053E+01     2.3586E-01     3.7582E+09     2.7121E+09    -2.6003E+09     8.3940E+07
     4.8985E-02    -8.2508E+01    -9.9901E+01     7.5870E+01     1.5015E+02     1.6810E+09     1.9042E+01     2.3632E-01     3.7546E+09     2.8390E+09    -2.4556E+09     8.5793E+07
     4.9161E-02    -7.7382E+01    -1.0411E+02     7.6024E+01     1.5035E+02     1.6696E+09     1.9031E+01     2.3678E-01     3.7510E+09     2.9581E+09    -2.3047E+09     8.7867E+07
     4.9338E-02    -7.2051E+01    -1.0805E+02     7.6181E+01     1.5056E+02     1.6584E+09     1.9021E+01     2.3722E-01     3.7472E+09     3.0687E+09    -2.1486E+09     9.0176E+07
     4.9515E-02    -6.6534E+01    -1.1171E+02     7.6343E+01     1.5078E+02     1.6470E+09     1.9009E+01     2.3766E-01     3.7431E+09     3.1706E+09    -1.9874E+09     9.2735E+07
     4.9692E-02    -6.0841E+01    -1.1508E+02     7.6509E+01     1.5099E+02     1.6363E+09     1.8999E+01     2.3809E-01     3.7388E+09     3.2638E+09    -1.8213E+09     9.5481E+07
     4.9869E-02    -5.4996E+01    -1.1815E+02     7.6681E+01     1.5121E+02     1.6255E+09     1.8989E+01     2.3853E-01     3.7343E+09     3.3477E+09    -1.6518E+09     9.8389E+07
     5.0046E-02    -4.9008E+01    -1.2092E+02     7.6858E+01     1.5143E+02     1.6146E+09     1.8979E+01     2.3898E-01     3.7301E+09     3.4227E+09    -1.4793E+09     1.0144E+08
     5.0223E-02    -4.2896E+01    -1.2338E+02     7.7040E+01     1.5165E+02     1.6044E+09     1.8969E+01     2.3939E-01     3.7250E+09     3.4880E+09    -1.3030E+09     1.0455E+08
     5.0399E-02    -3.6677E+01    -1.2552E+02     7.7227E+01     1.5187E+02     1.5944E+09     1.8959E+01     2.3980E-01     3.7201E+09     3.5443E+09    -1.1249E+09     1.0768E+08
     5.0576E-02    -3.0367E+01    -1.2735E+02     7.7420E+01     1.5210E+02     1.5847E+09     1.8950E+01     2.4020E-01     3.7151E+09     3.5912E+09    -9.4486E+08     1.1076E+08
     5.0753E-02    -2.3982E+01    -1.2886E+02     7.7619E+01     1.5233E+02     1.5746E+09     1.8939E+01     2.4060E-01     3.7096E+09     3.6285E+09    -7.6312E+08     1.1367E+08
     5.0930E-02    -1.7537E+01    -1.3005E+02     7.7822E+01     1.5257E+02     1.5650E+09     1.8928E+01     2.4099E-01     3.7040E+09     3.6564E+09    -5.8032E+08     1.1638E+08
     5.1107E-02    -1.1053E+01    -1.3092E+02     7.8030E+01     1.5281E+02     1.5545E+09     1.8915E+01     2.4140E-01     3.6986E+09     3.6753E+09    -3.9721E+08     1.1881E+08
     5.1284E-02    -4.5446E+00    -1.3146E+02     7.8242E+01     1.5305E+02     1.5448E+09     1.8902E+01     2.4176E-01     3.6926E+09     3.6844E+09    -2.1404E+08     1.2094E+08
     5.1472E-02     2.3816E+00    -1.3168E+02     7.8472E+01     1.5331E+02     1.5340E+09     1.8883E+01     2.4211E-01     3.6865E+09     3.6844E+09    -2.0232E+07     1.2288E+08
     5.1659E-02     9.2990E+00    -1.3153E+02     7.8704E+01     1.5356E+02     1.5230E+09     1.8866E+01     2.4251E-01     3.6808E+09     3.6747E+09     1.7196E+08     1.2460E+08
     5.1847E-02     1.6188E+01    -1.3103E+02     7.8940E+01     1.5383E+02     1.5117E+09     1.8846E+01     2.4293E-01     3.6752E+09     3.6552E+09     3.6196E+08     1.2608E+08
     5.2035E-02     2.3030E+01    -1.3018E+02     7.9178E+01     1.5409E+02     1.4997E+09     1.8825E+01     2.4334E-01     3.6703E+09     3.6267E+09     5.4962E+08     1.2725E+08
     5.2223E-02     2.9810E+01    -1.2897E+02     7.9418E+01     1.5437E+02     1.4868E+09     1.8800E+01     2.4376E-01     3.6658E+09     3.5892E+09     7.3472E+08     1.2806E+08
     5.2411E-02     3.6511E+01    -1.2742E+02     7.9659E+01     1.5464E+02     1.4737E+09     1.8773E+01     2.4419E-01     3.6615E+09     3.5426E+09     9.1654E+08     1.2854E+08
     5.2599E-02     4.3118E+01    -1.2553E+02     7.9900E+01     1.5492E+02     1.4598E+09     1.8744E+01     2.4464E-01     3.6575E+09     3.4873E+09     1.0952E+09     1.2867E+08
     5.2787E-02     4.9611E+01    -1.2330E+02     8.0142E+01     1.5520E+02     1.4456E+09     1.8713E+01     2.4507E-01     3.6537E+09     3.4234E+09     1.2701E+09     1.2847E+08
     5.2975E-02     5.5975E+01    -1.2076E+02     8.0383E+01     1.5549E+02     1.4310E+09     1.8680E+01     2.4552E-01     3.6502E+09     3.3512E+09     1.4414E+09     1.2795E+08
     5.3163E-02     6.2197E+01    -1.1789E+02     8.0623E+01     1.5578E+02     1.4162E+09     1.8647E+01     2.4598E-01     3.6468E+09     3.2706E+09     1.6082E+09     1.2718E+08
     5.3351E-02     6.8261E+01    -1.1472E+02     8.0861E+01     1.5607E+02     1.4013E+09     1.8613E+01     2.4644E-01     3.6433E+09     3.1818E+09     1.7703E+09     1.2620E+08
     5.3538E-02     7.4150E+01    -1.1124E+02     8.1097E+01     1.5636E+02     1.3864E+09     1.8578E+01     2.4690E-01     3.6399E+09     3.0852E+09     1.9274E+09     1.2506E+08
