           time        x coord        y coord        z coord         radius           dens           temp             ye            |v|             vx             vy             vz
            sec             km             km             km             km         g/cm^3             GK              -           cm/s           cm/s           cm/s           cm/s
     1.0503E-02     4.9740E+01     4.3969E+01    -7.7820E+01     1.0229E+02     1.1890E+08     1.1269E+01     7.7241E-02     4.8992E+09    -3.1051E+09     3.7411E+09    -6.0415E+08
     1.0644E-02     4.5121E+01     4.9049E+01    -7.8689E+01     1.0312E+02     1.1341E+08     1.1139E+01     7.9932E-02     4.8948E+09    -3.4257E+09     3.4404E+09    -6.2209E+08
     1.0786E-02     4.0069E+01     5.3683E+01    -7.9583E+01     1.0402E+02     1.0648E+08     1.0973E+01     8.2574E-02     4.8884E+09    -3.7177E+09     3.1085E+09    -6.4238E+08
     1.0927E-02     3.4624E+01     5.7827E+01    -8.0512E+01     1.0500E+02     9.8908E+07     1.0787E+01     8.4986E-02     4.8816E+09    -3.9794E+09     2.7470E+09    -6.6942E+08
     1.1069E-02     2.8829E+01     6.1438E+01    -8.1478E+01     1.0604E+02     9.2021E+07     1.0622E+01     8.7355E-02     4.8736E+09    -4.2088E+09     2.3573E+09    -6.9422E+08
     1.1210E-02     2.2739E+01     6.4486E+01    -8.2473E+01     1.0713E+02     8.5946E+07     1.0423E+01     8.9851E-02     4.8624E+09    -4.3975E+09     1.9497E+09    -7.0984E+08
     1.1352E-02     1.6411E+01     6.6947E+01    -8.3480E+01     1.0826E+02     8.0864E+07     1.0248E+01     9.2333E-02     4.8476E+09    -4.5451E+09     1.5281E+09    -7.1151E+08
     1.1493E-02     9.9040E+00     6.8803E+01    -8.4479E+01     1.0940E+02     7.6874E+07     1.0119E+01     9.4757E-02     4.8280E+09    -4.6502E+09     1.0939E+09    -6.9953E+08
     1.1634E-02     3.2794E+00     7.0037E+01    -8.5453E+01     1.1054E+02     7.3912E+07     1.0039E+01     9.7172E-02     4.8036E+09    -4.7113E+09     6.4878E+08    -6.7581E+08
     1.1776E-02    -3.4000E+00     7.0633E+01    -8.6387E+01     1.1164E+02     7.1925E+07     9.9972E+00     9.9540E-02     4.7741E+09    -4.7266E+09     1.9326E+08    -6.4303E+08
     1.1917E-02    -1.0067E+01     7.0578E+01    -8.7268E+01     1.1269E+02     7.0944E+07     9.9989E+00     1.0197E-01     4.7394E+09    -4.6932E+09    -2.6863E+08    -6.0314E+08
     1.2059E-02    -1.6648E+01     6.9864E+01    -8.8090E+01     1.1366E+02     7.1396E+07     1.0059E+01     1.0422E-01     4.6930E+09    -4.6003E+09    -7.3817E+08    -5.6221E+08
     1.2200E-02    -2.3056E+01     6.8485E+01    -8.8859E+01     1.1453E+02     7.3725E+07     1.0195E+01     1.0636E-01     4.6442E+09    -4.4530E+09    -1.2097E+09    -5.2543E+08
     1.2342E-02    -2.9199E+01     6.6439E+01    -8.9586E+01     1.1529E+02     7.6983E+07     1.0379E+01     1.0817E-01     4.5789E+09    -4.2308E+09    -1.6781E+09    -5.0037E+08
     1.2483E-02    -3.4988E+01     6.3742E+01    -9.0282E+01     1.1592E+02     8.1074E+07     1.0598E+01     1.0970E-01     4.5125E+09    -3.9484E+09    -2.1300E+09    -4.8597E+08
     1.2624E-02    -4.0362E+01     6.0438E+01    -9.0954E+01     1.1642E+02     8.4908E+07     1.0721E+01     1.1138E-01     4.4647E+09    -3.6435E+09    -2.5378E+09    -4.6708E+08
