           time        x coord        y coord        z coord         radius           dens           temp             ye            |v|             vx             vy             vz
            sec             km             km             km             km         g/cm^3             GK              -           cm/s           cm/s           cm/s           cm/s
     1.0503E-02    -9.8054E-01    -7.0195E+01    -7.6935E+01     1.0415E+02     1.1484E+08     1.1875E+01     7.0813E-02     4.8092E+09     4.7895E+09    -4.3536E+08    -8.5435E+05
     1.0644E-02     5.8270E+00    -7.0506E+01    -7.6980E+01     1.0455E+02     1.1624E+08     1.1871E+01     7.3151E-02     4.8295E+09     4.8290E+09    -3.1610E+06    -6.9470E+07
     1.0786E-02     1.2640E+01    -7.0198E+01    -7.7154E+01     1.0507E+02     1.1345E+08     1.1808E+01     7.5792E-02     4.8298E+09     4.8064E+09     4.3729E+08    -1.8413E+08
     1.0927E-02     1.9398E+01    -6.9263E+01    -7.7504E+01     1.0574E+02     1.1281E+08     1.1747E+01     7.8042E-02     4.8331E+09     4.7403E+09     8.8567E+08    -3.2290E+08
     1.1069E-02     2.6012E+01    -6.7689E+01    -7.8063E+01     1.0655E+02     1.0938E+08     1.1645E+01     8.0225E-02     4.8105E+09     4.5954E+09     1.3402E+09    -4.7619E+08
     1.1210E-02     3.2376E+01    -6.5472E+01    -7.8830E+01     1.0747E+02     1.0962E+08     1.1616E+01     8.2495E-02     4.7832E+09     4.3939E+09     1.7914E+09    -6.0284E+08
     1.1352E-02     3.8406E+01    -6.2635E+01    -7.9771E+01     1.0845E+02     1.0735E+08     1.1531E+01     8.4718E-02     4.7424E+09     4.1320E+09     2.2165E+09    -7.0976E+08
     1.1493E-02     4.4041E+01    -5.9220E+01    -8.0838E+01     1.0946E+02     1.0446E+08     1.1424E+01     8.6898E-02     4.7046E+09     3.8336E+09     2.6105E+09    -7.8827E+08
     1.1634E-02     4.9234E+01    -5.5279E+01    -8.1993E+01     1.1047E+02     1.0096E+08     1.1300E+01     8.8984E-02     4.6684E+09     3.5092E+09     2.9630E+09    -8.3671E+08
     1.1776E-02     5.3950E+01    -5.0867E+01    -8.3206E+01     1.1145E+02     9.6248E+07     1.1159E+01     9.0947E-02     4.6294E+09     3.1577E+09     3.2709E+09    -8.7273E+08
     1.1917E-02     5.8152E+01    -4.6036E+01    -8.4452E+01     1.1240E+02     9.3121E+07     1.1058E+01     9.3125E-02     4.5982E+09     2.7791E+09     3.5537E+09    -8.8988E+08
     1.2059E-02     6.1801E+01    -4.0838E+01    -8.5717E+01     1.1329E+02     9.0658E+07     1.0982E+01     9.5154E-02     4.5645E+09     2.3762E+09     3.7928E+09    -8.9643E+08
     1.2200E-02     6.4859E+01    -3.5326E+01    -8.6986E+01     1.1411E+02     8.8332E+07     1.0917E+01     9.7243E-02     4.5352E+09     1.9455E+09     3.9979E+09    -8.9409E+08
     1.2342E-02     6.7297E+01    -2.9556E+01    -8.8246E+01     1.1485E+02     8.5172E+07     1.0833E+01     9.9237E-02     4.5076E+09     1.5009E+09     4.1574E+09    -8.8439E+08
     1.2483E-02     6.9103E+01    -2.3581E+01    -8.9478E+01     1.1549E+02     8.2397E+07     1.0756E+01     1.0136E-01     4.4936E+09     1.0532E+09     4.2833E+09    -8.5786E+08
     1.2624E-02     7.0277E+01    -1.7457E+01    -9.0668E+01     1.1604E+02     7.8761E+07     1.0656E+01     1.0358E-01     4.4906E+09     6.0909E+08     4.3725E+09    -8.2216E+08
     1.2766E-02     7.0828E+01    -1.1232E+01    -9.1804E+01     1.1649E+02     7.4143E+07     1.0496E+01     1.0587E-01     4.4984E+09     1.7352E+08     4.4269E+09    -7.7997E+08
     1.2907E-02     7.0771E+01    -4.9537E+00    -9.2876E+01     1.1687E+02     6.8866E+07     1.0265E+01     1.0820E-01     4.5153E+09    -2.4934E+08     4.4487E+09    -7.3129E+08
     1.3049E-02     7.0129E+01     1.3337E+00    -9.3873E+01     1.1718E+02     6.3271E+07     1.0030E+01     1.1051E-01     4.5385E+09    -6.5616E+08     4.4398E+09    -6.7482E+08
     1.3190E-02     6.8924E+01     7.5871E+00    -9.4786E+01     1.1744E+02     5.7644E+07     9.8043E+00     1.1277E-01     4.5648E+09    -1.0472E+09     4.4003E+09    -6.1487E+08
     1.3331E-02     6.7173E+01     1.3763E+01    -9.5617E+01     1.1766E+02     5.2684E+07     9.5877E+00     1.1501E-01     4.5925E+09    -1.4250E+09     4.3300E+09    -5.5821E+08
     1.3473E-02     6.4903E+01     1.9819E+01    -9.6365E+01     1.1786E+02     4.8530E+07     9.3389E+00     1.1721E-01     4.6173E+09    -1.7818E+09     4.2303E+09    -4.9899E+08
     1.3614E-02     6.2144E+01     2.5716E+01    -9.7026E+01     1.1806E+02     4.5024E+07     9.1412E+00     1.1935E-01     4.6364E+09    -2.1150E+09     4.1028E+09    -4.3585E+08
     1.3756E-02     5.8926E+01     3.1413E+01    -9.7601E+01     1.1826E+02     4.2659E+07     9.0165E+00     1.2157E-01     4.6528E+09    -2.4327E+09     3.9482E+09    -3.7766E+08
     1.3897E-02     5.5274E+01     3.6870E+01    -9.8099E+01     1.1848E+02     4.0608E+07     8.9140E+00     1.2365E-01     4.6600E+09    -2.7277E+09     3.7641E+09    -3.2752E+08
     1.4039E-02     5.1218E+01     4.2048E+01    -9.8531E+01     1.1874E+02     3.9787E+07     8.8852E+00     1.2583E-01     4.6629E+09    -3.0046E+09     3.5542E+09    -2.8686E+08
     1.4180E-02     4.6785E+01     4.6910E+01    -9.8916E+01     1.1905E+02     3.9667E+07     8.8989E+00     1.2797E-01     4.6586E+09    -3.2606E+09     3.3171E+09    -2.5969E+08
     1.4321E-02     4.2008E+01     5.1416E+01    -9.9271E+01     1.1943E+02     3.9876E+07     8.9345E+00     1.2999E-01     4.6451E+09    -3.4930E+09     3.0523E+09    -2.4460E+08
     1.4463E-02     3.6916E+01     5.5533E+01    -9.9615E+01     1.1988E+02     4.1286E+07     9.0454E+00     1.3211E-01     4.6286E+09    -3.7050E+09     2.7635E+09    -2.4417E+08
     1.4604E-02     3.1540E+01     5.9221E+01    -9.9966E+01     1.2040E+02     4.3240E+07     9.1971E+00     1.3420E-01     4.6064E+09    -3.8934E+09     2.4489E+09    -2.5296E+08
     1.4746E-02     2.5921E+01     6.2448E+01    -1.0033E+02     1.2098E+02     4.5412E+07     9.3751E+00     1.3615E-01     4.5755E+09    -4.0515E+09     2.1101E+09    -2.5991E+08
