           time        x coord        y coord        z coord         radius           dens           temp             ye            |v|             vx             vy             vz
            sec             km             km             km             km         g/cm^3             GK              -           cm/s           cm/s           cm/s           cm/s
     1.0503E-02     6.9332E+01    -9.3968E-01     7.7989E+01     1.0436E+02     1.4368E+08     1.2012E+01     7.0060E-02     4.8616E+09    -1.6508E+08     4.7993E+09     7.5758E+08
     1.0644E-02     6.8813E+01     5.8605E+00     7.9108E+01     1.0501E+02     1.3297E+08     1.1780E+01     7.2875E-02     4.9120E+09    -5.6934E+08     4.8090E+09     8.2250E+08
     1.0786E-02     6.7721E+01     1.2643E+01     8.0314E+01     1.0581E+02     1.1970E+08     1.1451E+01     7.5631E-02     4.9532E+09    -9.7341E+08     4.7758E+09     8.8227E+08
     1.0927E-02     6.6063E+01     1.9347E+01     8.1600E+01     1.0676E+02     1.0600E+08     1.1060E+01     7.8269E-02     4.9815E+09    -1.3709E+09     4.6975E+09     9.3269E+08
     1.1069E-02     6.3849E+01     2.5908E+01     8.2944E+01     1.0783E+02     9.3713E+07     1.0731E+01     8.0765E-02     4.9943E+09    -1.7582E+09     4.5738E+09     9.6535E+08
     1.1210E-02     6.1093E+01     3.2263E+01     8.4319E+01     1.0901E+02     8.4369E+07     1.0441E+01     8.3308E-02     4.9926E+09    -2.1367E+09     4.4054E+09     9.7637E+08
     1.1352E-02     5.7815E+01     3.8349E+01     8.5698E+01     1.1026E+02     7.7168E+07     1.0169E+01     8.5716E-02     4.9758E+09    -2.4958E+09     4.1938E+09     9.7009E+08
     1.1493E-02     5.4045E+01     4.4107E+01     8.7056E+01     1.1156E+02     7.1704E+07     9.9792E+00     8.8002E-02     4.9474E+09    -2.8312E+09     3.9446E+09     9.4936E+08
     1.1634E-02     4.9819E+01     4.9490E+01     8.8376E+01     1.1288E+02     6.7911E+07     9.8573E+00     9.0158E-02     4.9114E+09    -3.1412E+09     3.6627E+09     9.1626E+08
     1.1776E-02     4.5175E+01     5.4455E+01     8.9646E+01     1.1420E+02     6.5105E+07     9.7754E+00     9.2216E-02     4.8712E+09    -3.4222E+09     3.3536E+09     8.7758E+08
