           time        x coord        y coord        z coord         radius           dens           temp             ye            |v|             vx             vy             vz
            sec             km             km             km             km         g/cm^3             GK              -           cm/s           cm/s           cm/s           cm/s
     1.0503E-02     3.6560E+01    -5.8304E+01     7.7435E+01     1.0360E+02     1.2988E+08     1.2280E+01     6.8666E-02     4.7219E+09     3.9683E+09     2.5315E+09     3.7519E+08
     1.0644E-02     4.1994E+01    -5.4436E+01     7.8028E+01     1.0400E+02     1.3001E+08     1.2243E+01     7.1416E-02     4.7527E+09     3.7093E+09     2.9348E+09     4.6511E+08
     1.0786E-02     4.7036E+01    -5.0012E+01     7.8757E+01     1.0448E+02     1.2395E+08     1.2042E+01     7.4143E-02     4.7967E+09     3.4136E+09     3.3208E+09     5.7261E+08
     1.0927E-02     5.1633E+01    -4.5065E+01     7.9642E+01     1.0507E+02     1.1403E+08     1.1750E+01     7.6594E-02     4.8417E+09     3.0783E+09     3.6749E+09     6.7918E+08
     1.1069E-02     5.5726E+01    -3.9642E+01     8.0662E+01     1.0575E+02     1.0436E+08     1.1435E+01     7.9069E-02     4.8774E+09     2.7023E+09     3.9891E+09     7.5793E+08
     1.1210E-02     5.9257E+01    -3.3802E+01     8.1771E+01     1.0649E+02     9.5874E+07     1.1143E+01     8.1632E-02     4.9020E+09     2.2884E+09     4.2601E+09     8.0284E+08
     1.1352E-02     6.2183E+01    -2.7613E+01     8.2920E+01     1.0726E+02     8.8686E+07     1.0917E+01     8.4179E-02     4.9151E+09     1.8465E+09     4.4814E+09     8.1596E+08
     1.1493E-02     6.4471E+01    -2.1149E+01     8.4066E+01     1.0803E+02     8.2649E+07     1.0738E+01     8.6702E-02     4.9194E+09     1.3864E+09     4.6513E+09     8.0227E+08
     1.1634E-02     6.6103E+01    -1.4483E+01     8.5178E+01     1.0879E+02     7.7444E+07     1.0594E+01     8.9218E-02     4.9158E+09     9.2088E+08     4.7674E+09     7.6780E+08
