           time        x coord        y coord        z coord         radius           dens           temp             ye            |v|             vx             vy             vz
            sec             km             km             km             km         g/cm^3             GK              -           cm/s           cm/s           cm/s           cm/s
     1.0503E-02     5.9245E+01     2.2112E+01     7.8001E+01     1.0042E+02     9.6634E+07     1.0973E+01     7.5693E-02     5.0909E+09    -1.8661E+09     4.6815E+09     7.2014E+08
     1.0644E-02     5.6312E+01     2.8613E+01     7.9001E+01     1.0115E+02     9.0454E+07     1.0818E+01     7.8804E-02     5.0926E+09    -2.2771E+09     4.5021E+09     6.9300E+08
     1.0786E-02     5.2810E+01     3.4825E+01     7.9965E+01     1.0196E+02     8.3991E+07     1.0655E+01     8.1763E-02     5.0851E+09    -2.6710E+09     4.2742E+09     6.7452E+08
     1.0927E-02     4.8765E+01     4.0683E+01     8.0918E+01     1.0286E+02     7.6946E+07     1.0405E+01     8.4533E-02     5.0760E+09    -3.0456E+09     4.0040E+09     6.7703E+08
     1.1069E-02     4.4210E+01     4.6136E+01     8.1879E+01     1.0386E+02     7.0164E+07     1.0130E+01     8.7145E-02     5.0650E+09    -3.3898E+09     3.7011E+09     6.8227E+08
     1.1210E-02     3.9192E+01     5.1138E+01     8.2843E+01     1.0495E+02     6.4376E+07     9.9111E+00     8.9815E-02     5.0497E+09    -3.6995E+09     3.3693E+09     6.7876E+08
     1.1352E-02     3.3763E+01     5.5652E+01     8.3794E+01     1.0611E+02     5.9885E+07     9.7522E+00     9.2375E-02     5.0283E+09    -3.9730E+09     3.0097E+09     6.6442E+08
     1.1493E-02     2.7973E+01     5.9638E+01     8.4717E+01     1.0731E+02     5.6741E+07     9.6484E+00     9.4832E-02     4.9990E+09    -4.2088E+09     2.6206E+09     6.3895E+08
     1.1634E-02     2.1879E+01     6.3050E+01     8.5597E+01     1.0854E+02     5.4969E+07     9.5767E+00     9.7190E-02     4.9581E+09    -4.4032E+09     2.1978E+09     6.0328E+08
     1.1776E-02     1.5541E+01     6.5832E+01     8.6420E+01     1.0975E+02     5.4859E+07     9.6155E+00     9.9427E-02     4.9010E+09    -4.5516E+09     1.7298E+09     5.5774E+08
     1.1917E-02     9.0309E+00     6.7916E+01     8.7171E+01     1.1087E+02     5.6493E+07     9.7338E+00     1.0169E-01     4.8266E+09    -4.6454E+09     1.2104E+09     5.0089E+08
     1.2059E-02     2.4329E+00     6.9233E+01     8.7833E+01     1.1186E+02     6.0014E+07     9.9300E+00     1.0388E-01     4.7386E+09    -4.6741E+09     6.4644E+08     4.3453E+08
     1.2200E-02    -4.1604E+00     6.9740E+01     8.8398E+01     1.1267E+02     6.3984E+07     1.0162E+01     1.0610E-01     4.6556E+09    -4.6407E+09     7.4103E+07     3.6425E+08
     1.2342E-02    -1.0666E+01     6.9451E+01     8.8868E+01     1.1329E+02     6.7457E+07     1.0373E+01     1.0812E-01     4.5880E+09    -4.5535E+09    -4.7414E+08     3.0115E+08
     1.2483E-02    -1.7027E+01     6.8423E+01     8.9255E+01     1.1375E+02     6.8980E+07     1.0481E+01     1.1009E-01     4.5510E+09    -4.4390E+09    -9.7186E+08     2.4906E+08
     1.2624E-02    -2.3207E+01     6.6717E+01     8.9582E+01     1.1408E+02     6.9058E+07     1.0505E+01     1.1197E-01     4.5325E+09    -4.2949E+09    -1.4325E+09     2.1290E+08
     1.2766E-02    -2.9159E+01     6.4382E+01     8.9866E+01     1.1433E+02     6.8155E+07     1.0473E+01     1.1379E-01     4.5234E+09    -4.1176E+09    -1.8630E+09     1.9039E+08
     1.2907E-02    -3.4834E+01     6.1456E+01     9.0128E+01     1.1451E+02     6.7142E+07     1.0425E+01     1.1549E-01     4.5177E+09    -3.9017E+09    -2.2701E+09     1.8155E+08
     1.3049E-02    -4.0178E+01     5.7975E+01     9.0383E+01     1.1465E+02     6.5779E+07     1.0364E+01     1.1733E-01     4.5134E+09    -3.6503E+09    -2.6483E+09     1.8054E+08
     1.3190E-02    -4.5139E+01     5.3977E+01     9.0644E+01     1.1475E+02     6.4825E+07     1.0317E+01     1.1906E-01     4.5082E+09    -3.3610E+09    -2.9986E+09     1.8930E+08
