           time        x coord        y coord        z coord         radius           dens           temp             ye            |v|             vx             vy             vz
            sec             km             km             km             km         g/cm^3             GK              -           cm/s           cm/s           cm/s           cm/s
     1.0503E-02     5.0782E+01    -4.9529E+01    -7.7617E+01     1.0515E+02     1.2445E+08     1.2293E+01     7.7093E-02     4.5346E+09     3.1108E+09     3.2526E+09    -5.5355E+08
     1.0644E-02     5.4946E+01    -4.4713E+01    -7.8515E+01     1.0575E+02     1.2090E+08     1.2104E+01     7.8618E-02     4.5673E+09     2.7746E+09     3.5567E+09    -7.1565E+08
     1.0786E-02     5.8605E+01    -3.9486E+01    -7.9644E+01     1.0647E+02     1.1069E+08     1.1754E+01     8.0167E-02     4.6028E+09     2.4002E+09     3.8304E+09    -8.6767E+08
     1.0927E-02     6.1714E+01    -3.3904E+01    -8.0957E+01     1.0729E+02     1.0074E+08     1.1389E+01     8.1845E-02     4.6280E+09     1.9994E+09     4.0598E+09    -9.6896E+08
     1.1069E-02     6.4239E+01    -2.8033E+01    -8.2388E+01     1.0817E+02     9.0611E+07     1.1041E+01     8.3953E-02     4.6416E+09     1.5762E+09     4.2404E+09    -1.0390E+09
     1.1210E-02     6.6172E+01    -2.1930E+01    -8.3878E+01     1.0906E+02     8.3392E+07     1.0795E+01     8.6134E-02     4.6591E+09     1.1574E+09     4.3863E+09    -1.0620E+09
     1.1352E-02     6.7504E+01    -1.5649E+01    -8.5398E+01     1.0997E+02     7.5718E+07     1.0554E+01     8.8501E-02     4.6764E+09     7.2846E+08     4.4911E+09    -1.0806E+09
     1.1493E-02     6.8238E+01    -9.2427E+00    -8.6922E+01     1.1089E+02     6.9620E+07     1.0266E+01     9.0868E-02     4.6985E+09     3.1282E+08     4.5646E+09    -1.0689E+09
     1.1634E-02     6.8391E+01    -2.7626E+00    -8.8428E+01     1.1182E+02     6.3097E+07     9.9883E+00     9.3290E-02     4.7165E+09    -9.4060E+07     4.5969E+09    -1.0512E+09
     1.1776E-02     6.7976E+01     3.7447E+00    -8.9892E+01     1.1276E+02     5.7572E+07     9.7631E+00     9.5705E-02     4.7374E+09    -4.9143E+08     4.6011E+09    -1.0157E+09
     1.1917E-02     6.7006E+01     1.0232E+01    -9.1307E+01     1.1372E+02     5.2320E+07     9.5083E+00     9.8127E-02     4.7542E+09    -8.7724E+08     4.5682E+09    -9.8209E+08
     1.2059E-02     6.5505E+01     1.6652E+01    -9.2659E+01     1.1469E+02     4.8289E+07     9.2697E+00     1.0048E-01     4.7654E+09    -1.2427E+09     4.5059E+09    -9.2785E+08
     1.2200E-02     6.3500E+01     2.2961E+01    -9.3930E+01     1.1568E+02     4.4742E+07     9.0718E+00     1.0278E-01     4.7699E+09    -1.5917E+09     4.4118E+09    -8.6843E+08
     1.2342E-02     6.1015E+01     2.9114E+01    -9.5119E+01     1.1670E+02     4.1348E+07     8.8940E+00     1.0499E-01     4.7659E+09    -1.9226E+09     4.2845E+09    -8.1264E+08
     1.2483E-02     5.8069E+01     3.5068E+01    -9.6224E+01     1.1773E+02     3.9047E+07     8.7661E+00     1.0710E-01     4.7572E+09    -2.2394E+09     4.1288E+09    -7.5424E+08
     1.2624E-02     5.4689E+01     4.0779E+01    -9.7248E+01     1.1879E+02     3.7288E+07     8.6441E+00     1.0917E-01     4.7398E+09    -2.5372E+09     3.9423E+09    -6.9721E+08
     1.2766E-02     5.0899E+01     4.6203E+01    -9.8194E+01     1.1986E+02     3.6090E+07     8.5662E+00     1.1115E-01     4.7128E+09    -2.8184E+09     3.7217E+09    -6.4470E+08
     1.2907E-02     4.6721E+01     5.1287E+01    -9.9070E+01     1.2095E+02     3.5645E+07     8.5492E+00     1.1300E-01     4.6725E+09    -3.0838E+09     3.4588E+09    -5.9921E+08
     1.3049E-02     4.2178E+01     5.5962E+01    -9.9886E+01     1.2202E+02     3.6375E+07     8.6255E+00     1.1474E-01     4.6188E+09    -3.3384E+09     3.1433E+09    -5.5523E+08
     1.3190E-02     3.7291E+01     6.0147E+01    -1.0065E+02     1.2304E+02     3.7956E+07     8.7793E+00     1.1629E-01     4.5471E+09    -3.5707E+09     2.7675E+09    -5.1690E+08
