           time        x coord        y coord        z coord         radius           dens           temp             ye            |v|             vx             vy             vz
            sec             km             km             km             km         g/cm^3             GK              -           cm/s           cm/s           cm/s           cm/s
     1.0503E-02     6.3946E+01    -2.4649E+01    -7.7783E+01     1.0367E+02     1.4186E+08     1.2142E+01     7.5425E-02     4.7163E+09     1.4782E+09     4.4394E+09    -5.9205E+08
     1.0644E-02     6.5740E+01    -1.8265E+01    -7.8655E+01     1.0412E+02     1.3410E+08     1.1950E+01     7.7901E-02     4.7536E+09     1.0638E+09     4.5891E+09    -6.3715E+08
     1.0786E-02     6.6942E+01    -1.1696E+01    -7.9597E+01     1.0466E+02     1.2345E+08     1.1700E+01     8.0448E-02     4.7904E+09     6.3634E+08     4.6969E+09    -6.9431E+08
     1.0927E-02     6.7533E+01    -5.0026E+00    -8.0626E+01     1.0529E+02     1.1215E+08     1.1368E+01     8.2839E-02     4.8280E+09     2.0066E+08     4.7642E+09    -7.5592E+08
     1.1069E-02     6.7508E+01     1.7535E+00    -8.1731E+01     1.0602E+02     1.0143E+08     1.1042E+01     8.5318E-02     4.8584E+09    -2.3508E+08     4.7863E+09    -7.9961E+08
     1.1210E-02     6.6869E+01     8.5106E+00    -8.2886E+01     1.0684E+02     9.1665E+07     1.0771E+01     8.7984E-02     4.8834E+09    -6.6874E+08     4.7665E+09    -8.2524E+08
     1.1352E-02     6.5619E+01     1.5209E+01    -8.4069E+01     1.0772E+02     8.2440E+07     1.0500E+01     9.0583E-02     4.8989E+09    -1.0964E+09     4.6987E+09    -8.4787E+08
     1.1493E-02     6.3777E+01     2.1789E+01    -8.5255E+01     1.0868E+02     7.6026E+07     1.0235E+01     9.3105E-02     4.9082E+09    -1.5039E+09     4.5971E+09    -8.3374E+08
     1.1634E-02     6.1374E+01     2.8196E+01    -8.6414E+01     1.0968E+02     7.0530E+07     1.0021E+01     9.5550E-02     4.9084E+09    -1.8903E+09     4.4576E+09    -8.0588E+08
     1.1776E-02     5.8440E+01     3.4381E+01    -8.7530E+01     1.1072E+02     6.5997E+07     9.8570E+00     9.7914E-02     4.9008E+09    -2.2547E+09     4.2826E+09    -7.7056E+08
     1.1917E-02     5.5007E+01     4.0292E+01    -8.8593E+01     1.1180E+02     6.2536E+07     9.7388E+00     1.0029E-01     4.8846E+09    -2.5965E+09     4.0722E+09    -7.3132E+08
     1.2059E-02     5.1109E+01     4.5880E+01    -8.9602E+01     1.1290E+02     6.0225E+07     9.6684E+00     1.0254E-01     4.8572E+09    -2.9138E+09     3.8240E+09    -6.9243E+08
     1.2200E-02     4.6777E+01     5.1086E+01    -9.0557E+01     1.1401E+02     5.9285E+07     9.6480E+00     1.0467E-01     4.8156E+09    -3.2086E+09     3.5306E+09    -6.5586E+08
     1.2342E-02     4.2044E+01     5.5840E+01    -9.1461E+01     1.1511E+02     5.9968E+07     9.6952E+00     1.0663E-01     4.7581E+09    -3.4818E+09     3.1827E+09    -6.2225E+08
     1.2483E-02     3.6941E+01     6.0063E+01    -9.2317E+01     1.1617E+02     6.2122E+07     9.8001E+00     1.0845E-01     4.6897E+09    -3.7288E+09     2.7825E+09    -5.8900E+08
     1.2624E-02     3.1509E+01     6.3690E+01    -9.3124E+01     1.1714E+02     6.5316E+07     9.9483E+00     1.1016E-01     4.6225E+09    -3.9453E+09     2.3442E+09    -5.5327E+08
     1.2766E-02     2.5794E+01     6.6688E+01    -9.3874E+01     1.1800E+02     6.8571E+07     1.0099E+01     1.1192E-01     4.5714E+09    -4.1288E+09     1.8956E+09    -5.0707E+08
     1.2907E-02     1.9853E+01     6.9057E+01    -9.4558E+01     1.1876E+02     7.0077E+07     1.0182E+01     1.1366E-01     4.5345E+09    -4.2698E+09     1.4568E+09    -4.5652E+08
     1.3049E-02     1.3735E+01     7.0817E+01    -9.5164E+01     1.1942E+02     7.0093E+07     1.0200E+01     1.1543E-01     4.5131E+09    -4.3748E+09     1.0339E+09    -4.0076E+08
     1.3190E-02     7.4912E+00     7.1990E+01    -9.5686E+01     1.1998E+02     6.9085E+07     1.0174E+01     1.1735E-01     4.5066E+09    -4.4499E+09     6.2813E+08    -3.3719E+08
     1.3331E-02     1.1640E+00     7.2600E+01    -9.6118E+01     1.2046E+02     6.6738E+07     1.0093E+01     1.1924E-01     4.5066E+09    -4.4920E+09     2.3661E+08    -2.7507E+08
     1.3473E-02    -5.2036E+00     7.2663E+01    -9.6461E+01     1.2088E+02     6.3977E+07     9.9933E+00     1.2129E-01     4.5154E+09    -4.5082E+09    -1.4594E+08    -2.0955E+08
     1.3614E-02    -1.1572E+01     7.2192E+01    -9.6712E+01     1.2124E+02     6.0964E+07     9.8868E+00     1.2326E-01     4.5256E+09    -4.4934E+09    -5.1889E+08    -1.4611E+08
     1.3756E-02    -1.7899E+01     7.1199E+01    -9.6877E+01     1.2155E+02     5.8069E+07     9.7836E+00     1.2517E-01     4.5349E+09    -4.4469E+09    -8.8504E+08    -8.7290E+07
     1.3897E-02    -2.4136E+01     6.9694E+01    -9.6961E+01     1.2183E+02     5.5782E+07     9.7078E+00     1.2701E-01     4.5417E+09    -4.3685E+09    -1.2420E+09    -3.3333E+07
     1.4039E-02    -3.0237E+01     6.7689E+01    -9.6975E+01     1.2207E+02     5.4354E+07     9.6637E+00     1.2878E-01     4.5414E+09    -4.2536E+09    -1.5907E+09     1.2880E+07
     1.4180E-02    -3.6147E+01     6.5198E+01    -9.6930E+01     1.2228E+02     5.3874E+07     9.6588E+00     1.3049E-01     4.5316E+09    -4.1005E+09    -1.9284E+09     4.8847E+07
     1.4321E-02    -4.1811E+01     6.2236E+01    -9.6845E+01     1.2248E+02     5.4918E+07     9.7148E+00     1.3203E-01     4.5072E+09    -3.9006E+09    -2.2574E+09     6.6651E+07
     1.4463E-02    -4.7163E+01     5.8823E+01    -9.6754E+01     1.2266E+02     5.7524E+07     9.8418E+00     1.3362E-01     4.4712E+09    -3.6612E+09    -2.5660E+09     5.5552E+07
     1.4604E-02    -5.2135E+01     5.4983E+01    -9.6716E+01     1.2286E+02     6.3012E+07     1.0105E+01     1.3512E-01     4.4176E+09    -3.3684E+09    -2.8582E+09    -1.1959E+07
     1.4746E-02    -5.6667E+01     5.0752E+01    -9.6812E+01     1.2312E+02     7.1187E+07     1.0519E+01     1.3653E-01     4.3562E+09    -3.0382E+09    -3.1192E+09    -1.2818E+08
     1.4887E-02    -6.0730E+01     4.6183E+01    -9.7087E+01     1.2348E+02     7.9562E+07     1.0815E+01     1.3799E-01     4.3025E+09    -2.7039E+09    -3.3368E+09    -2.5726E+08
     1.5029E-02    -6.4321E+01     4.1325E+01    -9.7545E+01     1.2394E+02     8.9014E+07     1.1123E+01     1.3980E-01     4.2702E+09    -2.3718E+09    -3.5296E+09    -3.8934E+08
     1.5170E-02    -6.7443E+01     3.6213E+01    -9.8168E+01     1.2449E+02     9.3847E+07     1.1290E+01     1.4139E-01     4.2489E+09    -2.0450E+09    -3.6927E+09    -4.8513E+08
     1.5311E-02    -7.0111E+01     3.0885E+01    -9.8904E+01     1.2511E+02     9.5860E+07     1.1369E+01     1.4333E-01     4.2446E+09    -1.7280E+09    -3.8376E+09    -5.5087E+08
     1.5453E-02    -7.2333E+01     2.5374E+01    -9.9714E+01     1.2577E+02     9.4773E+07     1.1339E+01     1.4487E-01     4.2431E+09    -1.4162E+09    -3.9560E+09    -5.9044E+08
     1.5594E-02    -7.4117E+01     1.9709E+01    -1.0057E+02     1.2647E+02     9.1853E+07     1.1255E+01     1.4666E-01     4.2460E+09    -1.1063E+09    -4.0530E+09    -6.1426E+08
     1.5736E-02    -7.5464E+01     1.3922E+01    -1.0144E+02     1.2720E+02     8.7860E+07     1.1138E+01     1.4833E-01     4.2501E+09    -7.9914E+08    -4.1274E+09    -6.2431E+08
     1.5875E-02    -7.6369E+01     8.1137E+00    -1.0232E+02     1.2793E+02     8.3297E+07     1.1004E+01     1.5010E-01     4.2550E+09    -4.9573E+08    -4.1790E+09    -6.2829E+08
     1.6013E-02    -7.6847E+01     2.3357E+00    -1.0318E+02     1.2868E+02     7.8554E+07     1.0866E+01     1.5172E-01     4.2581E+09    -1.9933E+08    -4.2073E+09    -6.2500E+08
     1.6152E-02    -7.6913E+01    -3.5106E+00    -1.0405E+02     1.2944E+02     7.3510E+07     1.0726E+01     1.5349E-01     4.2617E+09     1.0506E+08    -4.2140E+09    -6.2730E+08
     1.6288E-02    -7.6566E+01    -9.2446E+00    -1.0490E+02     1.3020E+02     7.0108E+07     1.0633E+01     1.5539E-01     4.2652E+09     4.0413E+08    -4.1999E+09    -6.2415E+08
     1.6420E-02    -7.5841E+01    -1.4746E+01    -1.0572E+02     1.3095E+02     6.7144E+07     1.0531E+01     1.5689E-01     4.2593E+09     6.9362E+08    -4.1559E+09    -6.2350E+08
     1.6551E-02    -7.4746E+01    -2.0142E+01    -1.0654E+02     1.3170E+02     6.4782E+07     1.0428E+01     1.5839E-01     4.2493E+09     9.7520E+08    -4.0885E+09    -6.2397E+08
     1.6682E-02    -7.3278E+01    -2.5458E+01    -1.0736E+02     1.3246E+02     6.3175E+07     1.0366E+01     1.5985E-01     4.2320E+09     1.2557E+09    -3.9930E+09    -6.2390E+08
     1.6815E-02    -7.1426E+01    -3.0688E+01    -1.0819E+02     1.3322E+02     6.2201E+07     1.0335E+01     1.6115E-01     4.2079E+09     1.5284E+09    -3.8711E+09    -6.2046E+08
