           time        x coord        y coord        z coord         radius           dens           temp             ye            |v|             vx             vy             vz
            sec             km             km             km             km         g/cm^3             GK              -           cm/s           cm/s           cm/s           cm/s
     1.0503E-02    -6.9004E+01    -7.0849E+00    -7.7818E+01     1.0425E+02     2.1170E+08     1.1958E+01     7.3707E-02     5.0522E+09     4.0001E+08    -5.0035E+09    -5.7489E+08
     1.0644E-02    -6.8153E+01    -1.4115E+01    -7.8600E+01     1.0499E+02     2.0002E+08     1.1845E+01     7.6719E-02     5.0306E+09     8.0835E+08    -4.9370E+09    -5.2917E+08
     1.0786E-02    -6.6713E+01    -2.1010E+01    -7.9311E+01     1.0575E+02     1.9450E+08     1.1822E+01     7.9509E-02     4.9837E+09     1.2259E+09    -4.8072E+09    -4.7517E+08
     1.0927E-02    -6.4666E+01    -2.7674E+01    -7.9939E+01     1.0648E+02     1.9967E+08     1.1951E+01     8.2081E-02     4.9152E+09     1.6676E+09    -4.6052E+09    -4.1338E+08
     1.1069E-02    -6.2007E+01    -3.4007E+01    -8.0485E+01     1.0714E+02     2.0549E+08     1.2105E+01     8.4328E-02     4.8400E+09     2.0959E+09    -4.3477E+09    -3.6047E+08
     1.1210E-02    -5.8738E+01    -3.9933E+01    -8.0962E+01     1.0770E+02     2.1731E+08     1.2350E+01     8.6528E-02     4.7634E+09     2.5223E+09    -4.0283E+09    -3.1641E+08
     1.1352E-02    -5.4895E+01    -4.5388E+01    -8.1388E+01     1.0816E+02     2.2528E+08     1.2542E+01     8.8551E-02     4.7042E+09     2.9110E+09    -3.6843E+09    -2.8460E+08
     1.1493E-02    -5.0516E+01    -5.0345E+01    -8.1767E+01     1.0850E+02     2.3328E+08     1.2715E+01     9.0700E-02     4.6716E+09     3.2733E+09    -3.3236E+09    -2.5107E+08
     1.1634E-02    -4.5654E+01    -5.4779E+01    -8.2098E+01     1.0874E+02     2.3577E+08     1.2780E+01     9.2423E-02     4.6523E+09     3.5959E+09    -2.9439E+09    -2.1661E+08
     1.1776E-02    -4.0363E+01    -5.8678E+01    -8.2373E+01     1.0889E+02     2.3659E+08     1.2811E+01     9.4568E-02     4.6569E+09     3.8817E+09    -2.5672E+09    -1.7025E+08
     1.1917E-02    -3.4695E+01    -6.2040E+01    -8.2577E+01     1.0896E+02     2.3389E+08     1.2798E+01     9.6944E-02     4.6726E+09     4.1268E+09    -2.1881E+09    -1.1863E+08
     1.2059E-02    -2.8702E+01    -6.4859E+01    -8.2704E+01     1.0895E+02     2.2892E+08     1.2745E+01     9.9041E-02     4.6987E+09     4.3401E+09    -1.7995E+09    -6.0465E+07
     1.2200E-02    -2.2435E+01    -6.7127E+01    -8.2748E+01     1.0889E+02     2.2113E+08     1.2657E+01     1.0159E-01     4.7307E+09     4.5166E+09    -1.4070E+09    -2.5944E+06
     1.2342E-02    -1.5943E+01    -6.8837E+01    -8.2709E+01     1.0878E+02     2.1360E+08     1.2551E+01     1.0389E-01     4.7662E+09     4.6572E+09    -1.0120E+09     5.7721E+07
     1.2483E-02    -9.2756E+00    -6.9982E+01    -8.2585E+01     1.0865E+02     2.0460E+08     1.2436E+01     1.0643E-01     4.8055E+09     4.7653E+09    -6.0851E+08     1.1816E+08
     1.2624E-02    -2.4806E+00    -7.0555E+01    -8.2377E+01     1.0849E+02     1.9531E+08     1.2320E+01     1.0916E-01     4.8452E+09     4.8377E+09    -2.0171E+08     1.7705E+08
     1.2766E-02     4.3915E+00    -7.0551E+01    -8.2087E+01     1.0833E+02     1.8591E+08     1.2205E+01     1.1189E-01     4.8849E+09     4.8749E+09     2.0822E+08     2.3304E+08
     1.2907E-02     1.1295E+01    -6.9961E+01    -8.1721E+01     1.0817E+02     1.7882E+08     1.2122E+01     1.1478E-01     4.9261E+09     4.8784E+09     6.2268E+08     2.8181E+08
     1.3049E-02     1.8172E+01    -6.8786E+01    -8.1293E+01     1.0803E+02     1.7116E+08     1.2033E+01     1.1745E-01     4.9598E+09     4.8397E+09     1.0362E+09     3.2087E+08
     1.3190E-02     2.4966E+01    -6.7026E+01    -8.0822E+01     1.0792E+02     1.6719E+08     1.2008E+01     1.2045E-01     4.9905E+09     4.7614E+09     1.4552E+09     3.4128E+08
     1.3331E-02     3.1614E+01    -6.4683E+01    -8.0338E+01     1.0788E+02     1.6510E+08     1.1999E+01     1.2265E-01     5.0028E+09     4.6325E+09     1.8584E+09     3.3835E+08
     1.3473E-02     3.8044E+01    -6.1766E+01    -7.9883E+01     1.0791E+02     1.6986E+08     1.2115E+01     1.2555E-01     5.0029E+09     4.4506E+09     2.2658E+09     2.9501E+08
     1.3614E-02     4.4172E+01    -5.8279E+01    -7.9515E+01     1.0803E+02     1.7804E+08     1.2294E+01     1.2805E-01     4.9821E+09     4.2045E+09     2.6639E+09     2.1753E+08
     1.3756E-02     4.9905E+01    -5.4241E+01    -7.9285E+01     1.0825E+02     1.9286E+08     1.2590E+01     1.3029E-01     4.9422E+09     3.8923E+09     3.0438E+09     1.0346E+08
     1.3897E-02     5.5156E+01    -4.9687E+01    -7.9230E+01     1.0857E+02     2.1317E+08     1.2940E+01     1.3239E-01     4.8931E+09     3.5281E+09     3.3904E+09    -2.5806E+07
     1.4039E-02     5.9870E+01    -4.4669E+01    -7.9355E+01     1.0898E+02     2.3524E+08     1.3275E+01     1.3467E-01     4.8494E+09     3.1360E+09     3.6960E+09    -1.4817E+08
     1.4180E-02     6.4018E+01    -3.9252E+01    -7.9640E+01     1.0946E+02     2.5461E+08     1.3554E+01     1.3702E-01     4.8130E+09     2.7284E+09     3.9569E+09    -2.5110E+08
     1.4321E-02     6.7584E+01    -3.3502E+01    -8.0053E+01     1.0999E+02     2.6665E+08     1.3729E+01     1.3876E-01     4.7740E+09     2.3120E+09     4.1637E+09    -3.3094E+08
     1.4463E-02     7.0558E+01    -2.7490E+01    -8.0566E+01     1.1057E+02     2.7866E+08     1.3899E+01     1.4138E-01     4.7428E+09     1.8922E+09     4.3313E+09    -3.9142E+08
     1.4604E-02     7.2933E+01    -2.1274E+01    -8.1155E+01     1.1117E+02     2.8411E+08     1.3996E+01     1.4353E-01     4.7064E+09     1.4657E+09     4.4506E+09    -4.4080E+08
     1.4746E-02     7.4704E+01    -1.4918E+01    -8.1806E+01     1.1178E+02     2.9066E+08     1.4105E+01     1.4600E-01     4.6722E+09     1.0381E+09     4.5303E+09    -4.7846E+08
     1.4887E-02     7.5869E+01    -8.4813E+00    -8.2508E+01     1.1241E+02     2.9261E+08     1.4160E+01     1.4827E-01     4.6356E+09     6.1026E+08     4.5665E+09    -5.1327E+08
