           time        x coord        y coord        z coord         radius           dens           temp             ye            |v|             vx             vy             vz
            sec             km             km             km             km         g/cm^3             GK              -           cm/s           cm/s           cm/s           cm/s
     1.0503E-02    -6.9844E+01     8.7321E+00     7.7725E+01     1.0486E+02     2.7113E+08     1.2861E+01     7.7114E-02     4.7812E+09    -1.9546E+08    -4.7493E+09     5.1618E+08
     1.0644E-02    -6.9832E+01     1.9796E+00     7.8438E+01     1.0504E+02     2.5276E+08     1.2660E+01     8.0197E-02     4.8249E+09     2.1367E+08    -4.7950E+09     4.9195E+08
     1.0786E-02    -6.9238E+01    -4.8122E+00     7.9115E+01     1.0524E+02     2.3462E+08     1.2433E+01     8.3264E-02     4.8662E+09     6.2616E+08    -4.8034E+09     4.6448E+08
     1.0927E-02    -6.8065E+01    -1.1588E+01     7.9746E+01     1.0548E+02     2.1873E+08     1.2241E+01     8.6197E-02     4.9020E+09     1.0350E+09    -4.7723E+09     4.2913E+08
     1.1069E-02    -6.6319E+01    -1.8289E+01     8.0325E+01     1.0576E+02     2.0483E+08     1.2076E+01     8.8982E-02     4.9296E+09     1.4379E+09    -4.6990E+09     3.9043E+08
     1.1210E-02    -6.4003E+01    -2.4857E+01     8.0851E+01     1.0607E+02     1.9264E+08     1.1941E+01     9.1870E-02     4.9504E+09     1.8394E+09    -4.5824E+09     3.5363E+08
     1.1352E-02    -6.1129E+01    -3.1229E+01     8.1326E+01     1.0642E+02     1.8271E+08     1.1836E+01     9.4605E-02     4.9628E+09     2.2290E+09    -4.4226E+09     3.1946E+08
     1.1493E-02    -5.7710E+01    -3.7342E+01     8.1757E+01     1.0681E+02     1.7502E+08     1.1756E+01     9.7074E-02     4.9640E+09     2.6040E+09    -4.2162E+09     2.8990E+08
     1.1634E-02    -5.3768E+01    -4.3132E+01     8.2146E+01     1.0723E+02     1.6871E+08     1.1699E+01     9.9532E-02     4.9588E+09     2.9636E+09    -3.9672E+09     2.5954E+08
     1.1776E-02    -4.9331E+01    -4.8538E+01     8.2490E+01     1.0768E+02     1.6452E+08     1.1669E+01     1.0186E-01     4.9458E+09     3.3052E+09    -3.6723E+09     2.2595E+08
     1.1917E-02    -4.4436E+01    -5.3503E+01     8.2782E+01     1.0812E+02     1.6171E+08     1.1659E+01     1.0412E-01     4.9255E+09     3.6120E+09    -3.3434E+09     1.8659E+08
     1.2059E-02    -3.9130E+01    -5.7980E+01     8.3013E+01     1.0855E+02     1.6024E+08     1.1670E+01     1.0625E-01     4.9003E+09     3.8882E+09    -2.9793E+09     1.3847E+08
     1.2200E-02    -3.3461E+01    -6.1928E+01     8.3169E+01     1.0896E+02     1.6037E+08     1.1704E+01     1.0835E-01     4.8732E+09     4.1238E+09    -2.5952E+09     8.2128E+07
     1.2342E-02    -2.7484E+01    -6.5318E+01     8.3242E+01     1.0932E+02     1.6082E+08     1.1746E+01     1.1059E-01     4.8476E+09     4.3222E+09    -2.1949E+09     1.9722E+07
     1.2483E-02    -2.1254E+01    -6.8128E+01     8.3225E+01     1.0963E+02     1.6244E+08     1.1806E+01     1.1282E-01     4.8229E+09     4.4826E+09    -1.7791E+09    -4.4921E+07
     1.2624E-02    -1.4826E+01    -7.0344E+01     8.3118E+01     1.0989E+02     1.6486E+08     1.1877E+01     1.1497E-01     4.7983E+09     4.6019E+09    -1.3546E+09    -1.0630E+08
     1.2766E-02    -8.2550E+00    -7.1954E+01     8.2928E+01     1.1010E+02     1.6743E+08     1.1954E+01     1.1715E-01     4.7774E+09     4.6847E+09    -9.2284E+08    -1.6049E+08
     1.2907E-02    -1.5926E+00    -7.2953E+01     8.2668E+01     1.1027E+02     1.7063E+08     1.2041E+01     1.1953E-01     4.7593E+09     4.7298E+09    -4.8891E+08    -2.0254E+08
     1.3049E-02     5.1075E+00    -7.3334E+01     8.2360E+01     1.1039E+02     1.7420E+08     1.2140E+01     1.2209E-01     4.7433E+09     4.7376E+09    -4.9735E+07    -2.2833E+08
     1.3190E-02     1.1789E+01    -7.3092E+01     8.2032E+01     1.1050E+02     1.7858E+08     1.2256E+01     1.2457E-01     4.7258E+09     4.7038E+09     3.9275E+08    -2.3069E+08
     1.3331E-02     1.8389E+01    -7.2224E+01     8.1722E+01     1.1060E+02     1.8552E+08     1.2414E+01     1.2688E-01     4.7035E+09     4.6239E+09     8.3704E+08    -2.0519E+08
     1.3473E-02     2.4841E+01    -7.0727E+01     8.1467E+01     1.1071E+02     1.9550E+08     1.2623E+01     1.2898E-01     4.6727E+09     4.4916E+09     1.2792E+09    -1.5208E+08
     1.3614E-02     3.1068E+01    -6.8606E+01     8.1302E+01     1.1083E+02     2.0865E+08     1.2869E+01     1.3108E-01     4.6360E+09     4.3053E+09     1.7180E+09    -7.6280E+07
     1.3756E-02     3.6994E+01    -6.5872E+01     8.1259E+01     1.1095E+02     2.2577E+08     1.3144E+01     1.3299E-01     4.5970E+09     4.0668E+09     2.1432E+09     1.9154E+07
     1.3897E-02     4.2554E+01    -6.2552E+01     8.1358E+01     1.1110E+02     2.4403E+08     1.3418E+01     1.3494E-01     4.5676E+09     3.7912E+09     2.5446E+09     1.2061E+08
     1.4039E-02     4.7708E+01    -5.8691E+01     8.1597E+01     1.1126E+02     2.6006E+08     1.3646E+01     1.3685E-01     4.5519E+09     3.4950E+09     2.9084E+09     2.1504E+08
     1.4180E-02     5.2432E+01    -5.4341E+01     8.1959E+01     1.1144E+02     2.7083E+08     1.3800E+01     1.3880E-01     4.5498E+09     3.1843E+09     3.2364E+09     2.9473E+08
     1.4321E-02     5.6712E+01    -4.9555E+01     8.2421E+01     1.1165E+02     2.7697E+08     1.3887E+01     1.4077E-01     4.5577E+09     2.8651E+09     3.5267E+09     3.5605E+08
     1.4463E-02     6.0529E+01    -4.4381E+01     8.2958E+01     1.1187E+02     2.7753E+08     1.3906E+01     1.4274E-01     4.5703E+09     2.5315E+09     3.7841E+09     3.9963E+08
     1.4604E-02     6.3868E+01    -3.8867E+01     8.3543E+01     1.1211E+02     2.7486E+08     1.3883E+01     1.4477E-01     4.5852E+09     2.1876E+09     4.0072E+09     4.2584E+08
     1.4746E-02     6.6708E+01    -3.3060E+01     8.4156E+01     1.1236E+02     2.6882E+08     1.3823E+01     1.4684E-01     4.6010E+09     1.8277E+09     4.1996E+09     4.3910E+08
     1.4887E-02     6.9035E+01    -2.7007E+01     8.4780E+01     1.1262E+02     2.6157E+08     1.3746E+01     1.4896E-01     4.6156E+09     1.4595E+09     4.3564E+09     4.4143E+08
     1.5029E-02     7.0836E+01    -2.0757E+01     8.5401E+01     1.1288E+02     2.5386E+08     1.3661E+01     1.5106E-01     4.6279E+09     1.0855E+09     4.4776E+09     4.3624E+08
     1.5170E-02     7.2102E+01    -1.4358E+01     8.6012E+01     1.1315E+02     2.4517E+08     1.3569E+01     1.5323E-01     4.6405E+09     7.0526E+08     4.5666E+09     4.2723E+08
     1.5311E-02     7.2832E+01    -7.8560E+00     8.6608E+01     1.1343E+02     2.3718E+08     1.3483E+01     1.5549E-01     4.6520E+09     3.2599E+08     4.6220E+09     4.1580E+08
     1.5453E-02     7.3025E+01    -1.2991E+00     8.7188E+01     1.1374E+02     2.2866E+08     1.3388E+01     1.5767E-01     4.6635E+09    -5.2143E+07     4.6456E+09     4.0434E+08
     1.5594E-02     7.2687E+01     5.2684E+00     8.7753E+01     1.1407E+02     2.2043E+08     1.3299E+01     1.5997E-01     4.6730E+09    -4.2403E+08     4.6369E+09     3.9432E+08
     1.5736E-02     7.1829E+01     1.1802E+01     8.8304E+01     1.1444E+02     2.1260E+08     1.3210E+01     1.6223E-01     4.6801E+09    -7.8794E+08     4.5972E+09     3.8610E+08
     1.5875E-02     7.0483E+01     1.8182E+01     8.8839E+01     1.1485E+02     2.0544E+08     1.3129E+01     1.6439E-01     4.6832E+09    -1.1366E+09     4.5272E+09     3.7988E+08
     1.6013E-02     6.8687E+01     2.4352E+01     8.9359E+01     1.1531E+02     1.9926E+08     1.3058E+01     1.6647E-01     4.6816E+09    -1.4688E+09     4.4294E+09     3.7559E+08
     1.6152E-02     6.6425E+01     3.0412E+01     8.9878E+01     1.1582E+02     1.9375E+08     1.2993E+01     1.6847E-01     4.6741E+09    -1.7902E+09     4.3016E+09     3.7301E+08
     1.6288E-02     6.3779E+01     3.6170E+01     9.0386E+01     1.1639E+02     1.8957E+08     1.2948E+01     1.7041E-01     4.6607E+09    -2.0925E+09     4.1479E+09     3.7210E+08
     1.6420E-02     6.0840E+01     4.1518E+01     9.0876E+01     1.1698E+02     1.8644E+08     1.2917E+01     1.7217E-01     4.6408E+09    -2.3705E+09     3.9722E+09     3.7257E+08
     1.6551E-02     5.7565E+01     4.6587E+01     9.1364E+01     1.1761E+02     1.8469E+08     1.2907E+01     1.7385E-01     4.6145E+09    -2.6323E+09     3.7716E+09     3.7356E+08
     1.6682E-02     5.3940E+01     5.1400E+01     9.1856E+01     1.1828E+02     1.8389E+08     1.2912E+01     1.7545E-01     4.5815E+09    -2.8793E+09     3.5440E+09     3.7466E+08
     1.6815E-02     4.9956E+01     5.5944E+01     9.2354E+01     1.1897E+02     1.8438E+08     1.2939E+01     1.7702E-01     4.5424E+09    -3.1107E+09     3.2889E+09     3.7474E+08
     1.6949E-02     4.5654E+01     6.0156E+01     9.2855E+01     1.1969E+02     1.8590E+08     1.2981E+01     1.7848E-01     4.4974E+09    -3.3222E+09     3.0083E+09     3.7366E+08
     1.7084E-02     4.1027E+01     6.4021E+01     9.3358E+01     1.2041E+02     1.8848E+08     1.3041E+01     1.7994E-01     4.4491E+09    -3.5140E+09     2.7036E+09     3.7065E+08
     1.7221E-02     3.6080E+01     6.7513E+01     9.3865E+01     1.2112E+02     1.9184E+08     1.3114E+01     1.8131E-01     4.3978E+09    -3.6824E+09     2.3763E+09     3.6601E+08
     1.7361E-02     3.0826E+01     7.0597E+01     9.4372E+01     1.2182E+02     1.9578E+08     1.3196E+01     1.8272E-01     4.3472E+09    -3.8264E+09     2.0315E+09     3.5927E+08
     1.7503E-02     2.5329E+01     7.3220E+01     9.4874E+01     1.2249E+02     1.9956E+08     1.3276E+01     1.8413E-01     4.2991E+09    -3.9429E+09     1.6772E+09     3.5088E+08
     1.7644E-02     1.9686E+01     7.5341E+01     9.5364E+01     1.2312E+02     2.0300E+08     1.3348E+01     1.8557E-01     4.2568E+09    -4.0317E+09     1.3228E+09     3.4079E+08
     1.7785E-02     1.3938E+01     7.6964E+01     9.5838E+01     1.2370E+02     2.0535E+08     1.3404E+01     1.8703E-01     4.2209E+09    -4.0938E+09     9.7366E+08     3.2948E+08
     1.7927E-02     8.1183E+00     7.8099E+01     9.6295E+01     1.2425E+02     2.0670E+08     1.3443E+01     1.8851E-01     4.1920E+09    -4.1318E+09     6.3272E+08     3.1707E+08
     1.8068E-02     2.2613E+00     7.8758E+01     9.6734E+01     1.2476E+02     2.0687E+08     1.3464E+01     1.9000E-01     4.1694E+09    -4.1474E+09     3.0139E+08     3.0422E+08
     1.8210E-02    -3.6031E+00     7.8956E+01     9.7156E+01     1.2525E+02     2.0589E+08     1.3467E+01     1.9154E-01     4.1528E+09    -4.1425E+09    -2.0843E+07     2.9154E+08
     1.8351E-02    -9.4467E+00     7.8704E+01     9.7560E+01     1.2570E+02     2.0420E+08     1.3459E+01     1.9305E-01     4.1409E+09    -4.1178E+09    -3.3434E+08     2.8032E+08
     1.8493E-02    -1.5241E+01     7.8013E+01     9.7950E+01     1.2614E+02     2.0182E+08     1.3439E+01     1.9452E-01     4.1317E+09    -4.0727E+09    -6.4036E+08     2.7222E+08
     1.8634E-02    -2.0957E+01     7.6895E+01     9.8332E+01     1.2658E+02     1.9949E+08     1.3415E+01     1.9592E-01     4.1248E+09    -4.0072E+09    -9.4021E+08     2.6898E+08
     1.8776E-02    -2.6566E+01     7.5358E+01     9.8713E+01     1.2700E+02     1.9666E+08     1.3383E+01     1.9726E-01     4.1201E+09    -3.9219E+09    -1.2332E+09     2.7086E+08
