           time        x coord        y coord        z coord         radius           dens           temp             ye            |v|             vx             vy             vz
            sec             km             km             km             km         g/cm^3             GK              -           cm/s           cm/s           cm/s           cm/s
     1.0503E-02     6.8024E+01     1.4883E+01     6.9946E+01     9.8697E+01     4.9640E+08     1.4737E+01     7.2901E-02     5.1863E+09    -1.1299E+09     5.0394E+09     4.7467E+08
     1.0644E-02     6.6088E+01     2.1927E+01     7.0616E+01     9.9172E+01     4.7493E+08     1.4568E+01     7.6407E-02     5.1917E+09    -1.6067E+09     4.9142E+09     4.7239E+08
     1.0786E-02     6.3487E+01     2.8757E+01     7.1277E+01     9.9690E+01     4.5391E+08     1.4403E+01     7.9610E-02     5.1894E+09    -2.0693E+09     4.7366E+09     4.6109E+08
     1.0927E-02     6.0245E+01     3.5302E+01     7.1916E+01     1.0024E+02     4.3405E+08     1.4245E+01     8.2614E-02     5.1820E+09    -2.5108E+09     4.5116E+09     4.4138E+08
     1.1069E-02     5.6398E+01     4.1498E+01     7.2521E+01     1.0081E+02     4.1630E+08     1.4103E+01     8.5484E-02     5.1711E+09    -2.9251E+09     4.2442E+09     4.1282E+08
     1.1210E-02     5.1987E+01     4.7289E+01     7.3083E+01     1.0139E+02     3.9829E+08     1.3960E+01     8.8352E-02     5.1572E+09    -3.3064E+09     3.9395E+09     3.8082E+08
     1.1352E-02     4.7062E+01     5.2627E+01     7.3597E+01     1.0198E+02     3.8191E+08     1.3828E+01     9.1156E-02     5.1423E+09    -3.6527E+09     3.6030E+09     3.4545E+08
     1.1493E-02     4.1675E+01     5.7467E+01     7.4061E+01     1.0259E+02     3.6616E+08     1.3700E+01     9.3787E-02     5.1246E+09    -3.9602E+09     3.2376E+09     3.1065E+08
     1.1634E-02     3.5878E+01     6.1771E+01     7.4475E+01     1.0320E+02     3.5367E+08     1.3605E+01     9.6422E-02     5.1054E+09    -4.2308E+09     2.8442E+09     2.7488E+08
     1.1776E-02     2.9728E+01     6.5499E+01     7.4839E+01     1.0380E+02     3.4428E+08     1.3542E+01     9.8922E-02     5.0810E+09    -4.4596E+09     2.4229E+09     2.4072E+08
     1.1917E-02     2.3284E+01     6.8612E+01     7.5156E+01     1.0439E+02     3.3953E+08     1.3530E+01     1.0152E-01     5.0520E+09    -4.6458E+09     1.9739E+09     2.0810E+08
     1.2059E-02     1.6609E+01     7.1070E+01     7.5429E+01     1.0496E+02     3.3981E+08     1.3573E+01     1.0414E-01     5.0182E+09    -4.7858E+09     1.4987E+09     1.7796E+08
     1.2200E-02     9.7719E+00     7.2840E+01     7.5662E+01     1.0548E+02     3.4463E+08     1.3666E+01     1.0671E-01     4.9790E+09    -4.8750E+09     1.0012E+09     1.5187E+08
     1.2342E-02     2.8461E+00     7.3896E+01     7.5861E+01     1.0594E+02     3.5297E+08     1.3800E+01     1.0930E-01     4.9368E+09    -4.9106E+09     4.9108E+08     1.3125E+08
     1.2483E-02    -4.0930E+00     7.4229E+01     7.6036E+01     1.0634E+02     3.6301E+08     1.3955E+01     1.1194E-01     4.8963E+09    -4.8948E+09    -1.8615E+07     1.1756E+08
     1.2624E-02    -1.0974E+01     7.3847E+01     7.6198E+01     1.0668E+02     3.7466E+08     1.4124E+01     1.1461E-01     4.8572E+09    -4.8283E+09    -5.1744E+08     1.1367E+08
     1.2766E-02    -1.7731E+01     7.2778E+01     7.6362E+01     1.0697E+02     3.8527E+08     1.4278E+01     1.1720E-01     4.8252E+09    -4.7205E+09    -9.9242E+08     1.2009E+08
     1.2907E-02    -2.4308E+01     7.1053E+01     7.6543E+01     1.0723E+02     3.9538E+08     1.4419E+01     1.1976E-01     4.7983E+09    -4.5743E+09    -1.4425E+09     1.3830E+08
     1.3049E-02    -3.0651E+01     6.8709E+01     7.6759E+01     1.0748E+02     4.0592E+08     1.4556E+01     1.2219E-01     4.7741E+09    -4.3901E+09    -1.8684E+09     1.6762E+08
     1.3190E-02    -3.6711E+01     6.5782E+01     7.7022E+01     1.0774E+02     4.1597E+08     1.4685E+01     1.2460E-01     4.7538E+09    -4.1732E+09    -2.2674E+09     2.0527E+08
     1.3331E-02    -4.2444E+01     6.2310E+01     7.7342E+01     1.0801E+02     4.2630E+08     1.4809E+01     1.2711E-01     4.7387E+09    -3.9288E+09    -2.6380E+09     2.4799E+08
     1.3473E-02    -4.7811E+01     5.8334E+01     7.7723E+01     1.0830E+02     4.3516E+08     1.4912E+01     1.2950E-01     4.7255E+09    -3.6553E+09    -2.9806E+09     2.9124E+08
     1.3614E-02    -5.2774E+01     5.3895E+01     7.8165E+01     1.0863E+02     4.4210E+08     1.4997E+01     1.3189E-01     4.7150E+09    -3.3584E+09    -3.2928E+09     3.3227E+08
     1.3756E-02    -5.7303E+01     4.9037E+01     7.8662E+01     1.0898E+02     4.4712E+08     1.5066E+01     1.3434E-01     4.7076E+09    -3.0416E+09    -3.5740E+09     3.6945E+08
     1.3897E-02    -6.1367E+01     4.3801E+01     7.9207E+01     1.0935E+02     4.5000E+08     1.5111E+01     1.3664E-01     4.7010E+09    -2.7047E+09    -3.8240E+09     4.0062E+08
     1.4039E-02    -6.4945E+01     3.8235E+01     7.9792E+01     1.0976E+02     4.5046E+08     1.5131E+01     1.3891E-01     4.6963E+09    -2.3528E+09    -4.0421E+09     4.2507E+08
     1.4180E-02    -6.8020E+01     3.2384E+01     8.0409E+01     1.1019E+02     4.4744E+08     1.5135E+01     1.4149E-01     4.6951E+09    -1.9936E+09    -4.2273E+09     4.4637E+08
     1.4321E-02    -7.0579E+01     2.6294E+01     8.1048E+01     1.1064E+02     4.4119E+08     1.5097E+01     1.4369E-01     4.6938E+09    -1.6253E+09    -4.3796E+09     4.5831E+08
     1.4463E-02    -7.2615E+01     2.0011E+01     8.1703E+01     1.1112E+02     4.3220E+08     1.5041E+01     1.4606E-01     4.6948E+09    -1.2541E+09    -4.5002E+09     4.6583E+08
     1.4604E-02    -7.4125E+01     1.3581E+01     8.2365E+01     1.1164E+02     4.2040E+08     1.4963E+01     1.4854E-01     4.6963E+09    -8.8070E+08    -4.5890E+09     4.6982E+08
     1.4746E-02    -7.5108E+01     7.0474E+00     8.3028E+01     1.1218E+02     4.0617E+08     1.4855E+01     1.5089E-01     4.6966E+09    -5.0737E+08    -4.6454E+09     4.6958E+08
     1.4887E-02    -7.5563E+01     4.5651E-01     8.3689E+01     1.1275E+02     3.9176E+08     1.4739E+01     1.5318E-01     4.6952E+09    -1.3667E+08    -4.6700E+09     4.6552E+08
     1.5029E-02    -7.5495E+01    -6.1482E+00     8.4345E+01     1.1336E+02     3.7597E+08     1.4611E+01     1.5558E-01     4.6940E+09     2.3266E+08    -4.6655E+09     4.6166E+08
     1.5170E-02    -7.4907E+01    -1.2723E+01     8.4995E+01     1.1400E+02     3.6062E+08     1.4479E+01     1.5776E-01     4.6872E+09     5.9573E+08    -4.6266E+09     4.5714E+08
     1.5311E-02    -7.3809E+01    -1.9222E+01     8.5638E+01     1.1468E+02     3.4679E+08     1.4359E+01     1.6000E-01     4.6781E+09     9.5342E+08    -4.5575E+09     4.5256E+08
     1.5453E-02    -7.2211E+01    -2.5598E+01     8.6276E+01     1.1538E+02     3.3456E+08     1.4248E+01     1.6204E-01     4.6628E+09     1.3052E+09    -4.4539E+09     4.4886E+08
     1.5594E-02    -7.0125E+01    -3.1803E+01     8.6908E+01     1.1611E+02     3.2476E+08     1.4163E+01     1.6400E-01     4.6396E+09     1.6464E+09    -4.3148E+09     4.4562E+08
     1.5736E-02    -6.7564E+01    -3.7787E+01     8.7536E+01     1.1686E+02     3.1842E+08     1.4113E+01     1.6576E-01     4.6077E+09     1.9751E+09    -4.1394E+09     4.4236E+08
     1.5875E-02    -6.4584E+01    -4.3433E+01     8.8152E+01     1.1759E+02     3.1427E+08     1.4089E+01     1.6745E-01     4.5703E+09     2.2869E+09    -3.9326E+09     4.3914E+08
     1.6013E-02    -6.1231E+01    -4.8689E+01     8.8753E+01     1.1831E+02     3.1297E+08     1.4099E+01     1.6901E-01     4.5278E+09     2.5798E+09    -3.6957E+09     4.3320E+08
     1.6152E-02    -5.7463E+01    -5.3637E+01     8.9348E+01     1.1900E+02     3.1337E+08     1.4127E+01     1.7043E-01     4.4818E+09     2.8511E+09    -3.4320E+09     4.2312E+08
     1.6288E-02    -5.3410E+01    -5.8126E+01     8.9915E+01     1.1965E+02     3.1402E+08     1.4161E+01     1.7187E-01     4.4384E+09     3.0939E+09    -3.1559E+09     4.0917E+08
     1.6420E-02    -4.9196E+01    -6.2095E+01     9.0441E+01     1.2023E+02     3.1502E+08     1.4197E+01     1.7318E-01     4.3990E+09     3.3060E+09    -2.8757E+09     3.9001E+08
     1.6551E-02    -4.4747E+01    -6.5671E+01     9.0936E+01     1.2077E+02     3.1526E+08     1.4218E+01     1.7426E-01     4.3629E+09     3.4906E+09    -2.5917E+09     3.6674E+08
     1.6682E-02    -4.0045E+01    -6.8892E+01     9.1403E+01     1.2126E+02     3.1390E+08     1.4224E+01     1.7555E-01     4.3361E+09     3.6562E+09    -2.3061E+09     3.4132E+08
     1.6815E-02    -3.5088E+01    -7.1768E+01     9.1839E+01     1.2172E+02     3.1073E+08     1.4207E+01     1.7686E-01     4.3150E+09     3.7994E+09    -2.0210E+09     3.1523E+08
     1.6949E-02    -2.9925E+01    -7.4281E+01     9.2244E+01     1.2216E+02     3.0618E+08     1.4172E+01     1.7825E-01     4.3002E+09     3.9222E+09    -1.7391E+09     2.8965E+08
     1.7084E-02    -2.4545E+01    -7.6443E+01     9.2618E+01     1.2257E+02     2.9948E+08     1.4109E+01     1.7963E-01     4.2926E+09     4.0287E+09    -1.4580E+09     2.6473E+08
     1.7221E-02    -1.8946E+01    -7.8253E+01     9.2966E+01     1.2298E+02     2.9122E+08     1.4026E+01     1.8109E-01     4.2894E+09     4.1175E+09    -1.1774E+09     2.4234E+08
     1.7361E-02    -1.3133E+01    -7.9702E+01     9.3290E+01     1.2340E+02     2.8181E+08     1.3927E+01     1.8260E-01     4.2910E+09     4.1906E+09    -8.9570E+08     2.2184E+08
     1.7503E-02    -7.1660E+00    -8.0770E+01     9.3592E+01     1.2383E+02     2.7180E+08     1.3827E+01     1.8411E-01     4.2946E+09     4.2455E+09    -6.1445E+08     2.0512E+08
     1.7644E-02    -1.1338E+00    -8.1442E+01     9.3873E+01     1.2428E+02     2.6156E+08     1.3724E+01     1.8572E-01     4.2995E+09     4.2820E+09    -3.3545E+08     1.9268E+08
     1.7785E-02     4.9360E+00    -8.1722E+01     9.4139E+01     1.2476E+02     2.5174E+08     1.3621E+01     1.8726E-01     4.3036E+09     4.2992E+09    -6.0260E+07     1.8460E+08
     1.7927E-02     1.1018E+01    -8.1612E+01     9.4397E+01     1.2527E+02     2.4224E+08     1.3523E+01     1.8890E-01     4.3082E+09     4.2990E+09     2.1470E+08     1.8115E+08
     1.8068E-02     1.7087E+01    -8.1116E+01     9.4654E+01     1.2582E+02     2.3347E+08     1.3430E+01     1.9054E-01     4.3108E+09     4.2791E+09     4.8786E+08     1.8305E+08
     1.8210E-02     2.3111E+01    -8.0236E+01     9.4918E+01     1.2642E+02     2.2568E+08     1.3345E+01     1.9194E-01     4.3087E+09     4.2374E+09     7.5735E+08     1.9063E+08
     1.8351E-02     2.9061E+01    -7.8976E+01     9.5197E+01     1.2706E+02     2.1951E+08     1.3282E+01     1.9344E-01     4.3012E+09     4.1725E+09     1.0239E+09     2.0470E+08
     1.8493E-02     3.4902E+01    -7.7339E+01     9.5500E+01     1.2775E+02     2.1519E+08     1.3241E+01     1.9492E-01     4.2877E+09     4.0825E+09     1.2909E+09     2.2574E+08
     1.8634E-02     4.0592E+01    -7.5325E+01     9.5840E+01     1.2848E+02     2.1376E+08     1.3240E+01     1.9623E-01     4.2609E+09     3.9575E+09     1.5581E+09     2.5570E+08
     1.8776E-02     4.6074E+01    -7.2930E+01     9.6228E+01     1.2923E+02     2.1707E+08     1.3306E+01     1.9736E-01     4.2149E+09     3.7864E+09     1.8280E+09     2.9524E+08
     1.8917E-02     5.1277E+01    -7.0151E+01     9.6677E+01     1.2999E+02     2.2547E+08     1.3444E+01     1.9847E-01     4.1507E+09     3.5627E+09     2.1023E+09     3.4056E+08
