0.0	2.473017640354095e+28	4.682661220828658e+28	8.17038737799011e+28	1.4930619829554962e+29	2.583730727642326e+29	4.1414624175659035e+29	6.440959240527234e+29	8.379007777047832e+29	9.471908765016787e+29	9.78700350424022e+29	8.152008475038866e+29	5.507357948349425e+29	3.9691929272234895e+29	1.3471040308701288e+29	9.445238355898991e+28	1.2364174401511464e+28	1.341161173415645e+28	2.393886248353553e+28	4.038708704815473e+28	7.135683664370103e+28	1.2089634532648016e+29	2.0269761125804588e+29	3.315932363413902e+29	5.006263656373797e+29	7.244303253006244e+29	9.405976424836446e+29	1.0346257908438787e+30	1.0588924511525335e+30	8.66652342558504e+29	5.030342127645683e+29	3.723765493613255e+29	9.916772906207894e+28	1.2191818747091644e+28	1.944760840405401e+28	3.048024979143899e+28	4.455644659629892e+28	6.467279921564781e+28	8.728832938424108e+28	1.1525494358701347e+29	1.4330025666165364e+29	1.686229602705995e+29	1.8983419474933027e+29	1.9612979866562432e+29	1.9145122283597885e+29	1.774329537133571e+29	1.4186275072108629e+29	1.2722917197653556e+29	8.780749468004895e+28	6.387357e+30	6.486792800201708e+30	6.387357e+30	6.904685000000001e+30	6.924147642469653e+30	6.904685000000002e+30	1.797563e+30	1.756669336800958e+30	1.7975630000000003e+30	
469141.76961766963	2.447826270785558e+28	4.636820414303655e+28	8.092167907461649e+28	1.4796562571760244e+29	2.5615458073229252e+29	4.107853381694649e+29	6.391391375981444e+29	8.315289982090965e+29	9.398724833292515e+29	9.710169293162021e+29	8.086848676449128e+29	5.461660837704892e+29	3.9357161305134946e+29	1.334654140179901e+29	9.35760520238805e+28	1.2240730493815152e+28	1.324524528609933e+28	2.3653317200532606e+28	3.991683096904354e+28	7.058818713350882e+28	1.1966742032138209e+29	2.008680122641654e+29	3.289262502196344e+29	4.967682965541293e+29	7.188683349866749e+29	9.333733822219845e+29	1.0266247511534211e+30	1.0506224791497497e+30	8.597577677708762e+29	4.988051597538393e+29	3.692008994512278e+29	9.821266556373201e+28	1.2035703918300618e+28	1.9198600304885739e+28	3.0089997566332503e+28	4.399140943196422e+28	6.386062750709908e+28	8.632720341782629e+28	1.1423831507532168e+29	1.4214856245181295e+29	1.6720755165755552e+29	1.8820743682614e+29	1.944977803697422e+29	1.8992205671320626e+29	1.7605947170368147e+29	1.4083013961038976e+29	1.2626564196638498e+29	8.706750147935713e+28	6.335935999999999e+30	6.434613811086721e+30	6.335936e+30	6.849099000000001e+30	6.868536684650695e+30	6.849099e+30	1.781948e+30	1.7413952130989945e+30	1.7819480000000006e+30	
939851.5840280314	2.429415976734722e+28	4.601891284818655e+28	8.0311572714504e+28	1.4687991807758955e+29	2.5431058924650366e+29	4.0787743107099334e+29	6.346773491376852e+29	8.257967260807018e+29	9.335070702600093e+29	9.645250943125391e+29	8.032647247824658e+29	5.424918488735233e+29	3.9094955088543186e+29	1.3262747573913386e+29	9.298859110810762e+28	1.2163985095277087e+28	1.3149494251327191e+28	2.348679979164344e+28	3.964032237776492e+28	7.0088024092193455e+28	1.1880475070458304e+29	1.9945105114490885e+29	3.266637434369489e+29	4.933880661100838e+29	7.139960989299452e+29	9.270838879148458e+29	1.0197876575565349e+30	1.0437187101100731e+30	8.541534567865612e+29	4.956330439428017e+29	3.668461735501139e+29	9.756971929966975e+28	1.1945656854074498e+28	1.9058580841083072e+28	2.9874620704090737e+28	4.366831139757084e+28	6.337850748708279e+28	8.57156612541639e+28	1.1351429003360073e+29	1.4127610835907933e+29	1.66137443227418e+29	1.869669251231181e+29	1.9321098596729473e+29	1.8867084716907918e+29	1.7495464268236064e+29	1.4003243266594804e+29	1.2553831288068533e+29	8.654167335334997e+28	6.292684999999999e+30	6.390682210776459e+30	6.292684999999999e+30	6.803460999999999e+30	6.822754724632162e+30	6.803460999999998e+30	1.770485e+30	1.730168679839659e+30	1.770485e+30	
1411091.067224223	2.4187796568531327e+28	4.579778731477393e+28	7.9907027491958e+28	1.4605271576430293e+29	2.527790602965881e+29	4.0538932695860784e+29	6.308077357776557e+29	8.207502756233265e+29	9.277704300561344e+29	9.586031942744151e+29	7.984425303468004e+29	5.3938040566129925e+29	3.8868964372540855e+29	1.3182601774817516e+29	9.243124456974005e+28	1.2102807822282527e+28	1.3123262886185807e+28	2.3427137115590188e+28	3.9526737545976216e+28	6.982572298136354e+28	1.1828805622384214e+29	1.9842471650490707e+29	3.247708801609216e+29	4.9044735506550704e+29	7.097889148906578e+29	9.216836955621198e+29	1.0139516717974663e+30	1.0378638511078404e+30	8.494095646201948e+29	4.929666192741237e+29	3.6489436777522386e+29	9.710344648807925e+28	1.1921434347859358e+28	1.9019492802419792e+28	2.9812851211548806e+28	4.357294027190322e+28	6.323276737673197e+28	8.546098038939555e+28	1.1307222040256072e+29	1.4070192448797816e+29	1.6554365544153493e+29	1.8635727367833488e+29	1.9256141251371377e+29	1.8797987913091738e+29	1.7413832337714797e+29	1.3910577756801874e+29	1.247567086822363e+29	8.610135831769859e+28	6.254918e+30	6.352302385711358e+30	6.254917999999999e+30	6.765496e+30	6.784608347028926e+30	6.765496000000001e+30	1.763339e+30	1.7232549643694928e+30	1.763339e+30	
1882543.2265953412	2.414229195190539e+28	4.567313397507473e+28	7.965300104765956e+28	1.4543856058697924e+29	2.515467026460268e+29	4.033214144362038e+29	6.2753090145286975e+29	8.16559017925827e+29	9.232857082887998e+29	9.54177284637962e+29	7.947980139053616e+29	5.3697207186575334e+29	3.869374862698843e+29	1.3119936658730597e+29	9.200104070366718e+28	1.2070003718720513e+28	1.3149054193324226e+28	2.344907459404606e+28	3.9539486561697575e+28	6.975674813472225e+28	1.1806505064163886e+29	1.9778523166630046e+29	3.233619485099443e+29	4.880469219741621e+29	7.060995319819611e+29	9.168495718420082e+29	1.0089621170978589e+30	1.0331222026536207e+30	8.456442431188474e+29	4.909910110154146e+29	3.634898163824592e+29	9.686998963199413e+28	1.1945778183280108e+28	1.90565696307989e+28	2.9868984742437516e+28	4.36458208064377e+28	6.332560676994753e+28	8.549289812586662e+28	1.1294473451018943e+29	1.4045914634201186e+29	1.6527630244520747e+29	1.860577325907203e+29	1.9220724568362378e+29	1.87574998526942e+29	1.7372046810005022e+29	1.3870185686335091e+29	1.2437226978995551e+29	8.579158688918072e+28	6.225305999999999e+30	6.322180818140531e+30	6.225306000000001e+30	6.735182e+30	6.754032787600364e+30	6.735182e+30	1.7604420000000002e+30	1.7205420432956316e+30	1.7604420000000007e+30	
2354332.8141959864	2.4138732263233477e+28	4.555242850268466e+28	7.933423357803e+28	1.4468944833163858e+29	2.5007753578793437e+29	4.01037677735648e+29	6.241942460939998e+29	8.123121582738793e+29	9.184772041451204e+29	9.49186005699276e+29	7.905793924984107e+29	5.340222387964156e+29	3.847218730350756e+29	1.3026831849866974e+29	9.134978430810914e+28	1.1988722451874312e+28	1.3203515072526265e+28	2.350244028363427e+28	3.9585379039507388e+28	6.964002954210768e+28	1.1763586038329601e+29	1.969228113014223e+29	3.218548932835238e+29	4.8561808612338645e+29	7.023457387479966e+29	9.118686638229475e+29	1.0036497662383958e+30	1.0278786793893245e+30	8.414535062055888e+29	4.88742163247002e+29	3.618788826962185e+29	9.657158462312261e+28	1.1997935716131818e+28	1.9115040361268075e+28	2.993276868316342e+28	4.362780383789902e+28	6.314349716642586e+28	8.523864565626463e+28	1.1269612341111458e+29	1.402136314943881e+29	1.6502908290180813e+29	1.8581174254559715e+29	1.9195121773284272e+29	1.8731136511815777e+29	1.7341708680260933e+29	1.3836648144144178e+29	1.2407963399544801e+29	8.56059431354394e+28	6.191930000000001e+30	6.288260551717917e+30	6.191930000000001e+30	6.702352e+30	6.720946539289257e+30	6.702352e+30	1.757538e+30	1.7177135342528613e+30	1.7575379999999998e+30	
2825688.234749191	2.394953063128098e+28	4.52206556042063e+28	7.878048189448367e+28	1.4366861336726595e+29	2.482946322507237e+29	3.9831674013868416e+29	6.202006694263538e+29	8.072292126435025e+29	9.127443946375738e+29	9.432668100448364e+29	7.856277574511326e+29	5.30645004309738e+29	3.8227119639679166e+29	1.294031961835965e+29	9.074281921859966e+28	1.1908285801229848e+28	1.3119450259678767e+28	2.3352501274199706e+28	3.933253000452577e+28	6.919591885660556e+28	1.1688661459394736e+29	1.9564565646137625e+29	3.197304158326259e+29	4.824393902193196e+29	6.978490769008017e+29	9.060976506854323e+29	9.973019180822084e+29	1.0213899291984615e+30	8.361839763051555e+29	4.857591700890273e+29	3.596987338196374e+29	9.60590674169958e+28	1.1909127118601063e+28	1.8976367501669587e+28	2.9718793837044186e+28	4.332879478372936e+28	6.2728832688545524e+28	8.469878848106268e+28	1.1200830029799987e+29	1.3941177442818766e+29	1.6418570409818632e+29	1.8492884072907164e+29	1.90996291667585e+29	1.863341980219414e+29	1.7252969477406232e+29	1.376842612776476e+29	1.2345175165574531e+29	8.51404786389208e+28	6.15227e+30	6.247994784077004e+30	6.15227e+30	6.660042e+30	6.678441830893974e+30	6.660042e+30	1.7480320000000002e+30	1.7084267254533814e+30	1.7480320000000008e+30	
3297403.3723522504	2.3785576984630955e+28	4.491153011099055e+28	7.824236803650949e+28	1.4267147374214872e+29	2.4655243779205155e+29	3.9540582251652796e+29	6.1548470018530985e+29	8.010362313873904e+29	9.058126559231407e+29	9.361709975841557e+29	7.797645309466396e+29	5.2675697679587375e+29	3.7951751675309144e+29	1.2856562249122308e+29	9.015679723324201e+28	1.1834761517075184e+28	1.3007836319792034e+28	2.3176404752982048e+28	3.905872259617812e+28	6.869175849791812e+28	1.16001953214423e+29	1.9416162590319158e+29	3.1731872667533885e+29	4.788167595775902e+29	6.926307735452609e+29	8.994003780195813e+29	9.901458783009871e+29	1.0142805966069483e+30	8.303351421602274e+29	4.8230784474225406e+29	3.5711273900771625e+29	9.529486007961021e+28	1.181783569461528e+28	1.885316587041881e+28	2.9550958099436296e+28	4.3066891949585786e+28	6.23179369133482e+28	8.412655803661085e+28	1.1123941169297543e+29	1.3841325568027162e+29	1.629218668378e+29	1.8344823233744264e+29	1.8950883478821562e+29	1.84925821941163e+29	1.712018031741394e+29	1.365875292835281e+29	1.224765709345502e+29	8.448432676589873e+28	6.10667e+30	6.20166576689517e+30	6.106670000000001e+30	6.611742e+30	6.630056766930825e+30	6.611742000000001e+30	1.734941e+30	1.6956517866983907e+30	1.734941e+30	
3766130.1092766295	2.3471469622329367e+28	4.438607290952204e+28	7.739131549350684e+28	1.4134152377454993e+29	2.4450320996103488e+29	3.921349535087214e+29	6.1028081509352634e+29	7.941686334586438e+29	8.979333287993231e+29	9.279651061137962e+29	7.73022248465503e+29	5.223279858365648e+29	3.763269382968388e+29	1.2748456319498571e+29	8.938811388381406e+28	1.1706721587341343e+28	1.2806727414804114e+28	2.2847063665303426e+28	3.8532919541407235e+28	6.7897804507456425e+28	1.1481488263997988e+29	1.9235701091787678e+29	3.1457258535007517e+29	4.7486473650414486e+29	6.87121641411299e+29	8.923523854599055e+29	9.822852885867548e+29	1.0060986791440895e+30	8.235136019980729e+29	4.781223921521112e+29	3.539643629751707e+29	9.433491773154847e+28	1.1625862198968434e+28	1.8557891740685468e+28	2.9100510298405288e+28	4.248397961412321e+28	6.157945529794372e+28	8.322422735577672e+28	1.1015686192063404e+29	1.370924879874994e+29	1.61283303505052e+29	1.815513229139859e+29	1.875982714640824e+29	1.8311700989049825e+29	1.695263583017589e+29	1.3525115947263875e+29	1.2129512877760141e+29	8.370316926034622e+28	6.053833000000001e+30	6.14806273050748e+30	6.053833000000002e+30	6.556487e+30	6.57479428673098e+30	6.556487e+30	1.7171469999999998e+30	1.6782165610197901e+30	1.7171470000000006e+30	
4235267.405961516	2.3214099069127805e+28	4.391774855942617e+28	7.659221375471656e+28	1.4000203505832208e+29	2.42324461372271e+29	3.887994046988031e+29	6.0527826139428465e+29	7.87588596426604e+29	8.900968701002755e+29	9.195420325660869e+29	7.659444198079557e+29	5.174683518694672e+29	3.7285596643652054e+29	1.2636876327243157e+29	8.860000201920629e+28	1.158877359449982e+28	1.2640411894145453e+28	2.2563913472583364e+28	3.806902399578064e+28	6.7151169553986955e+28	1.1363588529598377e+29	1.905844989467822e+29	3.119494233131099e+29	4.710288872294696e+29	6.815474866908939e+29	8.850621757685755e+29	9.741404221401646e+29	9.976154195118372e+29	8.164884693933056e+29	4.738967058723269e+29	3.5080484514094746e+29	9.341726178010758e+28	1.1471226659059859e+28	1.8312138194941957e+28	2.8716367084846416e+28	4.193913375661304e+28	6.081284081513466e+28	8.23096146366116e+28	1.0916231642007105e+29	1.3592790833201737e+29	1.5980467926130127e+29	1.7980631751424298e+29	1.8581255962591724e+29	1.814014105974735e+29	1.6797719872761773e+29	1.3407973403761425e+29	1.2026860968961965e+29	8.304294464691774e+28	6.000181999999999e+30	6.093612125492204e+30	6.000181999999999e+30	6.500596e+30	6.518849698514923e+30	6.500596e+30	1.7008450000000003e+30	1.662194815334238e+30	1.7008450000000006e+30	
