# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      1      0     7.51142726179874E-07   7.51142726179874E-07
    2      1      1     2.28192814829591E-15   4.56385629659182E-15
    3      2      1     1.33468018730820E-16   4.00404056192459E-16
    4      2      2     2.33078821435431E-04   9.32315285741723E-04
    6      3      3     9.50592399607796E-17   5.70355439764678E-16
    7      3      4     5.33145953407799E-17   3.73202167385460E-16
    9      4      5     9.28396422046136E-19   8.35556779841523E-18
   10      5      5     3.03278372387665E-17   3.03278372387665E-16
   11      5      6     1.07790576514005E-17   1.18569634165405E-16
   12      6      6     2.13376224293471E-12   2.56051469152165E-11
   13      6      7     3.42561372729437E-14   4.45329784548268E-13
   14      7      7     7.83261730980435E-10   1.09656642337261E-08
   15      7      8     1.36574090408232E-08   2.04861135612348E-07
   16      8      8     3.18704323142740E-10   5.09926917028384E-09
   17      8      9     1.19425835712924E-11   2.03023920711971E-10
   18      8     10     1.99616031901116E-06   3.59308857422008E-05
   19      9     10     1.64614448309937E-06   3.12767451788881E-05
   20     10     10     9.18434542125158E-08   1.83686908425031E-06
   21     10     11     1.06871583317667E-07   2.24430324967100E-06
   22     10     12     1.16700882881348E-06   2.56741942338966E-05
   23     11     12     3.55801308859934E-08   8.18343010377848E-07
   24     12     12     3.61578682191380E-09   8.67788837259313E-08
   25     12     13     1.31546897378749E-08   3.28867243446873E-07
   26     12     14     3.00724891878388E-09   7.81884718883810E-08
   27     13     14     3.41803092977029E-10   9.22868351037978E-09
   28     14     14     6.54201954284577E-10   1.83176547199681E-08
   29     14     15     4.83361857102407E-10   1.40174938559698E-08
   30     14     16     1.63126205398596E-09   4.89378616195788E-08
   31     15     16     3.70126633117313E-10   1.14739256266367E-08
   32     16     16     6.05201966046061E-10   1.93664629134739E-08
   33     16     17     1.39315682852980E-09   4.59741753414834E-08
   34     16     18     1.13453402864368E-09   3.85741569738851E-08
   35     17     18     6.32096973900351E-10   2.21233940865123E-08
   36     16     20     2.86269172053245E-10   1.03056901939168E-08
   36     18     18     4.48205258262476E-20   1.61353892974491E-18
   37     17     20     1.43277031731043E-10   5.30125017404857E-09
   38     18     20     7.18428055291571E-11   2.73002661010797E-09
   39     19     20     2.28320947692392E-11   8.90451696000329E-10
   40     18     22     2.23779324718478E-10   8.95117298873911E-09
   41     19     22     4.90778306926236E-10   2.01219105839757E-08
   42     20     22     5.15112181622846E-10   2.16347116281595E-08
   43     20     23     4.93047076965567E-10   2.12010243095194E-08
   44     20     24     8.00081508536278E-10   3.52035863755962E-08
   45     21     24     8.70446026736358E-10   3.91700712031361E-08
   46     20     26     2.09324625666280E-10   9.62893278064886E-09
   46     22     24     1.35517556409925E-21   6.23380759485653E-20
   47     22     25     3.07048985954889E-10   1.44313023398798E-08
   48     22     26     4.42485528378578E-10   2.12393053621717E-08
   49     22     27     2.40619587930388E-11   1.17903598085890E-09
   50     22     28     2.44845987389752E-10   1.22422993694876E-08
   51     23     28     2.47230888105925E-10   1.26087752934022E-08
   52     24     28     4.76730739261799E-10   2.47899984416135E-08
   53     24     29     1.28412488494616E-09   6.80586189021464E-08
   54     24     30     9.94183925145979E-10   5.36859319578829E-08
   55     25     30     1.89131585820955E-09   1.04022372201525E-07
   56     26     30     1.84737998241400E-07   1.03453279015184E-05
   57     26     31     7.34464362182123E-08   4.18644686443810E-06
   58     26     32     4.56235385387691E-08   2.64616523524861E-06
   59     27     32     5.14130751801383E-08   3.03337143562816E-06
   60     28     32     5.06631677070272E-08   3.03979006242163E-06
   61     28     33     1.03087618909284E-07   6.28834475346632E-06
   62     28     34     4.37485836111726E-07   2.71241218389270E-05
   63     29     34     1.10422348650273E-06   6.95660796496723E-05
   64     28     36     5.36994812553253E-07   3.43676680034082E-05
   64     30     34     4.31992659973310E-19   2.76475302382918E-17
   65     29     36     7.86423757463987E-07   5.11175442351591E-05
