# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      1      0     4.59973538023268E-08   4.59973538023268E-08
    2      1      1     3.94148219824116E-14   7.88296439648231E-14
    3      2      1     2.24224476181366E-11   6.72673428544097E-11
    4      2      2     5.24489824374467E-07   2.09795929749787E-06
    6      3      3     3.14389428034873E-23   1.88633656820924E-22
    7      3      4     2.57300679103378E-12   1.80110475372365E-11
    9      4      5     3.75379884736697E-15   3.37841896263027E-14
   10      5      5     8.44958005675571E-17   8.44958005675571E-16
   11      5      6     8.00585343000886E-14   8.80643877300975E-13
   12      6      6     1.63134675363706E-15   1.95761610436447E-14
   13      6      7     4.15478048043036E-16   5.40121462455947E-15
   14      7      7     1.70773114368914E-12   2.39082360116480E-11
   15      7      8     3.02289646228083E-12   4.53434469342125E-11
   16      8      8     4.45781954970570E-14   7.13251127952912E-13
   17      8      9     6.08307976901679E-16   1.03412356073285E-14
   18      8     10     1.23260067894852E-10   2.21868122210733E-09
   19      9     10     1.04185569745159E-10   1.97952582515802E-09
   20     10     10     9.91851346652002E-12   1.98370269330400E-10
   21     10     11     8.38291838744208E-12   1.76041286136284E-10
   22     10     12     2.19102494885218E-11   4.82025488747479E-10
   23     11     12     6.70374580940746E-14   1.54186153616372E-12
   24     12     12     1.87908394094561E-14   4.50980145826947E-13
   25     12     13     1.07921076496236E-13   2.69802691240589E-12
   26     12     14     2.81902651732538E-14   7.32946894504600E-13
   27     13     14     5.58168268046781E-15   1.50705432372631E-13
   28     14     14     4.71671716988437E-15   1.32068080756762E-13
   29     14     15     4.12514332539785E-15   1.19629156436538E-13
   30     14     16     5.61842868480099E-15   1.68552860544030E-13
   31     15     16     1.41134261016936E-15   4.37516209152501E-14
   32     16     16     1.46604245465695E-15   4.69133585490224E-14
   33     16     17     2.03715628552208E-15   6.72261574222287E-14
   34     16     18     1.64748089229355E-15   5.60143503379807E-14
   35     17     18     7.10222213957008E-16   2.48577774884953E-14
   36     16     20     3.09881464381999E-16   1.11557327177520E-14
   37     17     20     2.57059350425390E-16   9.51119596573943E-15
   38     18     20     1.14786051529209E-16   4.36186995810993E-15
   39     19     20     4.71601074386635E-17   1.83924419010788E-15
   40     18     22     8.57668973716562E-17   3.43067589486625E-15
   41     19     22     1.26528806172594E-16   5.18768105307637E-15
   42     20     22     6.93939967584470E-17   2.91454786385478E-15
   43     20     23     3.03261014276191E-13   1.30402236138762E-11
   44     20     24     1.76354513885777E-12   7.75959861097421E-11
   45     21     24     1.88818591423095E-12   8.49683661403930E-11
   46     20     26     1.74675110144434E-11   8.03505506664394E-10
   46     22     24     3.32958938231170E-22   1.53161111586338E-20
   47     22     25     1.26543686003853E-10   5.94755324218110E-09
   48     22     26     9.47914498304181E-08   4.54998959186007E-06
   49     22     27     5.59689841044429E-08   2.74248022111770E-06
   50     22     28     3.00603783659010E-07   1.50301891829505E-05
   51     23     28     2.50485924913373E-07   1.27747821705820E-05
   52     24     28     3.42763117326173E-07   1.78236821009610E-05
