# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      1      0     1.69129991130268E-07   1.69129991130268E-07
    2      1      1     8.27612805569034E-14   1.65522561113807E-13
    3      2      1     2.86706600197875E-11   8.60119800593624E-11
    4      2      2     2.10356911494215E-07   8.41427645976859E-07
    6      3      3     2.84777653043574E-24   1.70866591826144E-23
    7      3      4     1.02434236342095E-12   7.17039654394665E-12
    9      4      5     1.53242350200021E-15   1.37918115180019E-14
   10      5      5     1.01753813389329E-16   1.01753813389329E-15
   11      5      6     1.37383499412355E-14   1.51121849353590E-13
   12      6      6     3.74204397718541E-16   4.49045277262250E-15
   13      6      7     4.73425853562417E-15   6.15453609631142E-14
   14      7      7     7.50620814236664E-13   1.05086913993133E-11
   15      7      8     4.16737618708850E-13   6.25106428063275E-12
   16      8      8     1.17812902818848E-14   1.88500644510156E-13
   17      8      9     4.43953795238074E-16   7.54721451904726E-15
   18      8     10     1.14651341973427E-11   2.06372415552169E-10
   19      9     10     9.63700999387887E-12   1.83103189883699E-10
   20     10     10     8.23594763202371E-13   1.64718952640474E-11
   21     10     11     7.29025755076467E-13   1.53095408566058E-11
   22     10     12     1.57011499720738E-12   3.45425299385624E-11
   23     11     12     2.67331694959589E-15   6.14862898407054E-14
   24     12     12     1.11493985679188E-15   2.67585565630052E-14
   25     12     13     6.73931955991685E-15   1.68482988997921E-13
   26     12     14     1.63950218881408E-15   4.26270569091662E-14
   27     13     14     3.02255481003473E-16   8.16089798709378E-15
   28     14     14     2.67063856749840E-16   7.47778798899553E-15
   29     14     15     2.17029107973039E-16   6.29384413121813E-15
   30     14     16     2.43746188421526E-16   7.31238565264578E-15
   31     15     16     6.58365778204348E-17   2.04093391243348E-15
   32     16     16     6.50127459102031E-17   2.08040786912650E-15
   33     16     17     7.03619591586629E-17   2.32194465223588E-15
   34     16     18     5.58924232124227E-17   1.90034238922237E-15
   35     17     18     2.23177742331716E-17   7.81122098161005E-16
   36     16     20     8.72087284444090E-18   3.13951422399872E-16
   37     17     20     6.84000547178445E-18   2.53080202456025E-16
