# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      1      0     9.21030849580544E-09   9.21030849580544E-09
    2      1      1     4.91101900310184E-14   9.82203800620367E-14
    3      2      1     7.63094060312091E-18   2.28928218093627E-17
    4      2      2     6.04713259690964E-05   2.41885303876386E-04
    6      3      3     7.81831195558383E-21   4.69098717335030E-20
    7      3      4     3.35989609389788E-16   2.35192726572852E-15
    9      4      5     4.24540720954160E-19   3.82086648858744E-18
   10      5      5     6.21692995047916E-17   6.21692995047916E-16
   11      5      6     2.54699878143037E-16   2.80169865957340E-15
   12      6      6     4.76063209323705E-13   5.71275851188446E-12
   13      6      7     1.95041648003048E-14   2.53554142403963E-13
   14      7      7     1.89935060785350E-10   2.65909085099489E-09
   15      7      8     5.64959723652977E-10   8.47439585479465E-09
   16      8      8     1.29154648790680E-11   2.06647438065087E-10
   17      8      9     3.19770676610788E-13   5.43610150238339E-12
   18      8     10     1.60687589240905E-07   2.89237660633629E-06
   19      9     10     1.33571941204212E-07   2.53786688288004E-06
   20     10     10     1.14194438663486E-08   2.28388877326971E-07
   21     10     11     1.29029194911007E-08   2.70961309313115E-07
   22     10     12     5.63526611310269E-08   1.23975854488259E-06
   23     11     12     3.54320009847800E-09   8.14936022649941E-08
   24     12     12     3.05729429932295E-10   7.33750631837509E-09
   25     12     13     8.14218164368595E-10   2.03554541092149E-08
   26     12     14     3.18502497043968E-10   8.28106492314317E-09
   27     13     14     5.26283247275251E-11   1.42096476764318E-09
   28     14     14     4.59756693593148E-11   1.28731874206081E-09
   29     14     15     3.73327114417961E-11   1.08264863181209E-09
   30     14     16     8.19391873378178E-11   2.45817562013453E-09
   31     15     16     1.78202066290015E-11   5.52426405499048E-10
   32     16     16     2.83045145832342E-11   9.05744466663494E-10
   33     16     17     5.93545506399730E-11   1.95870017111911E-09
   34     16     18     5.57865254193973E-11   1.89674186425951E-09
   35     17     18     3.54402226292670E-11   1.24040779202434E-09
   36     16     20     1.99185096285658E-11   7.17066346628369E-10
   36     18     18     2.22742501060903E-20   8.01873003819252E-19
   37     17     20     1.64923714314689E-11   6.10217742964351E-10
   38     18     20     8.12726207187548E-12   3.08835958731268E-10
   39     19     20     3.43654349554572E-12   1.34025196326283E-10
   40     18     22     1.03166010767647E-11   4.12664043070587E-10
   41     19     22     1.86011839473332E-11   7.62648541840662E-10
   42     20     22     1.61443212978287E-11   6.78061494508806E-10
   43     20     23     2.03744113473317E-11   8.76099687935264E-10
   44     20     24     4.28681238512990E-11   1.88619744945715E-09
   45     21     24     3.05741599588341E-11   1.37583719814753E-09
   46     20     26     1.99910856676175E-11   9.19589940710404E-10
   46     22     24     3.05439773268059E-21   1.40502295703307E-19
   47     22     25     4.86976636032847E-11   2.28879018935438E-09
   48     22     26     7.25899263434855E-10   3.48431646448731E-08
   49     22     27     4.76855999259543E-10   2.33659439637176E-08
   50     22     28     5.91832344616453E-09   2.95916172308227E-07
   51     23     28     6.30101509998990E-09   3.21351770099485E-07
   52     24     28     4.89464377711664E-08   2.54521476410065E-06
   53     24     29     1.46565618653781E-07   7.76797778865038E-06
   54     24     30     1.22821206397901E-07   6.63234514548666E-06
   55     25     30     7.24190981487784E-08   3.98305039818281E-06
   56     26     30     1.26073871116357E-06   7.06013678251599E-05
   57     26     31     8.07024295583773E-07   4.60003848482751E-05
   58     26     32     4.57236165069764E-07   2.65196975740463E-05
   59     27     32     3.62271802848307E-07   2.13740363680501E-05
   60     28     32     3.97643560467714E-07   2.38586136280628E-05
   61     28     33     5.96548781310070E-07   3.63894756599143E-05
   62     28     34     4.38630684652453E-06   2.71951024484521E-04
   63     29     34     1.16138629291342E-05   7.31673364535458E-04
   64     28     36     8.83960838011801E-06   5.65734936327553E-04
   64     30     34     9.28839150617008E-17   5.94457056394885E-15
   65     29     36     1.50780211354212E-05   9.80071373802378E-04
   66     30     36     9.03761653701003E-06   5.96482691442662E-04
